ok,mode,message,Fp,M_pd,R,lambda,omega,tau,n_cyl,gamma_deg,m_root_reduce,m_rotating,axis_p,web_p,axis_n,web_n,c_lanch,c_lanch_note,S_prot1,S1_label,S_prot2,S2_label
1,"2 цилиндра, 4Т, γ=0° (силовая схема, только полноопорный)","",0.0113097,1.35717,0.05,0.333333,387.463,4,2,0,397.388,477.388,0.18,0.26,0.08,0.16,0,"",0.0678584,"от силы 1-го порядка",0.00565487,"от силы 2-го порядка"
