# Результаты расчета кинематики КШМ
# Дата создания: Sat Oct 25 23:52:18 2025
# Параметры расчета:
# Шаг угла α: 1 град.
# Предел угла α: 360 град.
# Радиус кривошипа 0.0756 м
# λ: 0.27
# Частота вращения: 5600 об/мин
# Угол развала: 90 град.
# Угол прицепного шатуна: 0 град.
# Дезаксиал: 0 м
# Количество точек расчета: 361
# Расчет выполнен для главного и бокового цилиндров
# Боковой цилиндр имеет угол развала: 90 град.

ГЛАВНЫЙ ЦИЛИНДР:
==================================================================================================================================
|  α [град] |   S полн [м]  |   S1 [м]   |   S2 [м]   |  V полн [м/с] |   V1 [м/с]  |   V2 [м/с]  | A полн [м/с²] |  A1 [м/с²]  |  A2 [м/с²]  |
|  336.0000 |       0.0082 |     0.0065 |     0.0017 |      -22.5072 |    -18.0323 |     -4.4478 |    28548.8163 |  23751.1831 |   4697.0993 |
|  337.0000 |       0.0076 |     0.0060 |     0.0016 |      -21.6522 |    -17.3227 |     -4.3053 |    28903.1012 |  23932.1198 |   4876.2967 |
|  338.0000 |       0.0069 |     0.0055 |     0.0014 |      -20.7869 |    -16.6079 |     -4.1576 |    29244.0423 |  24105.7665 |   5049.5531 |
|  339.0000 |       0.0063 |     0.0050 |     0.0013 |      -19.9116 |    -15.8879 |     -4.0048 |    29571.4153 |  24272.0704 |   5216.6573 |
|  340.0000 |       0.0058 |     0.0046 |     0.0012 |      -19.0268 |    -15.1632 |     -3.8472 |    29885.0055 |  24430.9808 |   5377.4059 |
|  341.0000 |       0.0052 |     0.0041 |     0.0011 |      -18.1329 |    -14.4338 |     -3.6848 |    30184.6077 |  24582.4492 |   5531.6029 |
|  342.0000 |       0.0047 |     0.0037 |     0.0010 |      -17.2303 |    -13.7000 |     -3.5180 |    30470.0266 |  24726.4296 |   5679.0605 |
|  343.0000 |       0.0042 |     0.0033 |     0.0009 |      -16.3194 |    -12.9621 |     -3.3468 |    30741.0764 |  24862.8781 |   5819.5990 |
|  344.0000 |       0.0037 |     0.0029 |     0.0008 |      -15.4006 |    -12.2201 |     -3.1716 |    30997.5815 |  24991.7531 |   5953.0473 |
|  345.0000 |       0.0033 |     0.0026 |     0.0007 |      -14.4744 |    -11.4745 |     -2.9926 |    31239.3756 |  25113.0154 |   6079.2427 |
|  346.0000 |       0.0028 |     0.0022 |     0.0006 |      -13.5413 |    -10.7254 |     -2.8098 |    31466.3027 |  25226.6281 |   6198.0315 |
|  347.0000 |       0.0025 |     0.0019 |     0.0005 |      -12.6016 |     -9.9730 |     -2.6237 |    31678.2166 |  25332.5564 |   6309.2689 |
|  348.0000 |       0.0021 |     0.0017 |     0.0004 |      -11.6558 |     -9.2176 |     -2.4344 |    31874.9810 |  25430.7682 |   6412.8194 |
|  349.0000 |       0.0018 |     0.0014 |     0.0004 |      -10.7044 |     -8.4594 |     -2.2421 |    32056.4698 |  25521.2336 |   6508.5570 |
|  350.0000 |       0.0015 |     0.0011 |     0.0003 |       -9.7478 |     -7.6985 |     -2.0470 |    32222.5667 |  25603.9249 |   6596.3648 |
|  351.0000 |       0.0012 |     0.0009 |     0.0002 |       -8.7865 |     -6.9354 |     -1.8495 |    32373.1655 |  25678.8170 |   6676.1360 |
|  352.0000 |       0.0009 |     0.0007 |     0.0002 |       -7.8210 |     -6.1701 |     -1.6497 |    32508.1700 |  25745.8871 |   6747.7733 |
|  353.0000 |       0.0007 |     0.0006 |     0.0002 |       -6.8517 |     -5.4030 |     -1.4479 |    32627.4943 |  25805.1148 |   6811.1896 |
|  354.0000 |       0.0005 |     0.0004 |     0.0001 |       -5.8791 |     -4.6342 |     -1.2444 |    32731.0624 |  25856.4820 |   6866.3074 |
|  355.0000 |       0.0004 |     0.0003 |     0.0001 |       -4.9036 |     -3.8640 |     -1.0393 |    32818.8085 |  25899.9730 |   6913.0597 |
|  356.0000 |       0.0002 |     0.0002 |     0.0000 |       -3.9257 |     -3.0926 |     -0.8330 |    32890.6767 |  25935.5747 |   6951.3895 |
|  357.0000 |       0.0001 |     0.0001 |     0.0000 |       -2.9459 |     -2.3203 |     -0.6256 |    32946.6216 |  25963.2761 |   6981.2501 |
|  358.0000 |       0.0001 |     0.0000 |     0.0000 |       -1.9648 |     -1.5472 |     -0.4175 |    32986.6075 |  25983.0689 |   7002.6052 |
|  359.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.9826 |     -0.7737 |     -0.2089 |    33010.6092 |  25994.9469 |   7015.4286 |
|  360.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.0000 |     -0.0000 |     -0.0000 |    33018.6115 |  25998.9067 |   7019.7048 |
==================================================================================================================================


БОКОВОЙ ЦИЛИНДР (угол развала 90.0000 град.):
==================================================================================================================================
|  α [град] |   S полн [м]  |   S1 [м]   |   S2 [м]   |  V полн [м/с] |   V1 [м/с]  |   V2 [м/с]  | A полн [м/с²] |  A1 [м/с²]  |  A2 [м/с²]  |
==================================================================================================================================
|    0.0000 |       0.0860 |     0.0756 |     0.0102 |      -44.3342 |    -44.3342 |     -0.0000 |    -7290.4705 |      0.0000 |  -7019.7048 |
|    1.0000 |       0.0847 |     0.0743 |     0.0102 |      -44.5443 |    -44.3274 |     -0.2089 |    -6832.0241 |    453.7435 |  -7015.4286 |
|    2.0000 |       0.0833 |     0.0730 |     0.0102 |      -44.7407 |    -44.3071 |     -0.4175 |    -6364.3170 |    907.3488 |  -7002.6052 |
|    3.0000 |       0.0820 |     0.0716 |     0.0102 |      -44.9231 |    -44.2734 |     -0.6256 |    -5887.5089 |   1360.6776 |  -6981.2501 |
|    4.0000 |       0.0807 |     0.0703 |     0.0102 |      -45.0911 |    -44.2262 |     -0.8330 |    -5401.7730 |   1813.5921 |  -6951.3895 |
|    5.0000 |       0.0793 |     0.0690 |     0.0101 |      -45.2445 |    -44.1655 |     -1.0393 |    -4907.2970 |   2265.9540 |  -6913.0597 |
|    6.0000 |       0.0780 |     0.0677 |     0.0101 |      -45.3831 |    -44.0913 |     -1.2444 |    -4404.2819 |   2717.6258 |  -6866.3074 |
|    7.0000 |       0.0766 |     0.0664 |     0.0101 |      -45.5066 |    -44.0037 |     -1.4479 |    -3892.9426 |   3168.4697 |  -6811.1896 |
|    8.0000 |       0.0753 |     0.0651 |     0.0100 |      -45.6147 |    -43.9027 |     -1.6497 |    -3373.5071 |   3618.3485 |  -6747.7733 |
|    9.0000 |       0.0739 |     0.0638 |     0.0100 |      -45.7073 |    -43.7883 |     -1.8495 |    -2846.2168 |   4067.1251 |  -6676.1360 |
|   10.0000 |       0.0726 |     0.0625 |     0.0099 |      -45.7841 |    -43.6606 |     -2.0470 |    -2311.3258 |   4514.6628 |  -6596.3648 |
|   11.0000 |       0.0712 |     0.0612 |     0.0098 |      -45.8448 |    -43.5196 |     -2.2421 |    -1769.1006 |   4960.8253 |  -6508.5570 |
|   12.0000 |       0.0698 |     0.0599 |     0.0098 |      -45.8893 |    -43.3653 |     -2.4344 |    -1219.8200 |   5405.4767 |  -6412.8194 |
|   13.0000 |       0.0685 |     0.0586 |     0.0097 |      -45.9174 |    -43.1979 |     -2.6237 |     -663.7748 |   5848.4815 |  -6309.2689 |
|   14.0000 |       0.0671 |     0.0573 |     0.0096 |      -45.9288 |    -43.0172 |     -2.8098 |     -101.2669 |   6289.7048 |  -6198.0315 |
|   15.0000 |       0.0657 |     0.0560 |     0.0095 |      -45.9233 |    -42.8235 |     -2.9926 |      467.3904 |   6729.0122 |  -6079.2427 |
|   16.0000 |       0.0644 |     0.0548 |     0.0094 |      -45.9009 |    -42.6167 |     -3.1716 |     1041.8734 |   7166.2699 |  -5953.0473 |
|   17.0000 |       0.0630 |     0.0535 |     0.0093 |      -45.8613 |    -42.3970 |     -3.3468 |     1621.8483 |   7601.3447 |  -5819.5990 |
|   18.0000 |       0.0616 |     0.0522 |     0.0092 |      -45.8043 |    -42.1643 |     -3.5180 |     2206.9713 |   8034.1040 |  -5679.0605 |
|   19.0000 |       0.0603 |     0.0510 |     0.0091 |      -45.7299 |    -41.9188 |     -3.6848 |     2796.8897 |   8464.4161 |  -5531.6029 |
|   20.0000 |       0.0589 |     0.0497 |     0.0090 |      -45.6378 |    -41.6605 |     -3.8472 |     3391.2420 |   8892.1498 |  -5377.4059 |
|   21.0000 |       0.0575 |     0.0485 |     0.0089 |      -45.5280 |    -41.3895 |     -4.0048 |     3989.6584 |   9317.1749 |  -5216.6573 |
|   22.0000 |       0.0562 |     0.0473 |     0.0088 |      -45.4003 |    -41.1059 |     -4.1576 |     4591.7616 |   9739.3619 |  -5049.5531 |
|   23.0000 |       0.0548 |     0.0461 |     0.0086 |      -45.2546 |    -40.8098 |     -4.3053 |     5197.1669 |  10158.5822 |  -4876.2967 |
|   24.0000 |       0.0535 |     0.0449 |     0.0085 |      -45.0909 |    -40.5013 |     -4.4478 |     5805.4833 |  10574.7080 |  -4697.0993 |
|   25.0000 |       0.0522 |     0.0437 |     0.0084 |      -44.9090 |    -40.1804 |     -4.5849 |     6416.3137 |  10987.6128 |  -4512.1793 |
|   26.0000 |       0.0508 |     0.0425 |     0.0082 |      -44.7089 |    -39.8473 |     -4.7163 |     7029.2554 |  11397.1705 |  -4321.7618 |
|   27.0000 |       0.0495 |     0.0413 |     0.0081 |      -44.4906 |    -39.5020 |     -4.8421 |     7643.9008 |  11803.2566 |  -4126.0790 |
|   28.0000 |       0.0482 |     0.0401 |     0.0080 |      -44.2539 |    -39.1447 |     -4.9619 |     8259.8380 |  12205.7474 |  -3925.3691 |
|   29.0000 |       0.0469 |     0.0389 |     0.0078 |      -43.9989 |    -38.7755 |     -5.0757 |     8876.6512 |  12604.5201 |  -3719.8768 |
|   30.0000 |       0.0456 |     0.0378 |     0.0077 |      -43.7255 |    -38.3945 |     -5.1833 |     9493.9216 |  12999.4533 |  -3509.8524 |
|   31.0000 |       0.0443 |     0.0367 |     0.0075 |      -43.4338 |    -38.0018 |     -5.2845 |    10111.2273 |  13390.4269 |  -3295.5518 |
|   32.0000 |       0.0430 |     0.0355 |     0.0073 |      -43.1237 |    -37.5975 |     -5.3794 |    10728.1447 |  13777.3215 |  -3077.2360 |
|   33.0000 |       0.0417 |     0.0344 |     0.0072 |      -42.7952 |    -37.1818 |     -5.4677 |    11344.2482 |  14160.0195 |  -2855.1712 |
|   34.0000 |       0.0404 |     0.0333 |     0.0070 |      -42.4485 |    -36.7547 |     -5.5493 |    11959.1114 |  14538.4041 |  -2629.6277 |
|   35.0000 |       0.0392 |     0.0322 |     0.0068 |      -42.0834 |    -36.3164 |     -5.6242 |    12572.3074 |  14912.3603 |  -2400.8804 |
|   36.0000 |       0.0379 |     0.0312 |     0.0067 |      -41.7001 |    -35.8671 |     -5.6922 |    13183.4091 |  15281.7739 |  -2169.2081 |
|   37.0000 |       0.0367 |     0.0301 |     0.0065 |      -41.2987 |    -35.4068 |     -5.7533 |    13791.9901 |  15646.5326 |  -1934.8929 |
|   38.0000 |       0.0355 |     0.0291 |     0.0063 |      -40.8792 |    -34.9358 |     -5.8073 |    14397.6249 |  16006.5253 |  -1698.2203 |
|   39.0000 |       0.0343 |     0.0280 |     0.0062 |      -40.4417 |    -34.4541 |     -5.8543 |    14999.8894 |  16361.6421 |  -1459.4787 |
|   40.0000 |       0.0331 |     0.0270 |     0.0060 |      -39.9864 |    -33.9619 |     -5.8942 |    15598.3618 |  16711.7751 |  -1218.9589 |
|   41.0000 |       0.0319 |     0.0260 |     0.0058 |      -39.5133 |    -33.4594 |     -5.9269 |    16192.6224 |  17056.8175 |   -976.9541 |
|   42.0000 |       0.0307 |     0.0250 |     0.0056 |      -39.0226 |    -32.9467 |     -5.9523 |    16782.2545 |  17396.6642 |   -733.7590 |
|   43.0000 |       0.0296 |     0.0240 |     0.0055 |      -38.5144 |    -32.4239 |     -5.9705 |    17366.8447 |  17731.2117 |   -489.6699 |
|   44.0000 |       0.0284 |     0.0231 |     0.0053 |      -37.9889 |    -31.8913 |     -5.9815 |    17945.9833 |  18060.3582 |   -244.9842 |
|   45.0000 |       0.0273 |     0.0221 |     0.0051 |      -37.4462 |    -31.3490 |     -5.9851 |    18519.2650 |  18384.0032 |      0.0000 |
|   46.0000 |       0.0262 |     0.0212 |     0.0049 |      -36.8866 |    -30.7971 |     -5.9815 |    19086.2886 |  18702.0484 |    244.9842 |
|   47.0000 |       0.0251 |     0.0203 |     0.0047 |      -36.3102 |    -30.2358 |     -5.9705 |    19646.6580 |  19014.3967 |    489.6699 |
|   48.0000 |       0.0240 |     0.0194 |     0.0046 |      -35.7173 |    -29.6653 |     -5.9523 |    20199.9825 |  19320.9530 |    733.7590 |
|   49.0000 |       0.0230 |     0.0185 |     0.0044 |      -35.1079 |    -29.0858 |     -5.9269 |    20745.8766 |  19621.6240 |    976.9541 |
|   50.0000 |       0.0219 |     0.0177 |     0.0042 |      -34.4825 |    -28.4974 |     -5.8942 |    21283.9612 |  19916.3180 |   1218.9589 |
|   51.0000 |       0.0209 |     0.0168 |     0.0040 |      -33.8411 |    -27.9004 |     -5.8543 |    21813.8631 |  20204.9453 |   1459.4787 |
|   52.0000 |       0.0199 |     0.0160 |     0.0039 |      -33.1841 |    -27.2948 |     -5.8073 |    22335.2157 |  20487.4181 |   1698.2203 |
|   53.0000 |       0.0189 |     0.0152 |     0.0037 |      -32.5117 |    -26.6810 |     -5.7533 |    22847.6591 |  20763.6501 |   1934.8929 |
|   54.0000 |       0.0180 |     0.0144 |     0.0035 |      -31.8242 |    -26.0590 |     -5.6922 |    23350.8408 |  21033.5574 |   2169.2081 |
|   55.0000 |       0.0171 |     0.0137 |     0.0034 |      -31.1219 |    -25.4290 |     -5.6242 |    23844.4151 |  21297.0576 |   2400.8804 |
|   56.0000 |       0.0161 |     0.0129 |     0.0032 |      -30.4050 |    -24.7913 |     -5.5493 |    24328.0443 |  21554.0705 |   2629.6277 |
|   57.0000 |       0.0152 |     0.0122 |     0.0030 |      -29.6739 |    -24.1461 |     -5.4677 |    24801.3983 |  21804.5178 |   2855.1712 |
|   58.0000 |       0.0144 |     0.0115 |     0.0029 |      -28.9288 |    -23.4935 |     -5.3794 |    25264.1549 |  22048.3233 |   3077.2360 |
|   59.0000 |       0.0135 |     0.0108 |     0.0027 |      -28.1702 |    -22.8338 |     -5.2845 |    25716.0000 |  22285.4127 |   3295.5518 |
|   60.0000 |       0.0127 |     0.0101 |     0.0026 |      -27.3982 |    -22.1671 |     -5.1833 |    26156.6282 |  22515.7137 |   3509.8524 |
|   61.0000 |       0.0119 |     0.0095 |     0.0024 |      -26.6133 |    -21.4936 |     -5.0757 |    26585.7423 |  22739.1562 |   3719.8768 |
|   62.0000 |       0.0111 |     0.0088 |     0.0022 |      -25.8159 |    -20.8136 |     -4.9619 |    27003.0538 |  22955.6721 |   3925.3691 |
|   63.0000 |       0.0104 |     0.0082 |     0.0021 |      -25.0061 |    -20.1273 |     -4.8421 |    27408.2831 |  23165.1955 |   4126.0790 |
|   64.0000 |       0.0096 |     0.0077 |     0.0020 |      -24.1845 |    -19.4348 |     -4.7163 |    27801.1595 |  23367.6626 |   4321.7618 |
|   65.0000 |       0.0089 |     0.0071 |     0.0018 |      -23.3514 |    -18.7364 |     -4.5849 |    28181.4214 |  23563.0116 |   4512.1793 |
|   66.0000 |       0.0082 |     0.0065 |     0.0017 |      -22.5072 |    -18.0323 |     -4.4478 |    28548.8163 |  23751.1831 |   4697.0993 |
|   67.0000 |       0.0076 |     0.0060 |     0.0016 |      -21.6522 |    -17.3227 |     -4.3053 |    28903.1012 |  23932.1198 |   4876.2967 |
|   68.0000 |       0.0069 |     0.0055 |     0.0014 |      -20.7869 |    -16.6079 |     -4.1576 |    29244.0423 |  24105.7665 |   5049.5531 |
|   69.0000 |       0.0063 |     0.0050 |     0.0013 |      -19.9116 |    -15.8879 |     -4.0048 |    29571.4153 |  24272.0704 |   5216.6573 |
|   70.0000 |       0.0058 |     0.0046 |     0.0012 |      -19.0268 |    -15.1632 |     -3.8472 |    29885.0055 |  24430.9808 |   5377.4059 |
|   71.0000 |       0.0052 |     0.0041 |     0.0011 |      -18.1329 |    -14.4338 |     -3.6848 |    30184.6077 |  24582.4492 |   5531.6029 |
|   72.0000 |       0.0047 |     0.0037 |     0.0010 |      -17.2303 |    -13.7000 |     -3.5180 |    30470.0266 |  24726.4296 |   5679.0605 |
|   73.0000 |       0.0042 |     0.0033 |     0.0009 |      -16.3194 |    -12.9621 |     -3.3468 |    30741.0764 |  24862.8781 |   5819.5990 |
|   74.0000 |       0.0037 |     0.0029 |     0.0008 |      -15.4006 |    -12.2201 |     -3.1716 |    30997.5815 |  24991.7531 |   5953.0473 |
|   75.0000 |       0.0033 |     0.0026 |     0.0007 |      -14.4744 |    -11.4745 |     -2.9926 |    31239.3756 |  25113.0154 |   6079.2427 |
|   76.0000 |       0.0028 |     0.0022 |     0.0006 |      -13.5413 |    -10.7254 |     -2.8098 |    31466.3027 |  25226.6281 |   6198.0315 |
|   77.0000 |       0.0025 |     0.0019 |     0.0005 |      -12.6016 |     -9.9730 |     -2.6237 |    31678.2166 |  25332.5564 |   6309.2689 |
|   78.0000 |       0.0021 |     0.0017 |     0.0004 |      -11.6558 |     -9.2176 |     -2.4344 |    31874.9810 |  25430.7682 |   6412.8194 |
|   79.0000 |       0.0018 |     0.0014 |     0.0004 |      -10.7044 |     -8.4594 |     -2.2421 |    32056.4698 |  25521.2336 |   6508.5570 |
|   80.0000 |       0.0015 |     0.0011 |     0.0003 |       -9.7478 |     -7.6985 |     -2.0470 |    32222.5667 |  25603.9249 |   6596.3648 |
|   81.0000 |       0.0012 |     0.0009 |     0.0002 |       -8.7865 |     -6.9354 |     -1.8495 |    32373.1655 |  25678.8170 |   6676.1360 |
|   82.0000 |       0.0009 |     0.0007 |     0.0002 |       -7.8210 |     -6.1701 |     -1.6497 |    32508.1700 |  25745.8871 |   6747.7733 |
|   83.0000 |       0.0007 |     0.0006 |     0.0002 |       -6.8517 |     -5.4030 |     -1.4479 |    32627.4943 |  25805.1148 |   6811.1896 |
|   84.0000 |       0.0005 |     0.0004 |     0.0001 |       -5.8791 |     -4.6342 |     -1.2444 |    32731.0624 |  25856.4820 |   6866.3074 |
|   85.0000 |       0.0004 |     0.0003 |     0.0001 |       -4.9036 |     -3.8640 |     -1.0393 |    32818.8085 |  25899.9730 |   6913.0597 |
|   86.0000 |       0.0002 |     0.0002 |     0.0000 |       -3.9257 |     -3.0926 |     -0.8330 |    32890.6767 |  25935.5747 |   6951.3895 |
|   87.0000 |       0.0001 |     0.0001 |     0.0000 |       -2.9459 |     -2.3203 |     -0.6256 |    32946.6216 |  25963.2761 |   6981.2501 |
|   88.0000 |       0.0001 |     0.0000 |     0.0000 |       -1.9648 |     -1.5472 |     -0.4175 |    32986.6075 |  25983.0689 |   7002.6052 |
|   89.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.9826 |     -0.7737 |     -0.2089 |    33010.6092 |  25994.9469 |   7015.4286 |
|   90.0000 |       0.0000 |     0.0000 |     0.0000 |        0.0000 |      0.0000 |      0.0000 |    33018.6115 |  25998.9067 |   7019.7048 |
|   91.0000 |       0.0000 |     0.0000 |     0.0000 |        0.9826 |      0.7737 |      0.2089 |    33010.6092 |  25994.9469 |   7015.4286 |
|   92.0000 |       0.0001 |     0.0000 |     0.0000 |        1.9648 |      1.5472 |      0.4175 |    32986.6075 |  25983.0689 |   7002.6052 |
|   93.0000 |       0.0001 |     0.0001 |     0.0000 |        2.9459 |      2.3203 |      0.6256 |    32946.6216 |  25963.2761 |   6981.2501 |
|   94.0000 |       0.0002 |     0.0002 |     0.0000 |        3.9257 |      3.0926 |      0.8330 |    32890.6767 |  25935.5747 |   6951.3895 |
|   95.0000 |       0.0004 |     0.0003 |     0.0001 |        4.9036 |      3.8640 |      1.0393 |    32818.8085 |  25899.9730 |   6913.0597 |
|   96.0000 |       0.0005 |     0.0004 |     0.0001 |        5.8791 |      4.6342 |      1.2444 |    32731.0624 |  25856.4820 |   6866.3074 |
|   97.0000 |       0.0007 |     0.0006 |     0.0002 |        6.8517 |      5.4030 |      1.4479 |    32627.4943 |  25805.1148 |   6811.1896 |
|   98.0000 |       0.0009 |     0.0007 |     0.0002 |        7.8210 |      6.1701 |      1.6497 |    32508.1700 |  25745.8871 |   6747.7733 |
|   99.0000 |       0.0012 |     0.0009 |     0.0002 |        8.7865 |      6.9354 |      1.8495 |    32373.1655 |  25678.8170 |   6676.1360 |
|  100.0000 |       0.0015 |     0.0011 |     0.0003 |        9.7478 |      7.6985 |      2.0470 |    32222.5667 |  25603.9249 |   6596.3648 |
|  101.0000 |       0.0018 |     0.0014 |     0.0004 |       10.7044 |      8.4594 |      2.2421 |    32056.4698 |  25521.2336 |   6508.5570 |
|  102.0000 |       0.0021 |     0.0017 |     0.0004 |       11.6558 |      9.2176 |      2.4344 |    31874.9810 |  25430.7682 |   6412.8194 |
|  103.0000 |       0.0025 |     0.0019 |     0.0005 |       12.6016 |      9.9730 |      2.6237 |    31678.2166 |  25332.5564 |   6309.2689 |
|  104.0000 |       0.0028 |     0.0022 |     0.0006 |       13.5413 |     10.7254 |      2.8098 |    31466.3027 |  25226.6281 |   6198.0315 |
|  105.0000 |       0.0033 |     0.0026 |     0.0007 |       14.4744 |     11.4745 |      2.9926 |    31239.3756 |  25113.0154 |   6079.2427 |
|  106.0000 |       0.0037 |     0.0029 |     0.0008 |       15.4006 |     12.2201 |      3.1716 |    30997.5815 |  24991.7531 |   5953.0473 |
|  107.0000 |       0.0042 |     0.0033 |     0.0009 |       16.3194 |     12.9621 |      3.3468 |    30741.0764 |  24862.8781 |   5819.5990 |
|  108.0000 |       0.0047 |     0.0037 |     0.0010 |       17.2303 |     13.7000 |      3.5180 |    30470.0266 |  24726.4296 |   5679.0605 |
|  109.0000 |       0.0052 |     0.0041 |     0.0011 |       18.1329 |     14.4338 |      3.6848 |    30184.6077 |  24582.4492 |   5531.6029 |
|  110.0000 |       0.0058 |     0.0046 |     0.0012 |       19.0268 |     15.1632 |      3.8472 |    29885.0055 |  24430.9808 |   5377.4059 |
|  111.0000 |       0.0063 |     0.0050 |     0.0013 |       19.9116 |     15.8879 |      4.0048 |    29571.4153 |  24272.0704 |   5216.6573 |
|  112.0000 |       0.0069 |     0.0055 |     0.0014 |       20.7869 |     16.6079 |      4.1576 |    29244.0423 |  24105.7665 |   5049.5531 |
|  113.0000 |       0.0076 |     0.0060 |     0.0016 |       21.6522 |     17.3227 |      4.3053 |    28903.1012 |  23932.1198 |   4876.2967 |
|  114.0000 |       0.0082 |     0.0065 |     0.0017 |       22.5072 |     18.0323 |      4.4478 |    28548.8163 |  23751.1831 |   4697.0993 |
|  115.0000 |       0.0089 |     0.0071 |     0.0018 |       23.3514 |     18.7364 |      4.5849 |    28181.4214 |  23563.0116 |   4512.1793 |
|  116.0000 |       0.0096 |     0.0077 |     0.0020 |       24.1845 |     19.4348 |      4.7163 |    27801.1595 |  23367.6626 |   4321.7618 |
|  117.0000 |       0.0104 |     0.0082 |     0.0021 |       25.0061 |     20.1273 |      4.8421 |    27408.2831 |  23165.1955 |   4126.0790 |
|  118.0000 |       0.0111 |     0.0088 |     0.0022 |       25.8159 |     20.8136 |      4.9619 |    27003.0538 |  22955.6721 |   3925.3691 |
|  119.0000 |       0.0119 |     0.0095 |     0.0024 |       26.6133 |     21.4936 |      5.0757 |    26585.7423 |  22739.1562 |   3719.8768 |
|  120.0000 |       0.0127 |     0.0101 |     0.0026 |       27.3982 |     22.1671 |      5.1833 |    26156.6282 |  22515.7137 |   3509.8524 |
|  121.0000 |       0.0135 |     0.0108 |     0.0027 |       28.1702 |     22.8338 |      5.2845 |    25716.0000 |  22285.4127 |   3295.5518 |
|  122.0000 |       0.0144 |     0.0115 |     0.0029 |       28.9288 |     23.4935 |      5.3794 |    25264.1549 |  22048.3233 |   3077.2360 |
|  123.0000 |       0.0152 |     0.0122 |     0.0030 |       29.6739 |     24.1461 |      5.4677 |    24801.3983 |  21804.5178 |   2855.1712 |
|  124.0000 |       0.0161 |     0.0129 |     0.0032 |       30.4050 |     24.7913 |      5.5493 |    24328.0443 |  21554.0705 |   2629.6277 |
|  125.0000 |       0.0171 |     0.0137 |     0.0034 |       31.1219 |     25.4290 |      5.6242 |    23844.4151 |  21297.0576 |   2400.8804 |
|  126.0000 |       0.0180 |     0.0144 |     0.0035 |       31.8242 |     26.0590 |      5.6922 |    23350.8408 |  21033.5574 |   2169.2081 |
|  127.0000 |       0.0189 |     0.0152 |     0.0037 |       32.5117 |     26.6810 |      5.7533 |    22847.6591 |  20763.6501 |   1934.8929 |
|  128.0000 |       0.0199 |     0.0160 |     0.0039 |       33.1841 |     27.2948 |      5.8073 |    22335.2157 |  20487.4181 |   1698.2203 |
|  129.0000 |       0.0209 |     0.0168 |     0.0040 |       33.8411 |     27.9004 |      5.8543 |    21813.8631 |  20204.9453 |   1459.4787 |
|  130.0000 |       0.0219 |     0.0177 |     0.0042 |       34.4825 |     28.4974 |      5.8942 |    21283.9612 |  19916.3180 |   1218.9589 |
|  131.0000 |       0.0230 |     0.0185 |     0.0044 |       35.1079 |     29.0858 |      5.9269 |    20745.8766 |  19621.6240 |    976.9541 |
|  132.0000 |       0.0240 |     0.0194 |     0.0046 |       35.7173 |     29.6653 |      5.9523 |    20199.9825 |  19320.9530 |    733.7590 |
|  133.0000 |       0.0251 |     0.0203 |     0.0047 |       36.3102 |     30.2358 |      5.9705 |    19646.6580 |  19014.3967 |    489.6699 |
|  134.0000 |       0.0262 |     0.0212 |     0.0049 |       36.8866 |     30.7971 |      5.9815 |    19086.2886 |  18702.0484 |    244.9842 |
|  135.0000 |       0.0273 |     0.0221 |     0.0051 |       37.4462 |     31.3490 |      5.9851 |    18519.2650 |  18384.0032 |      0.0000 |
|  136.0000 |       0.0284 |     0.0231 |     0.0053 |       37.9889 |     31.8913 |      5.9815 |    17945.9833 |  18060.3582 |   -244.9842 |
|  137.0000 |       0.0296 |     0.0240 |     0.0055 |       38.5144 |     32.4239 |      5.9705 |    17366.8447 |  17731.2117 |   -489.6699 |
|  138.0000 |       0.0307 |     0.0250 |     0.0056 |       39.0226 |     32.9467 |      5.9523 |    16782.2545 |  17396.6642 |   -733.7590 |
|  139.0000 |       0.0319 |     0.0260 |     0.0058 |       39.5133 |     33.4594 |      5.9269 |    16192.6224 |  17056.8175 |   -976.9541 |
|  140.0000 |       0.0331 |     0.0270 |     0.0060 |       39.9864 |     33.9619 |      5.8942 |    15598.3618 |  16711.7751 |  -1218.9589 |
|  141.0000 |       0.0343 |     0.0280 |     0.0062 |       40.4417 |     34.4541 |      5.8543 |    14999.8894 |  16361.6421 |  -1459.4787 |
|  142.0000 |       0.0355 |     0.0291 |     0.0063 |       40.8792 |     34.9358 |      5.8073 |    14397.6249 |  16006.5253 |  -1698.2203 |
|  143.0000 |       0.0367 |     0.0301 |     0.0065 |       41.2987 |     35.4068 |      5.7533 |    13791.9901 |  15646.5326 |  -1934.8929 |
|  144.0000 |       0.0379 |     0.0312 |     0.0067 |       41.7001 |     35.8671 |      5.6922 |    13183.4091 |  15281.7739 |  -2169.2081 |
|  145.0000 |       0.0392 |     0.0322 |     0.0068 |       42.0834 |     36.3164 |      5.6242 |    12572.3074 |  14912.3603 |  -2400.8804 |
|  146.0000 |       0.0404 |     0.0333 |     0.0070 |       42.4485 |     36.7547 |      5.5493 |    11959.1114 |  14538.4041 |  -2629.6277 |
|  147.0000 |       0.0417 |     0.0344 |     0.0072 |       42.7952 |     37.1818 |      5.4677 |    11344.2482 |  14160.0195 |  -2855.1712 |
|  148.0000 |       0.0430 |     0.0355 |     0.0073 |       43.1237 |     37.5975 |      5.3794 |    10728.1447 |  13777.3215 |  -3077.2360 |
