# Результаты расчета кинематики КШМ
# Дата создания: Sat Nov 08 18:34:09 2025
# Параметры расчета:
# Шаг угла α: 1 град.
# Предел угла α: 360 град.
# Радиус кривошипа 0.02 м
# λ: 0.3
# Частота вращения: 4800 об/мин
# Угол развала: 0 град.
# Угол прицепного шатуна: 0 град.
# Дезаксиал: 0 м
# Количество точек расчета: 361

ГЛАВНЫЙ ЦИЛИНДР:
==================================================================================================================================
|  α [град] |   S полн [м]  |   S1 [м]   |   S2 [м]   |  V полн [м/с] |   V1 [м/с]  |   V2 [м/с]  | A полн [м/с²] |  A1 [м/с²]  |  A2 [м/с²]  |
|  158.0000 |       0.0390 |     0.0385 |     0.0004 |        2.7118 |      3.7660 |     -1.0475 |    -3571.0532 |  -4685.2802 |   1090.4984 |
|  159.0000 |       0.0391 |     0.0387 |     0.0004 |        2.5878 |      3.6027 |     -1.0090 |    -3568.9090 |  -4717.6036 |   1126.5862 |
|  160.0000 |       0.0391 |     0.0388 |     0.0004 |        2.4639 |      3.4384 |     -0.9693 |    -3566.7081 |  -4748.4899 |   1161.3013 |
|  161.0000 |       0.0392 |     0.0389 |     0.0003 |        2.3401 |      3.2730 |     -0.9284 |    -3564.4732 |  -4777.9299 |   1194.6016 |
|  162.0000 |       0.0393 |     0.0390 |     0.0003 |        2.2164 |      3.1066 |     -0.8864 |    -3562.2255 |  -4805.9144 |   1226.4465 |
|  163.0000 |       0.0394 |     0.0391 |     0.0003 |        2.0927 |      2.9392 |     -0.8432 |    -3559.9852 |  -4832.4350 |   1256.7971 |
|  164.0000 |       0.0395 |     0.0392 |     0.0002 |        1.9692 |      2.7710 |     -0.7991 |    -3557.7715 |  -4857.4836 |   1285.6165 |
|  165.0000 |       0.0395 |     0.0393 |     0.0002 |        1.8457 |      2.6019 |     -0.7540 |    -3555.6024 |  -4881.0526 |   1312.8696 |
|  166.0000 |       0.0396 |     0.0394 |     0.0002 |        1.7222 |      2.4321 |     -0.7079 |    -3553.4947 |  -4903.1347 |   1338.5232 |
|  167.0000 |       0.0396 |     0.0395 |     0.0002 |        1.5989 |      2.2615 |     -0.6610 |    -3551.4642 |  -4923.7233 |   1362.5459 |
|  168.0000 |       0.0397 |     0.0396 |     0.0001 |        1.4756 |      2.0902 |     -0.6133 |    -3549.5256 |  -4942.8121 |   1384.9086 |
|  169.0000 |       0.0397 |     0.0396 |     0.0001 |        1.3524 |      1.9182 |     -0.5649 |    -3547.6925 |  -4960.3952 |   1405.5841 |
|  170.0000 |       0.0398 |     0.0397 |     0.0001 |        1.2292 |      1.7457 |     -0.5158 |    -3545.9772 |  -4976.4674 |   1424.5470 |
|  171.0000 |       0.0398 |     0.0398 |     0.0001 |        1.1062 |      1.5727 |     -0.4660 |    -3544.3911 |  -4991.0237 |   1441.7743 |
|  172.0000 |       0.0399 |     0.0398 |     0.0001 |        0.9831 |      1.3991 |     -0.4157 |    -3542.9445 |  -5004.0597 |   1457.2451 |
|  173.0000 |       0.0399 |     0.0399 |     0.0000 |        0.8601 |      1.2252 |     -0.3648 |    -3541.6466 |  -5015.5714 |   1470.9404 |
|  174.0000 |       0.0399 |     0.0399 |     0.0000 |        0.7372 |      1.0508 |     -0.3135 |    -3540.5054 |  -5025.5553 |   1482.8436 |
|  175.0000 |       0.0399 |     0.0399 |     0.0000 |        0.6142 |      0.8762 |     -0.2619 |    -3539.5280 |  -5034.0084 |   1492.9402 |
|  176.0000 |       0.0400 |     0.0400 |     0.0000 |        0.4914 |      0.7013 |     -0.2099 |    -3538.7202 |  -5040.9280 |   1501.2179 |
|  177.0000 |       0.0400 |     0.0400 |     0.0000 |        0.3685 |      0.5261 |     -0.1576 |    -3538.0869 |  -5046.3122 |   1507.6666 |
|  178.0000 |       0.0400 |     0.0400 |     0.0000 |        0.2457 |      0.3508 |     -0.1052 |    -3537.6319 |  -5050.1592 |   1512.2784 |
|  179.0000 |       0.0400 |     0.0400 |     0.0000 |        0.1228 |      0.1755 |     -0.0526 |    -3537.3578 |  -5052.4678 |   1515.0477 |
|  180.0000 |       0.0400 |     0.0400 |     0.0000 |        0.0000 |      0.0000 |     -0.0000 |    -3537.2662 |  -5053.2375 |   1515.9712 |
|  181.0000 |       0.0400 |     0.0400 |     0.0000 |       -0.1228 |     -0.1755 |      0.0526 |    -3537.3578 |  -5052.4678 |   1515.0477 |
|  182.0000 |       0.0400 |     0.0400 |     0.0000 |       -0.2457 |     -0.3508 |      0.1052 |    -3537.6319 |  -5050.1592 |   1512.2784 |
|  183.0000 |       0.0400 |     0.0400 |     0.0000 |       -0.3685 |     -0.5261 |      0.1576 |    -3538.0869 |  -5046.3122 |   1507.6666 |
|  184.0000 |       0.0400 |     0.0400 |     0.0000 |       -0.4914 |     -0.7013 |      0.2099 |    -3538.7202 |  -5040.9280 |   1501.2179 |
|  185.0000 |       0.0399 |     0.0399 |     0.0000 |       -0.6142 |     -0.8762 |      0.2619 |    -3539.5280 |  -5034.0084 |   1492.9402 |
|  186.0000 |       0.0399 |     0.0399 |     0.0000 |       -0.7372 |     -1.0508 |      0.3135 |    -3540.5054 |  -5025.5553 |   1482.8436 |
|  187.0000 |       0.0399 |     0.0399 |     0.0000 |       -0.8601 |     -1.2252 |      0.3648 |    -3541.6466 |  -5015.5714 |   1470.9404 |
|  188.0000 |       0.0399 |     0.0398 |     0.0001 |       -0.9831 |     -1.3991 |      0.4157 |    -3542.9445 |  -5004.0597 |   1457.2451 |
|  189.0000 |       0.0398 |     0.0398 |     0.0001 |       -1.1062 |     -1.5727 |      0.4660 |    -3544.3911 |  -4991.0237 |   1441.7743 |
|  190.0000 |       0.0398 |     0.0397 |     0.0001 |       -1.2292 |     -1.7457 |      0.5158 |    -3545.9772 |  -4976.4674 |   1424.5470 |
|  191.0000 |       0.0397 |     0.0396 |     0.0001 |       -1.3524 |     -1.9182 |      0.5649 |    -3547.6925 |  -4960.3952 |   1405.5841 |
|  192.0000 |       0.0397 |     0.0396 |     0.0001 |       -1.4756 |     -2.0902 |      0.6133 |    -3549.5256 |  -4942.8121 |   1384.9086 |
|  193.0000 |       0.0396 |     0.0395 |     0.0002 |       -1.5989 |     -2.2615 |      0.6610 |    -3551.4642 |  -4923.7233 |   1362.5459 |
|  194.0000 |       0.0396 |     0.0394 |     0.0002 |       -1.7222 |     -2.4321 |      0.7079 |    -3553.4947 |  -4903.1347 |   1338.5232 |
|  195.0000 |       0.0395 |     0.0393 |     0.0002 |       -1.8457 |     -2.6019 |      0.7540 |    -3555.6024 |  -4881.0526 |   1312.8696 |
|  196.0000 |       0.0395 |     0.0392 |     0.0002 |       -1.9692 |     -2.7710 |      0.7991 |    -3557.7715 |  -4857.4836 |   1285.6165 |
|  197.0000 |       0.0394 |     0.0391 |     0.0003 |       -2.0927 |     -2.9392 |      0.8432 |    -3559.9852 |  -4832.4350 |   1256.7971 |
|  198.0000 |       0.0393 |     0.0390 |     0.0003 |       -2.2164 |     -3.1066 |      0.8864 |    -3562.2255 |  -4805.9144 |   1226.4465 |
|  199.0000 |       0.0392 |     0.0389 |     0.0003 |       -2.3401 |     -3.2730 |      0.9284 |    -3564.4732 |  -4777.9299 |   1194.6016 |
|  200.0000 |       0.0391 |     0.0388 |     0.0004 |       -2.4639 |     -3.4384 |      0.9693 |    -3566.7081 |  -4748.4899 |   1161.3013 |
|  201.0000 |       0.0391 |     0.0387 |     0.0004 |       -2.5878 |     -3.6027 |      1.0090 |    -3568.9090 |  -4717.6036 |   1126.5862 |
|  202.0000 |       0.0390 |     0.0385 |     0.0004 |       -2.7118 |     -3.7660 |      1.0475 |    -3571.0532 |  -4685.2802 |   1090.4984 |
|  203.0000 |       0.0389 |     0.0384 |     0.0005 |       -2.8358 |     -3.9281 |      1.0847 |    -3573.1172 |  -4651.5296 |   1053.0821 |
|  204.0000 |       0.0388 |     0.0383 |     0.0005 |       -2.9599 |     -4.0890 |      1.1206 |    -3575.0763 |  -4616.3621 |   1014.3828 |
|  205.0000 |       0.0387 |     0.0381 |     0.0005 |       -3.0841 |     -4.2486 |      1.1552 |    -3576.9046 |  -4579.7885 |    974.4475 |
|  206.0000 |       0.0386 |     0.0380 |     0.0006 |       -3.2083 |     -4.4070 |      1.1883 |    -3578.5752 |  -4541.8197 |    933.3251 |
|  207.0000 |       0.0384 |     0.0378 |     0.0006 |       -3.3326 |     -4.5640 |      1.2200 |    -3580.0600 |  -4502.4675 |    891.0655 |
|  208.0000 |       0.0383 |     0.0377 |     0.0007 |       -3.4569 |     -4.7196 |      1.2502 |    -3581.3297 |  -4461.7438 |    847.7204 |
|  209.0000 |       0.0382 |     0.0375 |     0.0007 |       -3.5813 |     -4.8738 |      1.2788 |    -3582.3542 |  -4419.6611 |    803.3424 |
|  210.0000 |       0.0381 |     0.0373 |     0.0008 |       -3.7057 |     -5.0265 |      1.3059 |    -3583.1021 |  -4376.2320 |    757.9856 |
|  211.0000 |       0.0379 |     0.0371 |     0.0008 |       -3.8301 |     -5.1777 |      1.3315 |    -3583.5407 |  -4331.4699 |    711.7054 |
|  212.0000 |       0.0378 |     0.0370 |     0.0008 |       -3.9545 |     -5.3273 |      1.3553 |    -3583.6368 |  -4285.3884 |    664.5580 |
|  213.0000 |       0.0377 |     0.0368 |     0.0009 |       -4.0789 |     -5.4753 |      1.3776 |    -3583.3556 |  -4238.0015 |    616.6011 |
|  214.0000 |       0.0375 |     0.0366 |     0.0009 |       -4.2034 |     -5.6216 |      1.3982 |    -3582.6615 |  -4189.3237 |    567.8928 |
|  215.0000 |       0.0374 |     0.0364 |     0.0010 |       -4.3277 |     -5.7662 |      1.4170 |    -3581.5180 |  -4139.3698 |    518.4927 |
|  216.0000 |       0.0372 |     0.0362 |     0.0010 |       -4.4521 |     -5.9091 |      1.4342 |    -3579.8873 |  -4088.1550 |    468.4609 |
|  217.0000 |       0.0371 |     0.0360 |     0.0011 |       -4.5763 |     -6.0501 |      1.4495 |    -3577.7309 |  -4035.6949 |    417.8583 |
|  218.0000 |       0.0369 |     0.0358 |     0.0011 |       -4.7005 |     -6.1893 |      1.4632 |    -3575.0093 |  -3982.0055 |    366.7466 |
|  219.0000 |       0.0367 |     0.0355 |     0.0012 |       -4.8246 |     -6.3266 |      1.4750 |    -3571.6820 |  -3927.1031 |    315.1881 |
|  220.0000 |       0.0366 |     0.0353 |     0.0012 |       -4.9485 |     -6.4620 |      1.4851 |    -3567.7078 |  -3871.0045 |    263.2456 |
|  221.0000 |       0.0364 |     0.0351 |     0.0013 |       -5.0723 |     -6.5954 |      1.4933 |    -3563.0444 |  -3813.7267 |    210.9824 |
|  222.0000 |       0.0362 |     0.0349 |     0.0013 |       -5.1960 |     -6.7268 |      1.4997 |    -3557.6489 |  -3755.2873 |    158.4621 |
|  223.0000 |       0.0360 |     0.0346 |     0.0014 |       -5.3194 |     -6.8562 |      1.5043 |    -3551.4778 |  -3695.7039 |    105.7488 |
|  224.0000 |       0.0359 |     0.0344 |     0.0014 |       -5.4426 |     -6.9835 |      1.5070 |    -3544.4865 |  -3634.9948 |     52.9066 |
|  225.0000 |       0.0357 |     0.0341 |     0.0015 |       -5.5655 |     -7.1086 |      1.5080 |    -3536.6301 |  -3573.1785 |      0.0000 |
|  226.0000 |       0.0355 |     0.0339 |     0.0016 |       -5.6882 |     -7.2316 |      1.5070 |    -3527.8629 |  -3510.2737 |    -52.9066 |
|  227.0000 |       0.0353 |     0.0336 |     0.0016 |       -5.8105 |     -7.3524 |      1.5043 |    -3518.1389 |  -3446.2997 |   -105.7488 |
|  228.0000 |       0.0351 |     0.0334 |     0.0017 |       -5.9325 |     -7.4709 |      1.4997 |    -3507.4114 |  -3381.2758 |   -158.4621 |
|  229.0000 |       0.0349 |     0.0331 |     0.0017 |       -6.0541 |     -7.5872 |      1.4933 |    -3495.6335 |  -3315.2221 |   -210.9824 |
|  230.0000 |       0.0346 |     0.0329 |     0.0018 |       -6.1752 |     -7.7011 |      1.4851 |    -3482.7578 |  -3248.1584 |   -263.2456 |
|  231.0000 |       0.0344 |     0.0326 |     0.0018 |       -6.2959 |     -7.8127 |      1.4750 |    -3468.7368 |  -3180.1054 |   -315.1881 |
|  232.0000 |       0.0342 |     0.0323 |     0.0019 |       -6.4161 |     -7.9219 |      1.4632 |    -3453.5227 |  -3111.0836 |   -366.7466 |
|  233.0000 |       0.0340 |     0.0320 |     0.0019 |       -6.5357 |     -8.0288 |      1.4495 |    -3437.0678 |  -3041.1142 |   -417.8583 |
|  234.0000 |       0.0337 |     0.0318 |     0.0020 |       -6.6548 |     -8.1331 |      1.4342 |    -3419.3242 |  -2970.2185 |   -468.4609 |
|  235.0000 |       0.0335 |     0.0315 |     0.0020 |       -6.7732 |     -8.2350 |      1.4170 |    -3400.2443 |  -2898.4179 |   -518.4927 |
|  236.0000 |       0.0333 |     0.0312 |     0.0021 |       -6.8909 |     -8.3344 |      1.3982 |    -3379.7806 |  -2825.7345 |   -567.8928 |
|  237.0000 |       0.0330 |     0.0309 |     0.0021 |       -7.0079 |     -8.4312 |      1.3776 |    -3357.8858 |  -2752.1904 |   -616.6011 |
|  238.0000 |       0.0328 |     0.0306 |     0.0022 |       -7.1240 |     -8.5255 |      1.3553 |    -3334.5131 |  -2677.8079 |   -664.5580 |
|  239.0000 |       0.0325 |     0.0303 |     0.0022 |       -7.2394 |     -8.6172 |      1.3315 |    -3309.6162 |  -2602.6097 |   -711.7054 |
|  240.0000 |       0.0323 |     0.0300 |     0.0022 |       -7.3539 |     -8.7062 |      1.3059 |    -3283.1495 |  -2526.6187 |   -757.9856 |
|  241.0000 |       0.0320 |     0.0297 |     0.0023 |       -7.4674 |     -8.7926 |      1.2788 |    -3255.0679 |  -2449.8581 |   -803.3424 |
|  242.0000 |       0.0318 |     0.0294 |     0.0023 |       -7.5799 |     -8.8764 |      1.2502 |    -3225.3273 |  -2372.3513 |   -847.7204 |
|  243.0000 |       0.0315 |     0.0291 |     0.0024 |       -7.6913 |     -8.9574 |      1.2200 |    -3193.8844 |  -2294.1218 |   -891.0655 |
|  244.0000 |       0.0312 |     0.0288 |     0.0024 |       -7.8017 |     -9.0357 |      1.1883 |    -3160.6972 |  -2215.1935 |   -933.3251 |
|  245.0000 |       0.0310 |     0.0285 |     0.0025 |       -7.9108 |     -9.1112 |      1.1552 |    -3125.7246 |  -2135.5904 |   -974.4475 |
|  246.0000 |       0.0307 |     0.0281 |     0.0025 |       -8.0187 |     -9.1840 |      1.1206 |    -3088.9270 |  -2055.3368 |  -1014.3828 |
|  247.0000 |       0.0304 |     0.0278 |     0.0025 |       -8.1253 |     -9.2539 |      1.0847 |    -3050.2661 |  -1974.4572 |  -1053.0821 |
|  248.0000 |       0.0301 |     0.0275 |     0.0026 |       -8.2305 |     -9.3211 |      1.0475 |    -3009.7052 |  -1892.9761 |  -1090.4984 |
|  249.0000 |       0.0298 |     0.0272 |     0.0026 |       -8.3343 |     -9.3854 |      1.0090 |    -2967.2093 |  -1810.9183 |  -1126.5862 |
|  250.0000 |       0.0295 |     0.0268 |     0.0026 |       -8.4365 |     -9.4468 |      0.9693 |    -2922.7450 |  -1728.3090 |  -1161.3013 |
|  251.0000 |       0.0292 |     0.0265 |     0.0027 |       -8.5372 |     -9.5054 |      0.9284 |    -2876.2810 |  -1645.1732 |  -1194.6016 |
|  252.0000 |       0.0290 |     0.0262 |     0.0027 |       -8.6363 |     -9.5611 |      0.8864 |    -2827.7879 |  -1561.5362 |  -1226.4465 |
|  253.0000 |       0.0286 |     0.0258 |     0.0027 |       -8.7336 |     -9.6138 |      0.8432 |    -2777.2385 |  -1477.4236 |  -1256.7971 |
|  254.0000 |       0.0283 |     0.0255 |     0.0028 |       -8.8291 |     -9.6637 |      0.7991 |    -2724.6076 |  -1392.8610 |  -1285.6165 |
|  255.0000 |       0.0280 |     0.0252 |     0.0028 |       -8.9228 |     -9.7105 |      0.7540 |    -2669.8726 |  -1307.8741 |  -1312.8696 |
|  256.0000 |       0.0277 |     0.0248 |     0.0028 |       -9.0145 |     -9.7545 |      0.7079 |    -2613.0133 |  -1222.4888 |  -1338.5232 |
|  257.0000 |       0.0274 |     0.0245 |     0.0028 |       -9.1042 |     -9.7954 |      0.6610 |    -2554.0120 |  -1136.7311 |  -1362.5459 |
|  258.0000 |       0.0271 |     0.0242 |     0.0029 |       -9.1918 |     -9.8334 |      0.6133 |    -2492.8535 |  -1050.6271 |  -1384.9086 |
|  259.0000 |       0.0268 |     0.0238 |     0.0029 |       -9.2773 |     -9.8684 |      0.5649 |    -2429.5257 |   -964.2032 |  -1405.5841 |
|  260.0000 |       0.0264 |     0.0235 |     0.0029 |       -9.3605 |     -9.9004 |      0.5158 |    -2364.0188 |   -877.4855 |  -1424.5470 |
|  261.0000 |       0.0261 |     0.0231 |     0.0029 |       -9.4414 |     -9.9293 |      0.4660 |    -2296.3264 |   -790.5005 |  -1441.7743 |
|  262.0000 |       0.0258 |     0.0228 |     0.0029 |       -9.5200 |     -9.9553 |      0.4157 |    -2226.4448 |   -703.2747 |  -1457.2451 |
|  263.0000 |       0.0255 |     0.0224 |     0.0030 |       -9.5960 |     -9.9782 |      0.3648 |    -2154.3734 |   -615.8347 |  -1470.9404 |
|  264.0000 |       0.0251 |     0.0221 |     0.0030 |       -9.6695 |     -9.9980 |      0.3135 |    -2080.1147 |   -528.2071 |  -1482.8436 |
|  265.0000 |       0.0248 |     0.0217 |     0.0030 |       -9.7404 |    -10.0148 |      0.2619 |    -2003.6742 |   -440.4187 |  -1492.9402 |
|  266.0000 |       0.0245 |     0.0214 |     0.0030 |       -9.8087 |    -10.0286 |      0.2099 |    -1925.0609 |   -352.4960 |  -1501.2179 |
|  267.0000 |       0.0241 |     0.0210 |     0.0030 |       -9.8741 |    -10.0393 |      0.1576 |    -1844.2869 |   -264.4660 |  -1507.6666 |
|  268.0000 |       0.0238 |     0.0207 |     0.0030 |       -9.9367 |    -10.0470 |      0.1052 |    -1761.3673 |   -176.3554 |  -1512.2784 |
|  269.0000 |       0.0234 |     0.0203 |     0.0030 |       -9.9964 |    -10.0516 |      0.0526 |    -1676.3210 |    -88.1912 |  -1515.0477 |
|  270.0000 |       0.0231 |     0.0200 |     0.0030 |      -10.0531 |    -10.0531 |      0.0000 |    -1589.1697 |     -0.0000 |  -1515.9712 |
|  271.0000 |       0.0227 |     0.0197 |     0.0030 |      -10.1067 |    -10.0516 |     -0.0526 |    -1499.9387 |     88.1912 |  -1515.0477 |
|  272.0000 |       0.0224 |     0.0193 |     0.0030 |      -10.1572 |    -10.0470 |     -0.1052 |    -1408.6564 |    176.3554 |  -1512.2784 |
|  273.0000 |       0.0220 |     0.0190 |     0.0030 |      -10.2045 |    -10.0393 |     -0.1576 |    -1315.3548 |    264.4660 |  -1507.6666 |
|  274.0000 |       0.0217 |     0.0186 |     0.0030 |      -10.2486 |    -10.0286 |     -0.2099 |    -1220.0689 |    352.4960 |  -1501.2179 |
|  275.0000 |       0.0213 |     0.0183 |     0.0030 |      -10.2892 |    -10.0148 |     -0.2619 |    -1122.8369 |    440.4187 |  -1492.9402 |
|  276.0000 |       0.0209 |     0.0179 |     0.0030 |      -10.3265 |     -9.9980 |     -0.3135 |    -1023.7004 |    528.2071 |  -1482.8436 |
|  277.0000 |       0.0206 |     0.0176 |     0.0030 |      -10.3603 |     -9.9782 |     -0.3648 |     -922.7040 |    615.8347 |  -1470.9404 |
|  278.0000 |       0.0202 |     0.0172 |     0.0029 |      -10.3906 |     -9.9553 |     -0.4157 |     -819.8954 |    703.2747 |  -1457.2451 |
|  279.0000 |       0.0199 |     0.0169 |     0.0029 |      -10.4172 |     -9.9293 |     -0.4660 |     -715.3254 |    790.5005 |  -1441.7743 |
|  280.0000 |       0.0195 |     0.0165 |     0.0029 |      -10.4402 |     -9.9004 |     -0.5158 |     -609.0479 |    877.4855 |  -1424.5470 |
|  281.0000 |       0.0191 |     0.0162 |     0.0029 |      -10.4595 |     -9.8684 |     -0.5649 |     -501.1193 |    964.2032 |  -1405.5841 |
|  282.0000 |       0.0188 |     0.0158 |     0.0029 |      -10.4750 |     -9.8334 |     -0.6133 |     -391.5993 |   1050.6271 |  -1384.9086 |
|  283.0000 |       0.0184 |     0.0155 |     0.0028 |      -10.4867 |     -9.7954 |     -0.6610 |     -280.5498 |   1136.7311 |  -1362.5459 |
|  284.0000 |       0.0180 |     0.0152 |     0.0028 |      -10.4945 |     -9.7545 |     -0.7079 |     -168.0358 |   1222.4888 |  -1338.5232 |
|  285.0000 |       0.0177 |     0.0148 |     0.0028 |      -10.4983 |     -9.7105 |     -0.7540 |      -54.1244 |   1307.8741 |  -1312.8696 |
|  286.0000 |       0.0173 |     0.0145 |     0.0028 |      -10.4982 |     -9.6637 |     -0.7991 |       61.1144 |   1392.8610 |  -1285.6165 |
|  287.0000 |       0.0170 |     0.0142 |     0.0027 |      -10.4941 |     -9.6138 |     -0.8432 |      177.6088 |   1477.4236 |  -1256.7971 |
|  288.0000 |       0.0166 |     0.0138 |     0.0027 |      -10.4859 |     -9.5611 |     -0.8864 |      295.2846 |   1561.5362 |  -1226.4465 |
|  289.0000 |       0.0162 |     0.0135 |     0.0027 |      -10.4736 |     -9.5054 |     -0.9284 |      414.0654 |   1645.1732 |  -1194.6016 |
|  290.0000 |       0.0159 |     0.0132 |     0.0026 |      -10.4571 |     -9.4468 |     -0.9693 |      533.8730 |   1728.3090 |  -1161.3013 |
|  291.0000 |       0.0155 |     0.0128 |     0.0026 |      -10.4365 |     -9.3854 |     -1.0090 |      654.6274 |   1810.9183 |  -1126.5862 |
|  292.0000 |       0.0151 |     0.0125 |     0.0026 |      -10.4116 |     -9.3211 |     -1.0475 |      776.2469 |   1892.9761 |  -1090.4984 |
|  293.0000 |       0.0148 |     0.0122 |     0.0025 |      -10.3826 |     -9.2539 |     -1.0847 |      898.6483 |   1974.4572 |  -1053.0821 |
|  294.0000 |       0.0144 |     0.0119 |     0.0025 |      -10.3492 |     -9.1840 |     -1.1206 |     1021.7467 |   2055.3368 |  -1014.3828 |
|  295.0000 |       0.0141 |     0.0115 |     0.0025 |      -10.3116 |     -9.1112 |     -1.1552 |     1145.4563 |   2135.5904 |   -974.4475 |
|  296.0000 |       0.0137 |     0.0112 |     0.0024 |      -10.2697 |     -9.0357 |     -1.1883 |     1269.6898 |   2215.1935 |   -933.3251 |
|  297.0000 |       0.0133 |     0.0109 |     0.0024 |      -10.2234 |     -8.9574 |     -1.2200 |     1394.3592 |   2294.1218 |   -891.0655 |
|  298.0000 |       0.0130 |     0.0106 |     0.0023 |      -10.1728 |     -8.8764 |     -1.2502 |     1519.3753 |   2372.3513 |   -847.7204 |
|  299.0000 |       0.0126 |     0.0103 |     0.0023 |      -10.1179 |     -8.7926 |     -1.2788 |     1644.6483 |   2449.8581 |   -803.3424 |
|  300.0000 |       0.0123 |     0.0100 |     0.0022 |      -10.0586 |     -8.7062 |     -1.3059 |     1770.0879 |   2526.6187 |   -757.9856 |
|  301.0000 |       0.0119 |     0.0097 |     0.0022 |       -9.9950 |     -8.6172 |     -1.3315 |     1895.6031 |   2602.6097 |   -711.7054 |
|  302.0000 |       0.0116 |     0.0094 |     0.0022 |       -9.9270 |     -8.5255 |     -1.3553 |     2021.1027 |   2677.8079 |   -664.5580 |
|  303.0000 |       0.0113 |     0.0091 |     0.0021 |       -9.8546 |     -8.4312 |     -1.3776 |     2146.4950 |   2752.1904 |   -616.6011 |
|  304.0000 |       0.0109 |     0.0088 |     0.0021 |       -9.7779 |     -8.3344 |     -1.3982 |     2271.6885 |   2825.7345 |   -567.8928 |
|  305.0000 |       0.0106 |     0.0085 |     0.0020 |       -9.6969 |     -8.2350 |     -1.4170 |     2396.5916 |   2898.4179 |   -518.4927 |
|  306.0000 |       0.0102 |     0.0082 |     0.0020 |       -9.6115 |     -8.1331 |     -1.4342 |     2521.1127 |   2970.2185 |   -468.4609 |
|  307.0000 |       0.0099 |     0.0080 |     0.0019 |       -9.5218 |     -8.0288 |     -1.4495 |     2645.1607 |   3041.1142 |   -417.8583 |
|  308.0000 |       0.0096 |     0.0077 |     0.0019 |       -9.4278 |     -7.9219 |     -1.4632 |     2768.6446 |   3111.0836 |   -366.7466 |
|  309.0000 |       0.0093 |     0.0074 |     0.0018 |       -9.3295 |     -7.8127 |     -1.4750 |     2891.4740 |   3180.1054 |   -315.1881 |
|  310.0000 |       0.0089 |     0.0071 |     0.0018 |       -9.2270 |     -7.7011 |     -1.4851 |     3013.5590 |   3248.1584 |   -263.2456 |
|  311.0000 |       0.0086 |     0.0069 |     0.0017 |       -9.1203 |     -7.5872 |     -1.4933 |     3134.8106 |   3315.2221 |   -210.9824 |
|  312.0000 |       0.0083 |     0.0066 |     0.0017 |       -9.0093 |     -7.4709 |     -1.4997 |     3255.1403 |   3381.2758 |   -158.4621 |
|  313.0000 |       0.0080 |     0.0064 |     0.0016 |       -8.8942 |     -7.3524 |     -1.5043 |     3374.4604 |   3446.2997 |   -105.7488 |
|  314.0000 |       0.0077 |     0.0061 |     0.0016 |       -8.7750 |     -7.2316 |     -1.5070 |     3492.6845 |   3510.2737 |    -52.9066 |
|  315.0000 |       0.0074 |     0.0059 |     0.0015 |       -8.6517 |     -7.1086 |     -1.5080 |     3609.7269 |   3573.1785 |     -0.0000 |
|  316.0000 |       0.0071 |     0.0056 |     0.0014 |       -8.5243 |     -6.9835 |     -1.5070 |     3725.5032 |   3634.9948 |     52.9066 |
|  317.0000 |       0.0068 |     0.0054 |     0.0014 |       -8.3930 |     -6.8562 |     -1.5043 |     3839.9301 |   3695.7039 |    105.7488 |
|  318.0000 |       0.0065 |     0.0051 |     0.0013 |       -8.2577 |     -6.7268 |     -1.4997 |     3952.9256 |   3755.2873 |    158.4621 |
|  319.0000 |       0.0062 |     0.0049 |     0.0013 |       -8.1185 |     -6.5954 |     -1.4933 |     4064.4091 |   3813.7267 |    210.9824 |
|  320.0000 |       0.0059 |     0.0047 |     0.0012 |       -7.9755 |     -6.4620 |     -1.4851 |     4174.3012 |   3871.0045 |    263.2456 |
|  321.0000 |       0.0057 |     0.0045 |     0.0012 |       -7.8286 |     -6.3266 |     -1.4750 |     4282.5241 |   3927.1031 |    315.1881 |
|  322.0000 |       0.0054 |     0.0042 |     0.0011 |       -7.6781 |     -6.1893 |     -1.4632 |     4389.0016 |   3982.0055 |    366.7466 |
|  323.0000 |       0.0051 |     0.0040 |     0.0011 |       -7.5239 |     -6.0501 |     -1.4495 |     4493.6588 |   4035.6949 |    417.8583 |
|  324.0000 |       0.0049 |     0.0038 |     0.0010 |       -7.3661 |     -5.9091 |     -1.4342 |     4596.4227 |   4088.1550 |    468.4609 |
|  325.0000 |       0.0046 |     0.0036 |     0.0010 |       -7.2047 |     -5.7662 |     -1.4170 |     4697.2216 |   4139.3698 |    518.4927 |
|  326.0000 |       0.0044 |     0.0034 |     0.0009 |       -7.0399 |     -5.6216 |     -1.3982 |     4795.9859 |   4189.3237 |    567.8928 |
|  327.0000 |       0.0041 |     0.0032 |     0.0009 |       -6.8717 |     -5.4753 |     -1.3776 |     4892.6475 |   4238.0015 |    616.6011 |
|  328.0000 |       0.0039 |     0.0030 |     0.0008 |       -6.7001 |     -5.3273 |     -1.3553 |     4987.1400 |   4285.3884 |    664.5580 |
|  329.0000 |       0.0037 |     0.0029 |     0.0008 |       -6.5254 |     -5.1777 |     -1.3315 |     5079.3991 |   4331.4699 |    711.7054 |
|  330.0000 |       0.0034 |     0.0027 |     0.0008 |       -6.3474 |     -5.0265 |     -1.3059 |     5169.3620 |   4376.2320 |    757.9856 |
|  331.0000 |       0.0032 |     0.0025 |     0.0007 |       -6.1664 |     -4.8738 |     -1.2788 |     5256.9679 |   4419.6611 |    803.3424 |
