alpha_deg,P_gas_N,F_in_N,F_sum_N,beta_rad,K_N,N_N,Z_N,T_N,M_Nm,a_p_mps2
518,3775.22,7219.54,10994.8,0.125196,11081.5,1383.73,-10712.5,2835.73,170.144,-6906.24
518.5,3770.42,7210.24,10980.7,0.122473,11063.5,1351.6,-10712,2766.87,166.012,-6897.34
519,3765.74,7201,10966.7,0.119742,11045.8,1319.49,-10711.2,2698.28,161.897,-6888.5
519.5,3761.19,7191.83,10953,0.117003,11028.4,1287.41,-10710.3,2629.95,157.797,-6879.73
520,3756.75,7182.75,10939.5,0.114255,11011.3,1255.36,-10709.1,2561.88,153.713,-6871.04
520.5,3752.44,7173.75,10926.2,0.1115,10994.5,1223.34,-10707.8,2494.06,149.644,-6862.44
521,3748.24,7164.86,10913.1,0.108737,10977.9,1191.36,-10706.4,2426.51,145.591,-6853.93
521.5,3744.17,7156.07,10900.2,0.105966,10961.7,1159.4,-10704.8,2359.21,141.553,-6845.53
522,3740.21,7147.41,10887.6,0.103189,10945.8,1127.48,-10703.2,2292.16,137.529,-6837.24
522.5,3736.36,7138.88,10875.2,0.100404,10930.3,1095.6,-10701.4,2225.36,133.521,-6829.08
523,3732.64,7130.48,10863.1,0.0976122,10915.1,1063.75,-10699.5,2158.8,129.528,-6821.04
523.5,3729.02,7122.23,10851.3,0.0948138,10900.2,1031.94,-10697.5,2092.48,125.549,-6813.15
524,3725.53,7114.13,10839.7,0.0920089,10885.7,1000.17,-10695.4,2026.39,121.583,-6805.41
524.5,3722.15,7106.2,10828.3,0.0891977,10871.6,968.433,-10693.3,1960.54,117.632,-6797.82
525,3718.88,7098.44,10817.3,0.0863804,10857.8,936.735,-10691.2,1894.91,113.695,-6790.39
525.5,3715.72,7090.85,10806.6,0.0835572,10844.4,905.074,-10689,1829.5,109.77,-6783.13
526,3712.68,7083.45,10796.1,0.0807283,10831.4,873.451,-10686.7,1764.31,105.859,-6776.06
526.5,3709.74,7076.25,10786,0.0778939,10818.8,841.866,-10684.5,1699.33,101.96,-6769.16
527,3706.92,7069.24,10776.2,0.0750541,10806.6,810.318,-10682.3,1634.56,98.0736,-6762.46
527.5,3704.21,7062.44,10766.7,0.0722093,10794.8,778.806,-10680,1569.99,94.1991,-6755.96
528,3701.61,7055.86,10757.5,0.0693595,10783.4,747.331,-10677.8,1505.6,90.3362,-6749.66
528.5,3699.12,7049.49,10748.6,0.066505,10772.4,715.892,-10675.6,1441.41,86.4845,-6743.57
529,3696.74,7043.35,10740.1,0.063646,10761.9,684.488,-10673.4,1377.39,82.6437,-6737.7
529.5,3694.47,7037.45,10731.9,0.0607826,10751.8,653.118,-10671.2,1313.55,78.8133,-6732.05
530,3692.31,7031.77,10724.1,0.0579151,10742.1,621.781,-10669.1,1249.88,74.9929,-6726.62
530.5,3690.25,7026.35,10716.6,0.0550437,10732.9,590.477,-10667.1,1186.37,71.1822,-6721.43
531,3688.3,7021.17,10709.5,0.0521685,10724.1,559.204,-10665.1,1123.01,67.3806,-6716.47
531.5,3686.46,7016.24,10702.7,0.0492898,10715.7,527.961,-10663.2,1059.8,63.5879,-6711.76
532,3684.73,7011.57,10696.3,0.0464077,10707.8,496.747,-10661.3,996.724,59.8034,-6707.29
532.5,3683.1,7007.16,10690.3,0.0435225,10700.4,465.56,-10659.6,933.781,56.0269,-6703.07
533,3681.58,7003.01,10684.6,0.0406343,10693.4,434.4,-10657.9,870.962,52.2577,-6699.11
533.5,3680.16,6999.14,10679.3,0.0377434,10686.9,403.264,-10656.3,808.259,48.4956,-6695.4
534,3678.85,6995.54,10674.4,0.0348499,10680.9,372.152,-10654.8,745.665,44.7399,-6691.96
534.5,3677.65,6992.21,10669.9,0.031954,10675.3,341.061,-10653.4,683.17,40.9902,-6688.77
535,3676.55,6989.16,10665.7,0.029056,10670.2,309.99,-10652.1,620.768,37.2461,-6685.86
535.5,3675.56,6986.4,10662,0.026156,10665.6,278.938,-10651,558.45,33.507,-6683.21
536,3674.67,6983.92,10658.6,0.0232543,10661.5,247.902,-10649.9,496.207,29.7724,-6680.84
536.5,3673.89,6981.72,10655.6,0.0203509,10657.8,216.881,-10649,434.033,26.042,-6678.74
537,3673.21,6979.82,10653,0.0174462,10654.7,185.874,-10648.2,371.917,22.315,-6676.92
537.5,3672.64,6978.2,10650.8,0.0145403,10652,154.877,-10647.5,309.853,18.5912,-6675.37
538,3672.17,6976.88,10649,0.0116334,10649.8,123.89,-10646.9,247.831,14.8699,-6674.11
538.5,3671.8,6975.85,10647.7,0.00872576,10648.1,92.9112,-10646.4,185.844,11.1506,-6673.12
539,3671.54,6975.11,10646.7,0.0058175,10646.8,61.9376,-10646.1,123.882,7.43289,-6672.42
539.5,3671.39,6974.67,10646.1,0.00290885,10646.1,30.9679,-10645.9,61.9365,3.71619,-6671.99
540,1045.36,6974.52,8019.88,4.08216e-17,8019.88,3.27384e-13,-8019.88,9.82153e-13,5.89292e-14,-6671.85
540.5,1045.36,6974.67,8020.03,-0.00290885,8020.07,-23.3291,-8019.93,-46.6589,-2.79953,-6671.99
541,1045.36,6975.11,8020.47,-0.0058175,8020.61,-46.6596,-8020.07,-93.324,-5.59944,-6672.42
541.5,1045.36,6975.85,8021.21,-0.00872576,8021.52,-69.9929,-8020.3,-140.002,-8.40011,-6673.12
542,1045.36,6976.88,8022.24,-0.0116334,8022.79,-93.3304,-8020.61,-186.699,-11.2019,-6674.11
542.5,1045.36,6978.2,8023.57,-0.0145403,8024.41,-116.673,-8021.02,-233.421,-14.0052,-6675.37
543,1045.36,6979.82,8025.18,-0.0174462,8026.4,-140.023,-8021.51,-280.174,-16.8105,-6676.92
543.5,1045.36,6981.72,8027.09,-0.0203509,8028.75,-163.381,-8022.09,-326.966,-19.6179,-6678.74
544,1045.36,6983.92,8029.28,-0.0232543,8031.45,-186.749,-8022.75,-373.801,-22.428,-6680.84
544.5,1045.36,6986.4,8031.76,-0.026156,8034.51,-210.127,-8023.49,-420.686,-25.2411,-6683.21
545,1045.36,6989.16,8034.53,-0.029056,8037.92,-233.517,-8024.31,-467.627,-28.0576,-6685.86
545.5,1045.36,6992.21,8037.58,-0.031954,8041.68,-256.92,-8025.2,-514.63,-30.8778,-6688.77
546,1045.36,6995.54,8040.9,-0.0348499,8045.79,-280.338,-8026.16,-561.701,-33.7021,-6691.96
546.5,1045.36,6999.14,8044.5,-0.0377434,8050.24,-303.771,-8027.18,-608.846,-36.5307,-6695.4
547,1045.36,7003.01,8048.38,-0.0406343,8055.03,-327.22,-8028.27,-656.069,-39.3642,-6699.11
547.5,1045.36,7007.16,8052.52,-0.0435225,8060.16,-350.687,-8029.41,-703.378,-42.2027,-6703.07
548,1045.36,7011.57,8056.93,-0.0464077,8065.62,-374.172,-8030.6,-750.777,-45.0466,-6707.29
548.5,1045.36,7016.24,8061.6,-0.0492898,8071.41,-397.677,-8031.83,-798.272,-47.8963,-6711.76
549,1045.36,7021.17,8066.53,-0.0521685,8077.52,-421.201,-8033.11,-845.868,-50.7521,-6716.47
549.5,1045.36,7026.35,8071.71,-0.0550437,8083.96,-444.746,-8034.42,-893.57,-53.6142,-6721.43
550,1045.36,7031.77,8077.14,-0.0579151,8090.7,-468.312,-8035.75,-941.383,-56.483,-6726.62
550.5,1045.36,7037.45,8082.81,-0.0607826,8097.76,-491.9,-8037.1,-989.312,-59.3587,-6732.05
551,1045.36,7043.35,8088.72,-0.063646,8105.13,-515.51,-8038.47,-1037.36,-62.2417,-6737.7
551.5,1045.36,7049.49,8094.86,-0.066505,8112.79,-539.143,-8039.84,-1085.53,-65.1321,-6743.57
552,1045.36,7055.86,8101.22,-0.0693595,8120.75,-562.799,-8041.2,-1133.84,-68.0303,-6749.66
552.5,1045.36,7062.44,8107.81,-0.0722093,8128.99,-586.479,-8042.56,-1182.27,-70.9364,-6755.96
553,1045.36,7069.24,8114.61,-0.0750541,8137.52,-610.181,-8043.89,-1230.85,-73.8508,-6762.46
553.5,1045.36,7076.25,8121.61,-0.0778939,8146.31,-633.906,-8045.19,-1279.56,-76.7737,-6769.16
554,1045.36,7083.45,8128.82,-0.0807283,8155.38,-657.655,-8046.46,-1328.42,-79.7052,-6776.06
554.5,1045.36,7090.85,8136.22,-0.0835572,8164.7,-681.426,-8047.67,-1377.42,-82.6455,-6783.13
555,1045.36,7098.44,8143.8,-0.0863804,8174.28,-705.22,-8048.83,-1426.58,-85.5949,-6790.39
555.5,1045.36,7106.2,8151.56,-0.0891977,8184.1,-729.035,-8049.92,-1475.89,-88.5534,-6797.82
556,1045.36,7114.13,8159.5,-0.0920089,8194.16,-752.872,-8050.93,-1525.36,-91.5213,-6805.41
556.5,1045.36,7122.23,8167.59,-0.0948138,8204.44,-776.729,-8051.85,-1574.98,-94.4987,-6813.15
557,1045.36,7130.48,8175.84,-0.0976122,8214.95,-800.606,-8052.67,-1624.76,-97.4857,-6821.04
557.5,1045.36,7138.88,8184.24,-0.100404,8225.67,-824.502,-8053.38,-1674.71,-100.482,-6829.08
558,1045.36,7147.41,8192.78,-0.103189,8236.59,-848.415,-8053.97,-1724.82,-103.489,-6837.24
558.5,1045.36,7156.07,8201.44,-0.105966,8247.7,-872.345,-8054.42,-1775.09,-106.505,-6845.53
559,1045.36,7164.86,8210.22,-0.108737,8259,-896.289,-8054.72,-1825.53,-109.532,-6853.93
559.5,1045.36,7173.75,8219.12,-0.1115,8270.47,-920.247,-8054.86,-1876.13,-112.568,-6862.44
560,1045.36,7182.75,8228.11,-0.114255,8282.11,-944.216,-8054.84,-1926.91,-115.614,-6871.04
560.5,1045.36,7191.83,8237.2,-0.117003,8293.9,-968.195,-8054.62,-1977.85,-118.671,-6879.73
561,1045.36,7201,8246.36,-0.119742,8305.84,-992.182,-8054.21,-2028.95,-121.737,-6888.5
561.5,1045.36,7210.24,8255.6,-0.122473,8317.91,-1016.17,-8053.59,-2080.22,-124.813,-6897.34
562,1045.36,7219.54,8264.9,-0.125196,8330.1,-1040.17,-8052.74,-2131.66,-127.9,-6906.24
562.5,1045.36,7228.89,8274.25,-0.12791,8342.41,-1064.17,-8051.65,-2183.26,-130.995,-6915.18
563,1045.36,7238.28,8283.65,-0.130615,8354.81,-1088.16,-8050.31,-2235.02,-134.101,-6924.17
563.5,1045.36,7247.7,8293.07,-0.133311,8367.31,-1112.15,-8048.71,-2286.94,-137.217,-6933.18
564,1045.36,7257.14,8302.5,-0.135998,8379.88,-1136.13,-8046.82,-2339.02,-140.341,-6942.21
564.5,1045.36,7266.58,8311.95,-0.138675,8392.52,-1160.11,-8044.64,-2391.26,-143.475,-6951.24
565,1045.36,7276.03,8321.39,-0.141343,8405.21,-1184.06,-8042.15,-2443.64,-146.619,-6960.27
565.5,1045.36,7285.45,8330.82,-0.144001,8417.94,-1208.01,-8039.33,-2496.18,-149.771,-6969.29
566,1045.36,7294.85,8340.21,-0.146649,8430.71,-1231.93,-8036.18,-2548.86,-152.932,-6978.28
566.5,1045.36,7304.21,8349.57,-0.149286,8443.49,-1255.82,-8032.66,-2601.68,-156.101,-6987.23
567,1045.36,7313.52,8358.88,-0.151914,8456.27,-1279.69,-8028.78,-2654.64,-159.278,-6996.14
567.5,1045.36,7322.76,8368.12,-0.15453,8469.04,-1303.52,-8024.52,-2707.73,-162.464,-7004.98
568,1045.36,7331.93,8377.29,-0.157136,8481.79,-1327.32,-8019.85,-2760.95,-165.657,-7013.75
568.5,1045.36,7341.01,8386.37,-0.159731,8494.51,-1351.08,-8014.77,-2814.28,-168.857,-7022.43
569,1045.36,7349.99,8395.35,-0.162315,8507.17,-1374.79,-8009.25,-2867.73,-172.064,-7031.02
569.5,1045.36,7358.85,8404.22,-0.164887,8519.77,-1398.45,-8003.28,-2921.29,-175.277,-7039.5
570,1045.36,7367.59,8412.96,-0.167448,8532.29,-1422.05,-7996.86,-2974.95,-178.497,-7047.86
570.5,1045.36,7376.19,8421.55,-0.169997,8544.72,-1445.59,-7989.95,-3028.7,-181.722,-7056.09
571,1045.36,7384.64,8430,-0.172534,8557.05,-1469.07,-7982.55,-3082.53,-184.952,-7064.17
571.5,1045.36,7392.92,8438.28,-0.175059,8569.25,-1492.47,-7974.63,-3136.45,-188.187,-7072.09
572,1045.36,7401.02,8446.38,-0.177571,8581.32,-1515.8,-7966.19,-3190.43,-191.426,-7079.84
572.5,1045.36,7408.93,8454.29,-0.180071,8593.24,-1539.05,-7957.21,-3244.47,-194.668,-7087.41
573,1045.36,7416.63,8462,-0.182559,8604.99,-1562.2,-7947.67,-3298.56,-197.914,-7094.78
573.5,1045.36,7424.12,8469.48,-0.185033,8616.56,-1585.27,-7937.55,-3352.69,-201.161,-7101.94
574,1045.36,7431.37,8476.73,-0.187494,8627.94,-1608.23,-7926.84,-3406.85,-204.411,-7108.87
574.5,1045.36,7438.37,8483.73,-0.189942,8639.11,-1631.08,-7915.52,-3461.02,-207.661,-7115.57
575,1045.36,7445.11,8490.47,-0.192377,8650.05,-1653.82,-7903.58,-3515.21,-210.912,-7122.02
575.5,1045.36,7451.58,8496.94,-0.194797,8660.74,-1676.44,-7891,-3569.38,-214.163,-7128.21
576,1045.36,7457.75,8503.12,-0.197204,8671.18,-1698.93,-7877.77,-3623.54,-217.413,-7134.11
576.5,1045.36,7463.63,8508.99,-0.199597,8681.35,-1721.29,-7863.87,-3677.67,-220.66,-7139.73
577,1045.36,7469.18,8514.55,-0.201975,8691.22,-1743.5,-7849.28,-3731.76,-223.906,-7145.05
577.5,1045.36,7474.4,8519.77,-0.20434,8700.79,-1765.57,-7834,-3785.79,-227.147,-7150.04
578,1045.36,7479.28,8524.65,-0.206689,8710.03,-1787.48,-7817.99,-3839.75,-230.385,-7154.71
578.5,1045.36,7483.8,8529.16,-0.209024,8718.94,-1809.22,-7801.26,-3893.62,-233.617,-7159.03
579,1045.36,7487.94,8533.31,-0.211343,8727.49,-1830.8,-7783.78,-3947.39,-236.843,-7162.99
579.5,1045.36,7491.69,8537.06,-0.213648,8735.67,-1852.19,-7765.54,-4001.04,-240.063,-7166.58
580,1045.36,7495.04,8540.41,-0.215937,8743.46,-1873.4,-7746.53,-4054.56,-243.274,-7169.79
580.5,1045.36,7497.97,8543.34,-0.21821,8750.85,-1894.41,-7726.72,-4107.94,-246.476,-7172.59
581,1045.36,7500.47,8545.84,-0.220468,8757.82,-1915.21,-7706.12,-4161.14,-249.669,-7174.98
581.5,1045.36,7502.52,8547.89,-0.22271,8764.34,-1935.81,-7684.69,-4214.17,-252.85,-7176.94
582,1045.36,7504.11,8549.48,-0.224936,8770.42,-1956.18,-7662.44,-4266.99,-256.019,-7178.46
582.5,1045.36,7505.22,8550.59,-0.227145,8776.01,-1976.33,-7639.34,-4319.59,-259.175,-7179.52
583,1045.36,7505.84,8551.21,-0.229338,8781.12,-1996.24,-7615.39,-4371.96,-262.317,-7180.12
583.5,1045.36,7505.96,8551.33,-0.231514,8785.73,-2015.9,-7590.57,-4424.06,-265.444,-7180.23
584,1045.36,7505.56,8550.92,-0.233674,8789.81,-2035.3,-7564.86,-4475.89,-268.554,-7179.84
584.5,1045.36,7504.62,8549.99,-0.235816,8793.35,-2054.45,-7538.26,-4527.43,-271.646,-7178.95
585,1045.36,7503.13,8548.5,-0.237941,8796.33,-2073.32,-7510.76,-4578.65,-274.719,-7177.53
585.5,1045.36,7501.09,8546.45,-0.240049,8798.74,-2091.9,-7482.34,-4629.53,-277.772,-7175.57
586,1045.36,7498.46,8543.82,-0.242139,8800.56,-2110.2,-7452.99,-4680.05,-280.803,-7173.05
586.5,1045.36,7495.24,8540.61,-0.244212,8801.77,-2128.19,-7422.7,-4730.19,-283.811,-7169.98
587,1045.36,7491.42,8536.78,-0.246266,8802.36,-2145.88,-7391.47,-4779.92,-286.795,-7166.32
587.5,1045.36,7486.98,8532.34,-0.248303,8802.3,-2163.24,-7359.28,-4829.23,-289.754,-7162.07
588,1045.36,7481.9,8527.26,-0.250321,8801.58,-2180.28,-7326.12,-4878.1,-292.686,-7157.21
588.5,1045.36,7476.17,8521.54,-0.252321,8800.19,-2196.98,-7291.98,-4926.49,-295.589,-7151.73
589,1045.36,7469.78,8515.15,-0.254302,8798.1,-2213.34,-7256.87,-4974.38,-298.463,-7145.62
589.5,1045.36,7462.72,8508.09,-0.256264,8795.31,-2229.33,-7220.76,-5021.76,-301.306,-7138.87
590,1045.36,7454.97,8500.33,-0.258208,8791.79,-2244.97,-7183.65,-5068.6,-304.116,-7131.45
590.5,1045.36,7446.51,8491.88,-0.260132,8787.52,-2260.22,-7145.54,-5114.86,-306.892,-7123.36
591,1045.36,7437.34,8482.7,-0.262037,8782.5,-2275.09,-7106.42,-5160.53,-309.632,-7114.58
591.5,1045.36,7427.43,8472.8,-0.263923,8776.7,-2289.57,-7066.28,-5205.59,-312.335,-7105.11
592,1045.36,7416.78,8462.15,-0.265789,8770.1,-2303.65,-7025.12,-5250,-315,-7094.92
592.5,1045.36,7405.38,8450.74,-0.267635,8762.7,-2317.31,-6982.93,-5293.74,-317.624,-7084.01
593,1045.36,7393.2,8438.57,-0.269461,8754.48,-2330.54,-6939.71,-5336.78,-320.207,-7072.36
593.5,1045.36,7380.24,8425.61,-0.271267,8745.41,-2343.35,-6895.46,-5379.1,-322.746,-7059.97
594,1045.36,7366.49,8411.85,-0.273053,8735.48,-2355.72,-6850.18,-5420.67,-325.24,-7046.81
594.5,1045.36,7351.92,8397.29,-0.274818,8724.68,-2367.63,-6803.86,-5461.47,-327.688,-7032.88
595,1045.36,7336.54,8381.9,-0.276563,8713,-2379.09,-6756.5,-5501.46,-330.088,-7018.16
595.5,1045.36,7320.32,8365.68,-0.278287,8700.41,-2390.08,-6708.1,-5540.62,-332.437,-7002.64
596,1045.36,7303.25,8348.61,-0.27999,8686.9,-2400.59,-6658.66,-5578.92,-334.735,-6986.32
596.5,1045.36,7285.32,8330.69,-0.281672,8672.45,-2410.61,-6608.19,-5616.34,-336.98,-6969.17
597,1045.36,7266.53,8311.89,-0.283333,8657.06,-2420.14,-6556.68,-5652.84,-339.17,-6951.19
597.5,1045.36,7246.85,8292.22,-0.284972,8640.7,-2429.16,-6504.14,-5688.4,-341.304,-6932.36
598,1045.36,7226.28,8271.64,-0.28659,8623.36,-2437.67,-6450.57,-5722.98,-343.379,-6912.69
598.5,1045.36,7204.8,8250.17,-0.288186,8605.03,-2445.66,-6395.97,-5756.57,-345.394,-6892.14
599,1045.36,7182.41,8227.78,-0.28976,8585.69,-2453.12,-6340.36,-5789.13,-347.348,-6870.72
599.5,1045.36,7159.09,8204.45,-0.291313,8565.33,-2460.05,-6283.72,-5820.63,-349.238,-6848.41
600,1045.36,7134.83,8180.2,-0.292843,8543.94,-2466.42,-6226.08,-5851.05,-351.063,-6825.21
600.5,1045.36,7109.62,8154.99,-0.294351,8521.49,-2472.24,-6167.44,-5880.35,-352.821,-6801.09
601,1045.36,7083.46,8128.82,-0.295836,8497.98,-2477.5,-6107.8,-5908.51,-354.511,-6776.06
601.5,1045.36,7056.32,8101.68,-0.297299,8473.4,-2482.19,-6047.18,-5935.5,-356.13,-6750.1
602,1045.36,7028.2,8073.57,-0.29874,8447.73,-2486.3,-5985.58,-5961.29,-357.677,-6723.2
602.5,1045.36,6999.1,8044.46,-0.300157,8420.96,-2489.83,-5923.02,-5985.85,-359.151,-6695.36
603,1045.36,6968.99,8014.36,-0.301552,8393.08,-2492.76,-5859.51,-6009.15,-360.549,-6666.56
603.5,1045.36,6937.88,7983.24,-0.302923,8364.07,-2495.1,-5795.05,-6031.17,-361.87,-6636.8
604,1045.36,6905.75,7951.11,-0.304271,8333.93,-2496.83,-5729.67,-6051.87,-363.112,-6606.06
604.5,1045.36,6872.59,7917.95,-0.305596,8302.63,-2497.94,-5663.37,-6071.24,-364.274,-6574.34
605,1045.36,6838.4,7883.76,-0.306898,8270.18,-2498.44,-5596.18,-6089.23,-365.354,-6541.63
605.5,1045.36,6803.16,7848.52,-0.308175,8236.56,-2498.32,-5528.1,-6105.82,-366.349,-6507.93
606,1045.36,6766.87,7812.24,-0.309429,8201.76,-2497.56,-5459.16,-6120.98,-367.259,-6473.21
606.5,1045.36,6729.52,7774.89,-0.31066,8165.77,-2496.17,-5389.36,-6134.7,-368.082,-6437.49
607,1045.36,6691.11,7736.47,-0.311866,8128.57,-2494.13,-5318.74,-6146.93,-368.816,-6400.74
607.5,1045.36,6651.62,7696.99,-0.313048,8090.17,-2491.45,-5247.31,-6157.65,-369.459,-6362.97
608,1045.36,6611.05,7656.42,-0.314206,8050.55,-2488.11,-5175.08,-6166.84,-370.01,-6324.16
608.5,1045.36,6569.39,7614.76,-0.315339,8009.71,-2484.12,-5102.09,-6174.47,-370.468,-6284.3
609,1045.36,6526.64,7572,-0.316449,7967.62,-2479.47,-5028.35,-6180.51,-370.831,-6243.41
609.5,1045.36,6482.78,7528.15,-0.317533,7924.29,-2474.16,-4953.89,-6184.94,-371.096,-6201.45
610,1045.36,6437.82,7483.18,-0.318593,7879.72,-2468.17,-4878.72,-6187.73,-371.264,-6158.44
610.5,1045.36,6391.74,7437.11,-0.319628,7833.88,-2461.51,-4802.88,-6188.86,-371.331,-6114.37
611,1045.36,6344.55,7389.92,-0.320639,7786.77,-2454.18,-4726.39,-6188.3,-371.298,-6069.22
611.5,1045.36,6296.23,7341.6,-0.321624,7738.4,-2446.17,-4649.28,-6186.03,-371.162,-6023
612,1045.36,6246.79,7292.15,-0.322585,7688.74,-2437.48,-4571.58,-6182.03,-370.922,-5975.7
612.5,1045.36,6196.21,7241.57,-0.32352,7637.8,-2428.1,-4493.3,-6176.27,-370.576,-5927.31
613,1045.36,6144.49,7189.85,-0.32443,7585.57,-2418.04,-4414.49,-6168.73,-370.124,-5877.84
613.5,1045.36,6091.63,7137,-0.325314,7532.05,-2407.29,-4335.18,-6159.38,-369.563,-5827.28
614,1045.36,6037.63,7082.99,-0.326173,7477.23,-2395.86,-4255.38,-6148.22,-368.893,-5775.62
614.5,1045.36,5982.47,7027.84,-0.327007,7421.1,-2383.73,-4175.14,-6135.22,-368.113,-5722.86
615,1045.36,5926.17,6971.53,-0.327815,7363.66,-2370.92,-4094.5,-6120.35,-367.221,-5669
615.5,1045.36,5868.71,6914.08,-0.328597,7304.92,-2357.41,-4013.47,-6103.6,-366.216,-5614.03
616,1045.36,5810.09,6855.46,-0.329354,7244.86,-2343.22,-3932.1,-6084.95,-365.097,-5557.96
616.5,1045.36,5750.32,6795.68,-0.330085,7183.49,-2328.34,-3850.42,-6064.38,-363.863,-5500.78
617,1045.36,5689.38,6734.75,-0.33079,7120.79,-2312.76,-3768.48,-6041.88,-362.513,-5442.49
617.5,1045.36,5627.28,6672.65,-0.331469,7056.78,-2296.5,-3686.29,-6017.43,-361.046,-5383.08
618,1045.36,5564.02,6609.39,-0.332121,6991.45,-2279.56,-3603.91,-5991.01,-359.461,-5322.56
618.5,1045.36,5499.59,6544.96,-0.332748,6924.79,-2261.93,-3521.37,-5962.61,-357.757,-5260.93
619,1045.36,5434,6479.36,-0.333348,6856.82,-2243.61,-3438.71,-5932.22,-355.933,-5198.18
619.5,1045.36,5367.24,6412.6,-0.333923,6787.52,-2224.62,-3355.97,-5899.82,-353.989,-5134.32
620,1045.36,5299.31,6344.68,-0.334471,6716.9,-2204.95,-3273.2,-5865.4,-351.924,-5069.34
620.5,1045.36,5230.22,6275.59,-0.334992,6644.96,-2184.61,-3190.42,-5828.96,-349.737,-5003.25
621,1045.36,5159.97,6205.33,-0.335487,6571.7,-2163.6,-3107.69,-5790.47,-347.428,-4936.04
621.5,1045.36,5088.55,6133.91,-0.335956,6497.13,-2141.92,-3025.04,-5749.94,-344.996,-4867.72
622,1045.36,5015.96,6061.33,-0.336398,6421.24,-2119.58,-2942.53,-5707.35,-342.441,-4798.29
622.5,1045.36,4942.22,5987.58,-0.336814,6344.04,-2096.59,-2860.19,-5662.7,-339.762,-4727.75
623,1045.36,4867.32,5912.68,-0.337203,6265.53,-2072.94,-2778.07,-5615.98,-336.959,-4656.09
623.5,1045.36,4791.26,5836.62,-0.337565,6185.72,-2048.65,-2696.21,-5567.19,-334.031,-4583.33
624,1045.36,4714.04,5759.41,-0.337901,6104.61,-2023.72,-2614.66,-5516.32,-330.979,-4509.47
624.5,1045.36,4635.67,5681.04,-0.33821,6022.2,-1998.16,-2533.46,-5463.37,-327.802,-4434.5
625,1045.36,4556.16,5601.52,-0.338492,5938.5,-1971.97,-2452.67,-5408.34,-324.5,-4358.44
625.5,1045.36,4475.5,5520.87,-0.338747,5853.51,-1945.16,-2372.32,-5351.23,-321.074,-4281.28
626,1045.36,4393.7,5439.07,-0.338976,5767.25,-1917.73,-2292.47,-5292.04,-317.523,-4203.03
626.5,1045.36,4310.76,5356.13,-0.339178,5679.71,-1889.7,-2213.16,-5230.77,-313.846,-4123.69
627,1045.36,4226.69,5272.06,-0.339352,5590.91,-1861.08,-2134.45,-5167.43,-310.046,-4043.27
627.5,1045.36,4141.5,5186.86,-0.3395,5500.84,-1831.87,-2056.37,-5102.02,-306.121,-3961.77
628,1045.36,4055.18,5100.54,-0.339622,5409.53,-1802.08,-1978.99,-5034.55,-302.073,-3879.2
628.5,1045.36,3967.74,5013.11,-0.339716,5316.98,-1771.72,-1902.34,-4965.01,-297.901,-3795.56
629,1045.36,3879.2,4924.56,-0.339783,5223.19,-1740.8,-1826.48,-4893.43,-293.606,-3710.85
629.5,1045.36,3789.55,4834.91,-0.339823,5128.17,-1709.33,-1751.45,-4819.81,-289.189,-3625.09
630,1045.36,3698.8,4744.16,-0.339837,5031.94,-1677.31,-1677.31,-4744.16,-284.65,-3538.28
630.5,1045.36,3606.96,4652.32,-0.339823,4934.51,-1644.77,-1604.11,-4666.5,-279.99,-3450.43
631,1045.36,3514.03,4559.4,-0.339783,4835.88,-1611.71,-1531.9,-4586.83,-275.21,-3361.53
631.5,1045.36,3420.03,4465.39,-0.339716,4736.06,-1578.15,-1460.72,-4505.17,-270.31,-3271.61
632,1045.36,3324.96,4370.32,-0.339622,4635.07,-1544.08,-1390.62,-4421.55,-265.293,-3180.67
632.5,1045.36,3228.82,4274.19,-0.3395,4532.92,-1509.54,-1321.66,-4335.97,-260.158,-3088.71
633,1045.36,3131.64,4177,-0.339352,4429.62,-1474.52,-1253.89,-4248.45,-254.907,-2995.74
633.5,1045.36,3033.41,4078.78,-0.339178,4325.19,-1439.04,-1187.35,-4159.02,-249.541,-2901.77
634,1045.36,2934.15,3979.51,-0.338976,4219.63,-1403.12,-1122.1,-4067.69,-244.062,-2806.82
634.5,1045.36,2833.86,3879.22,-0.338747,4112.95,-1366.76,-1058.18,-3974.5,-238.47,-2710.88
635,1045.36,2732.55,3777.92,-0.338492,4005.18,-1329.98,-995.653,-3879.46,-232.767,-2613.97
635.5,1045.36,2630.24,3675.61,-0.33821,3896.33,-1292.8,-934.555,-3782.59,-226.956,-2516.1
636,1045.36,2526.93,3572.3,-0.337901,3786.41,-1255.22,-874.939,-3683.94,-221.036,-2417.27
636.5,1045.36,2422.64,3468.01,-0.337565,3675.43,-1217.27,-816.855,-3583.51,-215.011,-2317.51
637,1045.36,2317.38,3362.74,-0.337203,3563.42,-1178.95,-760.35,-3481.35,-208.881,-2216.81
637.5,1045.36,2211.15,3256.51,-0.336814,3450.38,-1140.29,-705.472,-3377.49,-202.649,-2115.19
638,1045.36,2103.97,3149.33,-0.336398,3336.33,-1101.29,-652.268,-3271.95,-196.317,-2012.66
638.5,1045.36,1995.85,3041.21,-0.335956,3221.3,-1061.97,-600.787,-3164.78,-189.887,-1909.24
639,1045.36,1886.8,2932.17,-0.335487,3105.29,-1022.35,-551.073,-3056,-183.36,-1804.92
639.5,1045.36,1776.84,2822.2,-0.334992,2988.32,-982.444,-503.173,-2945.65,-176.739,-1699.73
