alpha_deg,P_gas_N,F_in_N,F_sum_N,beta_rad,K_N,N_N,Z_N,T_N,M_Nm,a_p_mps2
386.5,38149,-11421,26728,0.149286,27028.6,4020.04,22126.1,15523.7,931.419,10925.4
387,37419.3,-11329.5,26089.8,0.151914,26393.7,3994.17,21432.8,15403.3,924.2,10837.9
387.5,36703.2,-11236.7,25466.6,0.15453,25773.7,3966.99,20757.4,15277.9,916.675,10749
388,36000.9,-11142.5,24858.4,0.157136,25168.5,3938.63,20099.6,15147.9,908.876,10658.9
388.5,35312.3,-11047,24265.3,0.159731,24578.2,3909.23,19459.4,15013.9,900.834,10567.6
389,34637.3,-10950.2,23687.2,0.162315,24002.6,3878.9,18836.7,14876.3,892.58,10475
389.5,33976,-10852.1,23123.9,0.164887,23441.8,3847.77,18231.3,14735.7,884.141,10381.1
390,33328.1,-10752.7,22575.4,0.167448,22895.6,3815.94,17642.9,14592.4,875.544,10286.1
390.5,32693.7,-10652.2,22041.6,0.169997,22363.9,3783.52,17071.4,14446.9,866.816,10189.9
391,32072.6,-10550.4,21522.3,0.172534,21846.6,3750.61,16516.5,14299.7,857.982,10092.5
391.5,31464.7,-10447.3,21017.3,0.175059,21343.5,3717.32,15977.9,14151.1,849.064,9993.97
392,30869.7,-10343.2,20526.6,0.177571,20854.5,3683.73,15455.4,14001.4,840.084,9894.31
392.5,30287.6,-10237.8,20049.8,0.180071,20379.3,3649.94,14948.7,13851.1,831.065,9793.54
393,29718.2,-10131.3,19586.9,0.182559,19917.9,3616.02,14457.5,13700.4,822.026,9691.68
393.5,29161.3,-10023.7,19137.6,0.185033,19469.9,3582.06,13981.5,13549.8,812.986,9588.75
394,28616.7,-9915.05,18701.7,0.187494,19035.3,3548.13,13520.3,13399.4,803.963,9484.77
394.5,28084.2,-9805.28,18279,0.189942,18613.7,3514.31,13073.6,13249.6,794.973,9379.77
395,27563.7,-9694.47,17869.2,0.192377,18205,3480.66,12641.2,13100.5,786.033,9273.76
395.5,27054.8,-9582.62,17472.2,0.194797,17809,3447.25,12222.6,12952.6,777.156,9166.77
396,26557.4,-9469.76,17087.7,0.197204,17425.4,3414.13,11817.4,12806,768.358,9058.81
396.5,26071.3,-9355.92,16715.4,0.199597,17054,3381.37,11425.5,12660.8,759.651,8949.91
397,25596.3,-9241.12,16355.2,0.201975,16694.6,3349.01,11046.3,12517.4,751.046,8840.09
397.5,25132.1,-9125.37,16006.8,0.20434,16346.8,3317.11,10679.7,12375.9,742.556,8729.36
398,24678.6,-9008.71,15669.9,0.206689,16010.6,3285.71,10325.1,12236.5,734.191,8617.76
398.5,24235.4,-8891.15,15344.3,0.209024,15685.7,3254.86,9982.37,12099.3,725.959,8505.31
399,23802.5,-8772.72,15029.8,0.211343,15371.8,3224.59,9651.02,11964.5,717.871,8392.01
399.5,23379.5,-8653.44,14726.1,0.213648,15068.7,3194.95,9330.77,11832.2,709.935,8277.91
400,22966.3,-8533.33,14433,0.215937,14776.1,3165.97,9021.26,11702.6,702.157,8163.02
400.5,22562.7,-8412.42,14150.2,0.21821,14493.9,3137.68,8722.15,11575.8,694.545,8047.36
401,22168.3,-8290.74,13877.6,0.220468,14221.8,3110.12,8433.12,11451.7,687.105,7930.95
401.5,21783.1,-8168.3,13614.8,0.22271,13959.6,3083.3,8153.84,11330.7,679.842,7813.82
402,21406.8,-8045.12,13361.7,0.224936,13707,3057.26,7883.97,11212.7,672.762,7695.99
402.5,21039.2,-7921.24,13118,0.227145,13463.8,3032.01,7623.2,11097.8,665.869,7577.49
403,20680.1,-7796.68,12883.5,0.229338,13229.9,3007.58,7371.21,10986.1,659.167,7458.33
403.5,20329.4,-7671.45,12657.9,0.231514,13004.9,2983.99,7127.68,10877.6,652.659,7338.54
404,19986.7,-7545.59,12441.1,0.233674,12788.7,2961.25,6892.32,10772.5,646.348,7218.14
404.5,19651.9,-7419.12,12232.8,0.235816,12581,2939.38,6664.82,10670.6,640.236,7097.15
405,19324.9,-7292.05,12032.8,0.237941,12381.7,2918.39,6444.89,10572.1,634.327,6975.61
405.5,19005.4,-7164.43,11841,0.240049,12190.5,2898.29,6232.23,10477,628.621,6853.52
406,18693.2,-7036.26,11657,0.242139,12007.3,2879.1,6026.57,10385.3,623.119,6730.92
406.5,18388.3,-6907.58,11480.7,0.244212,11831.8,2860.82,5827.62,10297,617.823,6607.82
407,18090.3,-6778.41,11311.9,0.246266,11663.8,2843.45,5635.11,10212.2,612.732,6484.26
407.5,17799.1,-6648.78,11150.4,0.248303,11503.1,2827,5448.79,10130.8,607.848,6360.24
408,17514.6,-6518.7,10995.9,0.250321,11349.7,2811.48,5268.38,10052.8,603.169,6235.81
408.5,17236.6,-6388.2,10848.4,0.252321,11203.2,2796.89,5093.64,9978.27,598.696,6110.97
409,16964.9,-6257.3,10707.6,0.254302,11063.5,2783.23,4924.31,9907.12,594.427,5985.76
409.5,16699.4,-6126.04,10573.4,0.256264,10930.3,2770.5,4760.17,9839.37,590.362,5860.2
410,16439.9,-5994.44,10445.5,0.258208,10803.7,2758.69,4600.96,9774.98,586.499,5734.3
410.5,16186.3,-5862.51,10323.8,0.260132,10683.2,2747.82,4446.47,9713.93,582.836,5608.1
411,15938.4,-5730.29,10208.1,0.262037,10568.9,2737.86,4296.47,9656.2,579.372,5481.61
411.5,15696.1,-5597.79,10098.3,0.263923,10460.5,2728.82,4150.74,9601.74,576.104,5354.87
412,15459.2,-5465.05,9994.14,0.265789,10357.9,2720.7,4009.07,9550.52,573.031,5227.88
412.5,15227.6,-5332.08,9895.51,0.267635,10260.8,2713.48,3871.26,9502.5,570.15,5100.69
413,15001.2,-5198.91,9802.25,0.269461,10169.2,2707.16,3737.1,9457.64,567.458,4973.3
413.5,14779.8,-5065.57,9714.2,0.271267,10082.9,2701.74,3606.42,9415.88,564.953,4845.74
414,14563.3,-4932.07,9631.21,0.273053,10001.8,2697.2,3479.01,9377.18,562.631,4718.04
414.5,14351.6,-4798.45,9553.13,0.274818,9925.59,2693.53,3354.69,9341.49,560.49,4590.22
415,14144.5,-4664.72,9479.82,0.276563,9854.29,2690.72,3233.29,9308.75,558.525,4462.29
415.5,13942.1,-4530.92,9411.14,0.278287,9787.7,2688.77,3114.65,9278.9,556.734,4334.29
416,13744,-4397.06,9346.95,0.27999,9725.69,2687.65,2998.58,9251.89,555.114,4206.24
416.5,13550.3,-4263.16,9287.12,0.281672,9668.12,2687.37,2884.95,9227.66,553.659,4078.16
417,13360.8,-4129.26,9231.51,0.283333,9614.86,2687.9,2773.58,9206.13,552.368,3950.06
417.5,13175.4,-3995.37,9180,0.284972,9565.79,2689.23,2664.33,9187.25,551.235,3821.98
418,12994,-3861.52,9132.45,0.28659,9520.77,2691.36,2557.06,9170.96,550.257,3693.94
418.5,12816.5,-3727.73,9088.75,0.288186,9479.68,2694.25,2451.63,9157.18,549.431,3565.96
419,12642.8,-3594.02,9048.77,0.28976,9442.41,2697.91,2347.91,9145.84,548.75,3438.05
419.5,12472.8,-3460.42,9012.41,0.291313,9408.82,2702.31,2245.76,9136.88,548.213,3310.25
420,12306.5,-3326.95,8979.53,0.292843,9378.82,2707.43,2145.06,9130.22,547.813,3182.57
420.5,12143.7,-3193.63,8950.04,0.294351,9352.28,2713.27,2045.7,9125.8,547.548,3055.04
421,11984.3,-3060.49,8923.82,0.295836,9329.09,2719.8,1947.56,9123.53,547.412,2927.67
421.5,11828.3,-2927.54,8900.76,0.297299,9309.14,2727.01,1850.53,9123.36,547.401,2800.5
422,11675.6,-2794.81,8880.76,0.29874,9292.33,2734.88,1754.51,9125.2,547.512,2673.53
422.5,11526,-2662.33,8863.72,0.300157,9278.56,2743.39,1659.39,9128.97,547.738,2546.79
423,11379.6,-2530.11,8849.53,0.301552,9267.72,2752.53,1565.08,9134.61,548.077,2420.31
423.5,11236.3,-2398.17,8838.1,0.302923,9259.71,2762.28,1471.48,9142.04,548.522,2294.1
424,11095.9,-2266.54,8829.33,0.304271,9254.43,2772.61,1378.52,9151.18,549.071,2168.18
424.5,10958.4,-2135.24,8823.13,0.305596,9251.79,2783.51,1286.1,9161.96,549.718,2042.57
425,10823.7,-2004.28,8819.41,0.306898,9251.7,2794.96,1194.15,9174.31,550.458,1917.3
425.5,10691.8,-1873.7,8818.08,0.308175,9254.05,2806.94,1102.59,9188.13,551.288,1792.39
426,10562.6,-1743.51,8819.05,0.309429,9258.77,2819.44,1011.35,9203.37,552.202,1667.84
426.5,10436,-1613.73,8822.24,0.31066,9265.77,2832.42,920.358,9219.95,553.197,1543.7
427,10311.9,-1484.38,8827.55,0.311866,9274.95,2845.88,829.555,9237.78,554.267,1419.96
427.5,10190.4,-1355.48,8834.92,0.313048,9286.24,2859.79,738.878,9256.8,555.408,1296.66
428,10071.3,-1227.05,8844.26,0.314206,9299.55,2874.13,648.272,9276.93,556.616,1173.8
428.5,9954.62,-1099.12,8855.5,0.315339,9314.8,2888.88,557.682,9298.09,557.886,1051.42
429,9840.25,-971.695,8868.55,0.316449,9331.91,2904.03,467.059,9320.22,559.213,929.527
429.5,9728.15,-844.802,8883.35,0.317533,9350.81,2919.55,376.355,9343.23,560.594,808.141
430,9618.28,-718.458,8899.82,0.318593,9371.42,2935.42,285.528,9367.07,562.024,687.28
430.5,9510.57,-592.683,8917.89,0.319628,9393.66,2951.62,194.536,9391.64,563.499,566.963
431,9404.98,-467.494,8937.49,0.320639,9417.46,2968.13,103.343,9416.89,565.013,447.207
431.5,9301.47,-342.91,8958.56,0.321624,9442.75,2984.93,11.9144,9442.74,566.565,328.029
432,9199.97,-218.949,8981.02,0.322585,9469.46,3002,-79.7815,9469.13,568.148,209.448
432.5,9100.45,-95.629,9004.82,0.32352,9497.53,3019.32,-171.773,9495.97,569.758,91.479
433,9002.85,27.0328,9029.88,0.32443,9526.88,3036.87,-264.086,9523.21,571.393,-25.8597
433.5,8907.14,149.019,9056.16,0.325314,9557.45,3054.62,-356.743,9550.79,573.047,-142.552
434,8813.27,270.312,9083.59,0.326173,9589.17,3072.57,-449.766,9578.62,574.717,-258.582
434.5,8721.2,390.896,9112.1,0.327007,9621.99,3090.68,-543.171,9606.65,576.399,-373.933
435,8630.89,510.754,9141.65,0.327815,9655.84,3108.94,-636.974,9634.81,578.088,-488.59
435.5,8542.3,629.87,9172.17,0.328597,9690.66,3127.33,-731.189,9663.04,579.782,-602.536
436,8455.39,748.228,9203.62,0.329354,9726.4,3145.83,-825.826,9691.28,581.477,-715.758
436.5,8370.12,865.812,9235.94,0.330085,9762.99,3164.41,-920.894,9719.46,583.168,-828.239
437,8286.46,982.607,9269.07,0.33079,9800.38,3183.07,-1016.4,9747.54,584.852,-939.965
437.5,8204.37,1098.6,9302.97,0.331469,9838.52,3201.77,-1112.34,9775.44,586.526,-1050.92
438,8123.81,1213.77,9337.58,0.332121,9877.35,3220.5,-1208.73,9803.11,588.187,-1161.1
438.5,8044.75,1328.11,9372.86,0.332748,9916.81,3239.24,-1305.57,9830.5,589.83,-1270.47
439,7967.16,1441.6,9408.76,0.333348,9956.87,3257.98,-1402.84,9857.55,591.453,-1379.04
439.5,7891.01,1554.22,9445.24,0.333923,9997.46,3276.68,-1500.56,9884.2,593.052,-1486.78
440,7816.26,1665.98,9482.24,0.334471,10038.5,3295.34,-1598.7,9910.41,594.625,-1593.68
440.5,7742.89,1776.84,9519.73,0.334992,10080,3313.94,-1697.28,9936.13,596.168,-1699.73
441,7670.86,1886.8,9557.66,0.335487,10122,3332.45,-1796.27,9961.3,597.678,-1804.92
441.5,7600.14,1995.85,9595.99,0.335956,10164.2,3350.86,-1895.67,9985.87,599.152,-1909.24
442,7530.71,2103.97,9634.68,0.336398,10206.8,3369.15,-1995.47,10009.8,600.589,-2012.66
442.5,7462.54,2211.15,9673.69,0.336814,10249.6,3387.3,-2095.65,10033.1,601.984,-2115.19
443,7395.6,2317.38,9712.98,0.337203,10292.6,3405.3,-2196.2,10055.6,603.335,-2216.81
443.5,7329.87,2422.64,9752.51,0.337565,10335.8,3423.13,-2297.11,10077.3,604.64,-2317.51
444,7265.32,2526.93,9792.25,0.337901,10379.2,3440.77,-2398.35,10098.3,605.896,-2417.27
444.5,7201.92,2630.24,9832.16,0.33821,10422.6,3458.2,-2499.91,10118.3,607.101,-2516.1
445,7139.65,2732.55,9872.2,0.338492,10466.1,3475.42,-2601.78,10137.5,608.252,-2613.97
445.5,7078.49,2833.86,9912.35,0.338747,10509.6,3492.4,-2703.92,10155.8,609.348,-2710.88
446,7018.42,2934.15,9952.56,0.338976,10553.1,3509.12,-2806.32,10173.1,610.386,-2806.82
446.5,6959.4,3033.41,9992.81,0.339178,10596.5,3525.58,-2908.96,10189.4,611.364,-2901.77
447,6901.43,3131.64,10033.1,0.339352,10639.9,3541.76,-3011.81,10204.7,612.281,-2995.74
447.5,6844.47,3228.82,10073.3,0.3395,10683.1,3557.64,-3114.86,10218.9,613.134,-3088.71
448,6788.51,3324.96,10113.5,0.339622,10726.1,3573.2,-3218.07,10232,613.921,-3180.67
448.5,6733.53,3420.03,10153.6,0.339716,10769,3588.44,-3321.42,10244,614.641,-3271.61
449,6679.51,3514.03,10193.5,0.339783,10811.7,3603.34,-3424.89,10254.9,615.292,-3361.53
449.5,6626.42,3606.96,10233.4,0.339823,10854.1,3617.89,-3528.45,10264.6,615.873,-3450.43
450,6574.25,3698.8,10273,0.339837,10896.2,3632.07,-3632.07,10273,616.383,-3538.28
450.5,6522.98,3789.55,10312.5,0.339823,10938,3645.87,-3735.73,10280.3,616.819,-3625.09
451,6472.59,3879.2,10351.8,0.339783,10979.5,3659.28,-3839.39,10286.3,617.181,-3710.85
451.5,6423.07,3967.74,10390.8,0.339716,11020.6,3672.29,-3943.03,10291.1,617.467,-3795.56
452,6374.39,4055.18,10429.6,0.339622,11061.4,3684.88,-4046.62,10294.6,617.677,-3879.2
452.5,6326.54,4141.5,10468,0.3395,11101.7,3697.05,-4150.14,10296.8,617.809,-3961.77
453,6279.51,4226.69,10506.2,0.339352,11141.6,3708.78,-4253.55,10297.7,617.862,-4043.27
453.5,6233.28,4310.76,10544,0.339178,11181,3720.06,-4356.82,10297.3,617.836,-4123.69
454,6187.82,4393.7,10581.5,0.338976,11220,3730.89,-4459.93,10295.5,617.73,-4203.03
454.5,6143.14,4475.5,10618.6,0.338747,11258.4,3741.24,-4562.84,10292.4,617.542,-4281.28
455,6099.2,4556.16,10655.4,0.338492,11296.4,3751.12,-4665.53,10287.9,617.273,-4358.44
455.5,6056.01,4635.67,10691.7,0.33821,11333.7,3760.52,-4767.96,10282,616.922,-4434.5
456,6013.54,4714.04,10727.6,0.337901,11370.6,3769.42,-4870.11,10274.8,616.488,-4509.47
456.5,5971.77,4791.26,10763,0.337565,11406.8,3777.82,-4971.94,10266.2,615.971,-4583.33
457,5930.7,4867.32,10798,0.337203,11442.4,3785.71,-5073.44,10256.2,615.37,-4656.09
457.5,5890.32,4942.22,10832.5,0.336814,11477.4,3793.08,-5174.56,10244.8,614.686,-4727.75
458,5850.6,5015.96,10866.6,0.336398,11511.8,3799.92,-5275.28,10232,613.918,-4798.29
458.5,5811.54,5088.55,10900.1,0.335956,11545.5,3806.24,-5375.57,10217.8,613.066,-4867.72
459,5773.13,5159.97,10933.1,0.335487,11578.6,3812.02,-5475.4,10202.2,612.129,-4936.04
459.5,5735.34,5230.22,10965.6,0.334992,11611,3817.25,-5574.74,10185.2,611.109,-5003.25
460,5698.18,5299.31,10997.5,0.334471,11642.7,3821.94,-5673.57,10166.7,610.005,-5069.34
460.5,5661.63,5367.24,11028.9,0.333923,11673.7,3826.07,-5771.85,10146.9,608.817,-5134.32
461,5625.68,5434,11059.7,0.333348,11704,3829.64,-5869.56,10125.7,607.545,-5198.18
461.5,5590.31,5499.59,11089.9,0.332748,11733.5,3832.65,-5966.68,10103.2,606.19,-5260.93
462,5555.52,5564.02,11119.5,0.332121,11762.3,3835.09,-6063.17,10079.2,604.751,-5322.56
462.5,5521.29,5627.28,11148.6,0.331469,11790.4,3836.97,-6159.01,10053.8,603.23,-5383.08
463,5487.62,5689.38,11177,0.33079,11817.7,3838.27,-6254.17,10027.1,601.627,-5442.49
463.5,5454.49,5750.32,11204.8,0.330085,11844.2,3838.99,-6348.63,9999.03,599.942,-5500.78
464,5421.9,5810.09,11232,0.329354,11870,3839.13,-6442.36,9969.59,598.175,-5557.96
464.5,5389.84,5868.71,11258.5,0.328597,11895,3838.7,-6535.34,9938.8,596.328,-5614.03
465,5358.29,5926.17,11284.5,0.327815,11919.2,3837.68,-6627.55,9906.69,594.401,-5669
465.5,5327.25,5982.47,11309.7,0.327007,11942.6,3836.08,-6718.95,9873.24,592.395,-5722.86
466,5296.7,6037.63,11334.3,0.326173,11965.2,3833.89,-6809.54,9838.49,590.31,-5775.62
466.5,5266.65,6091.63,11358.3,0.325314,11987,3831.12,-6899.28,9802.45,588.147,-5827.28
467,5237.08,6144.49,11381.6,0.32443,12008,3827.77,-6988.16,9765.11,585.907,-5877.84
467.5,5207.98,6196.21,11404.2,0.32352,12028.2,3823.82,-7076.15,9726.51,583.591,-5927.31
468,5179.34,6246.79,11426.1,0.322585,12047.5,3819.3,-7163.24,9686.66,581.2,-5975.7
468.5,5151.16,6296.23,11447.4,0.321624,12066.1,3814.19,-7249.4,9645.57,578.734,-6023
469,5123.42,6344.55,11468,0.320639,12083.8,3808.5,-7334.61,9603.26,576.195,-6069.22
469.5,5096.13,6391.74,11487.9,0.319628,12100.8,3802.22,-7418.86,9559.74,573.584,-6114.37
470,5069.27,6437.82,11507.1,0.318593,12116.8,3795.37,-7502.14,9515.04,570.902,-6158.44
470.5,5042.84,6482.78,11525.6,0.317533,12132.1,3787.94,-7584.41,9469.16,568.15,-6201.45
471,5016.82,6526.64,11543.5,0.316449,12146.6,3779.93,-7665.68,9422.14,565.328,-6243.41
471.5,4991.21,6569.39,11560.6,0.315339,12160.2,3771.36,-7745.91,9373.98,562.439,-6284.3
472,4966.01,6611.05,11577.1,0.314206,12173,3762.21,-7825.11,9324.72,559.483,-6324.16
472.5,4941.21,6651.62,11592.8,0.313048,12185,3752.5,-7903.24,9274.36,556.462,-6362.97
473,4916.8,6691.11,11607.9,0.311866,12196.2,3742.23,-7980.31,9222.93,553.376,-6400.74
473.5,4892.77,6729.52,11622.3,0.31066,12206.6,3731.39,-8056.29,9170.45,550.227,-6437.49
474,4869.12,6766.87,11636,0.309429,12216.2,3720.01,-8131.18,9116.94,547.017,-6473.21
474.5,4845.84,6803.16,11649,0.308175,12224.9,3708.07,-8204.96,9062.42,543.745,-6507.93
475,4822.93,6838.4,11661.3,0.306898,12232.9,3695.59,-8277.63,9006.92,540.415,-6541.63
475.5,4800.37,6872.59,11673,0.305596,12240.1,3682.57,-8349.17,8950.46,537.027,-6574.34
476,4778.17,6905.75,11683.9,0.304271,12246.5,3669.01,-8419.58,8893.05,533.583,-6606.06
476.5,4756.32,6937.88,11694.2,0.302923,12252.1,3654.93,-8488.84,8834.72,530.083,-6636.8
477,4734.81,6968.99,11703.8,0.301552,12256.9,3640.32,-8556.96,8775.49,526.53,-6666.56
477.5,4713.64,6999.1,11712.7,0.300157,12260.9,3625.19,-8623.92,8715.4,522.924,-6695.36
478,4692.8,7028.2,11721,0.29874,12264.2,3609.55,-8689.72,8654.45,519.267,-6723.2
478.5,4672.28,7056.32,11728.6,0.297299,12266.7,3593.4,-8754.35,8592.67,515.56,-6750.1
479,4652.09,7083.46,11735.5,0.295836,12268.5,3576.76,-8817.81,8530.09,511.806,-6776.06
479.5,4632.21,7109.62,11741.8,0.294351,12269.5,3559.62,-8880.09,8466.73,508.004,-6801.09
480,4612.65,7134.83,11747.5,0.292843,12269.8,3542,-8941.2,8402.62,504.157,-6825.21
480.5,4593.39,7159.09,11752.5,0.291313,12269.4,3523.9,-9001.13,8337.77,500.266,-6848.41
481,4574.43,7182.41,11756.8,0.28976,12268.3,3505.32,-9059.87,8272.21,496.332,-6870.72
481.5,4555.77,7204.8,11760.6,0.288186,12266.4,3486.28,-9117.43,8205.96,492.358,-6892.14
482,4537.4,7226.28,11763.7,0.28659,12263.9,3466.79,-9173.8,8139.05,488.343,-6912.69
482.5,4519.32,7246.85,11766.2,0.284972,12260.7,3446.84,-9229,8071.5,484.29,-6932.36
483,4501.53,7266.53,11768.1,0.283333,12256.7,3426.46,-9283.01,8003.34,480.2,-6951.19
483.5,4484.01,7285.32,11769.3,0.281672,12252.2,3405.64,-9335.84,7934.58,476.075,-6969.17
484,4466.77,7303.25,11770,0.27999,12246.9,3384.39,-9387.5,7865.26,471.916,-6986.32
484.5,4449.8,7320.32,11770.1,0.278287,12241.1,3362.73,-9437.98,7795.39,467.723,-7002.64
485,4433.1,7336.54,11769.6,0.276563,12234.5,3340.65,-9487.28,7725,463.5,-7018.16
485.5,4416.66,7351.92,11768.6,0.274818,12227.4,3318.18,-9535.43,7654.11,459.246,-7032.88
486,4400.47,7366.49,11767,0.273053,12219.7,3295.31,-9582.41,7582.74,454.964,-7046.81
486.5,4384.55,7380.24,11764.8,0.271267,12211.3,3272.05,-9628.23,7510.92,450.655,-7059.97
487,4368.88,7393.2,11762.1,0.269461,12202.4,3248.42,-9672.9,7438.66,446.32,-7072.36
487.5,4353.45,7405.38,11758.8,0.267635,12192.9,3224.43,-9716.43,7366,441.96,-7084.01
488,4338.27,7416.78,11755.1,0.265789,12182.8,3200.07,-9758.82,7292.95,437.577,-7094.92
488.5,4323.33,7427.43,11750.8,0.263923,12172.2,3175.36,-9800.09,7219.53,433.172,-7105.11
489,4308.63,7437.34,11746,0.262037,12161.1,3150.31,-9840.23,7145.77,428.746,-7114.58
489.5,4294.16,7446.51,11740.7,0.260132,12149.4,3124.93,-9879.26,7071.69,424.301,-7123.36
490,4279.93,7454.97,11734.9,0.258208,12137.3,3099.23,-9917.19,6997.31,419.838,-7131.45
490.5,4265.92,7462.72,11728.6,0.256264,12124.6,3073.2,-9954.02,6922.64,415.359,-7138.87
491,4252.14,7469.78,11721.9,0.254302,12111.4,3046.87,-9989.77,6847.72,410.863,-7145.62
491.5,4238.57,7476.17,11714.7,0.252321,12097.8,3020.24,-10024.5,6772.55,406.353,-7151.73
492,4225.23,7481.9,11707.1,0.250321,12083.7,2993.32,-10058.1,6697.17,401.83,-7157.21
492.5,4212.1,7486.98,11699.1,0.248303,12069.2,2966.12,-10090.6,6621.58,397.295,-7162.07
493,4199.19,7491.42,11690.6,0.246266,12054.3,2938.65,-10122.2,6545.82,392.749,-7166.32
493.5,4186.49,7495.24,11681.7,0.244212,12038.9,2910.91,-10152.7,6469.89,388.193,-7169.98
494,4173.99,7498.46,11672.4,0.242139,12023.2,2882.92,-10182.2,6393.81,383.629,-7173.05
494.5,4161.7,7501.09,11662.8,0.240049,12007.1,2854.68,-10210.7,6317.61,379.057,-7175.57
495,4149.61,7503.13,11652.7,0.237941,11990.6,2826.2,-10238.2,6241.3,374.478,-7177.53
495.5,4137.72,7504.62,11642.3,0.235816,11973.7,2797.5,-10264.7,6164.91,369.894,-7178.95
496,4126.02,7505.56,11631.6,0.233674,11956.5,2768.57,-10290.3,6088.43,365.306,-7179.84
496.5,4114.52,7505.96,11620.5,0.231514,11939,2739.42,-10314.9,6011.9,360.714,-7180.23
497,4103.21,7505.84,11609.1,0.229338,11921.2,2710.08,-10338.6,5935.33,356.12,-7180.12
497.5,4092.09,7505.22,11597.3,0.227145,11903.1,2680.53,-10361.4,5858.74,351.524,-7179.52
498,4081.16,7504.11,11585.3,0.224936,11884.7,2650.8,-10383.3,5782.13,346.928,-7178.46
498.5,4070.41,7502.52,11572.9,0.22271,11866,2620.88,-10404.3,5705.53,342.332,-7176.94
499,4059.85,7500.47,11560.3,0.220468,11847.1,2590.79,-10424.4,5628.95,337.737,-7174.98
499.5,4049.46,7497.97,11547.4,0.21821,11827.9,2560.54,-10443.7,5552.41,333.145,-7172.59
500,4039.25,7495.04,11534.3,0.215937,11808.5,2530.13,-10462.1,5475.91,328.555,-7169.79
500.5,4029.22,7491.69,11520.9,0.213648,11788.9,2499.56,-10479.7,5399.48,323.969,-7166.58
501,4019.36,7487.94,11507.3,0.211343,11769.2,2468.86,-10496.6,5323.12,319.387,-7162.99
501.5,4009.68,7483.8,11493.5,0.209024,11749.2,2438.02,-10512.6,5246.84,314.811,-7159.03
502,4000.16,7479.28,11479.4,0.206689,11729.1,2407.05,-10527.9,5170.67,310.24,-7154.71
502.5,3990.81,7474.4,11465.2,0.20434,11708.8,2375.96,-10542.4,5094.61,305.676,-7150.04
503,3981.63,7469.18,11450.8,0.201975,11688.4,2344.75,-10556.1,5018.67,301.12,-7145.05
503.5,3972.61,7463.63,11436.2,0.199597,11667.9,2313.44,-10569.2,4942.86,296.571,-7139.73
504,3963.75,7457.75,11421.5,0.197204,11647.2,2282.03,-10581.5,4867.19,292.032,-7134.11
504.5,3955.05,7451.58,11406.6,0.194797,11626.5,2250.52,-10593.2,4791.68,287.501,-7128.21
505,3946.52,7445.11,11391.6,0.192377,11605.7,2218.92,-10604.2,4716.33,282.98,-7122.02
505.5,3938.13,7438.37,11376.5,0.189942,11584.9,2187.24,-10614.5,4641.16,278.469,-7115.57
506,3929.91,7431.37,11361.3,0.187494,11563.9,2155.49,-10624.3,4566.16,273.97,-7108.87
506.5,3921.84,7424.12,11346,0.185033,11543,2123.67,-10633.4,4491.35,269.481,-7101.94
507,3913.91,7416.63,11330.5,0.182559,11522,2091.78,-10641.9,4416.74,265.005,-7094.78
507.5,3906.14,7408.93,11315.1,0.180071,11501,2059.83,-10649.8,4342.34,260.54,-7087.41
508,3898.52,7401.02,11299.5,0.177571,11480.1,2027.83,-10657.1,4268.14,256.089,-7079.84
508.5,3891.05,7392.92,11284,0.175059,11459.1,1995.79,-10664,4194.17,251.65,-7072.09
509,3883.72,7384.64,11268.4,0.172534,11438.2,1963.7,-10670.2,4120.41,247.225,-7064.17
509.5,3876.53,7376.19,11252.7,0.169997,11417.3,1931.57,-10676,4046.89,242.813,-7056.09
510,3869.49,7367.59,11237.1,0.167448,11396.5,1899.41,-10681.3,3973.6,238.416,-7047.86
510.5,3862.59,7358.85,11221.4,0.164887,11375.7,1867.23,-10686.1,3900.55,234.033,-7039.5
511,3855.83,7349.99,11205.8,0.162315,11355.1,1835.02,-10690.5,3827.75,229.665,-7031.02
511.5,3849.21,7341.01,11190.2,0.159731,11334.5,1802.79,-10694.4,3755.19,225.311,-7022.43
512,3842.73,7331.93,11174.7,0.157136,11314,1770.54,-10697.9,3682.89,220.973,-7013.75
512.5,3836.38,7322.76,11159.1,0.15453,11293.7,1738.29,-10700.9,3610.84,216.65,-7004.98
513,3830.17,7313.52,11143.7,0.151914,11273.5,1706.02,-10703.6,3539.05,212.343,-6996.14
513.5,3824.09,7304.21,11128.3,0.149286,11253.5,1673.76,-10705.9,3467.52,208.051,-6987.23
514,3818.14,7294.85,11113,0.146649,11233.6,1641.49,-10707.9,3396.25,203.775,-6978.28
514.5,3812.33,7285.45,11097.8,0.144001,11213.8,1609.23,-10709.5,3325.25,199.515,-6969.29
515,3806.64,7276.03,11082.7,0.141343,11194.3,1576.97,-10710.8,3254.52,195.271,-6960.27
515.5,3801.09,7266.58,11067.7,0.138675,11175,1544.73,-10711.7,3184.05,191.043,-6951.24
516,3795.66,7257.14,11052.8,0.135998,11155.8,1512.49,-10712.4,3113.85,186.831,-6942.21
516.5,3790.36,7247.7,11038.1,0.133311,11136.9,1480.27,-10712.8,3043.92,182.635,-6933.18
517,3785.19,7238.28,11023.5,0.130615,11118.2,1448.07,-10713,2974.26,178.455,-6924.17
517.5,3780.14,7228.89,11009,0.12791,11099.7,1415.89,-10712.9,2904.86,174.292,-6915.18
