alpha_deg,P_gas_N,F_in_N,F_sum_N,beta_rad,K_N,N_N,Z_N,T_N,M_Nm,a_p_mps2
187,1198.34,7910.33,9108.67,-0.0406343,9116.19,-370.328,-9085.91,-742.5,-40.8375,-4110.08
187.5,1198.9,7915.25,9114.15,-0.0435225,9122.79,-396.921,-9087.98,-796.11,-43.7861,-4112.64
188,1199.49,7920.49,9119.99,-0.0464077,9129.81,-423.541,-9090.18,-849.837,-46.741,-4115.36
188.5,1200.13,7926.05,9126.17,-0.0492898,9137.27,-450.191,-9092.47,-903.688,-49.7028,-4118.24
189,1200.8,7931.9,9132.7,-0.0521685,9145.15,-476.872,-9094.86,-957.669,-52.6718,-4121.29
189.5,1201.51,7938.06,9139.58,-0.0550437,9153.44,-503.584,-9097.35,-1011.79,-55.6483,-4124.49
190,1202.27,7944.52,9146.78,-0.0579151,9162.15,-530.33,-9099.91,-1066.05,-58.6327,-4127.84
190.5,1203.06,7951.26,9154.32,-0.0607826,9171.26,-557.11,-9102.56,-1120.46,-61.6254,-4131.35
191,1203.89,7958.29,9162.18,-0.063646,9180.77,-583.924,-9105.26,-1175.03,-64.6267,-4135
191.5,1204.76,7965.6,9170.36,-0.066505,9190.68,-610.775,-9108.03,-1229.76,-67.6369,-4138.79
192,1205.67,7973.17,9178.85,-0.0693595,9200.97,-637.663,-9110.84,-1284.66,-70.6564,-4142.73
192.5,1206.63,7981.01,9187.64,-0.0722093,9211.64,-664.588,-9113.7,-1339.73,-73.6854,-4146.8
193,1207.62,7989.11,9196.73,-0.0750541,9222.69,-691.551,-9116.58,-1394.99,-76.7243,-4151.01
193.5,1208.65,7997.45,9206.1,-0.0778939,9234.1,-718.553,-9119.48,-1450.42,-79.7733,-4155.34
194,1209.73,8006.04,9215.76,-0.0807283,9245.88,-745.593,-9122.39,-1506.05,-82.8327,-4159.81
194.5,1210.84,8014.86,9225.7,-0.0835572,9258,-772.672,-9125.3,-1561.87,-85.9028,-4164.39
195,1212,8023.9,9235.9,-0.0863804,9270.46,-799.79,-9128.19,-1617.89,-88.9838,-4169.09
195.5,1213.2,8033.16,9246.35,-0.0891977,9283.26,-826.947,-9131.06,-1674.11,-92.076,-4173.9
196,1214.44,8042.62,9257.06,-0.0920089,9296.38,-854.143,-9133.89,-1730.54,-95.1795,-4178.81
196.5,1215.72,8052.28,9268,-0.0948138,9309.82,-881.377,-9136.67,-1787.17,-98.2945,-4183.83
197,1217.04,8062.13,9279.18,-0.0976122,9323.56,-908.648,-9139.38,-1844.02,-101.421,-4188.95
197.5,1218.41,8072.16,9290.57,-0.100404,9337.6,-935.957,-9142.02,-1901.09,-104.56,-4194.16
198,1219.82,8082.36,9302.18,-0.103189,9351.92,-963.301,-9144.58,-1958.38,-107.711,-4199.46
198.5,1221.27,8092.72,9313.99,-0.105966,9366.53,-990.681,-9147.02,-2015.89,-110.874,-4204.84
199,1222.77,8103.22,9325.99,-0.108737,9381.4,-1018.09,-9149.36,-2073.62,-114.049,-4210.3
199.5,1224.31,8113.86,9338.17,-0.1115,9396.52,-1045.54,-9151.56,-2131.58,-117.237,-4215.83
200,1225.89,8124.63,9350.52,-0.114255,9411.89,-1073.02,-9153.61,-2189.76,-120.437,-4221.43
200.5,1227.52,8135.52,9363.03,-0.117003,9427.49,-1100.53,-9155.51,-2248.17,-123.649,-4227.08
201,1229.19,8146.5,9375.7,-0.119742,9443.31,-1128.06,-9157.23,-2306.81,-126.875,-4232.79
201.5,1230.91,8157.59,9388.49,-0.122473,9459.35,-1155.62,-9158.75,-2365.68,-130.113,-4238.55
202,1232.67,8168.75,9401.42,-0.125196,9475.58,-1183.2,-9160.08,-2424.78,-133.363,-4244.35
202.5,1234.48,8179.98,9414.45,-0.12791,9492,-1210.81,-9161.18,-2484.11,-136.626,-4250.18
203,1236.33,8191.26,9427.59,-0.130615,9508.59,-1238.43,-9162.04,-2543.67,-139.902,-4256.04
203.5,1238.23,8202.59,9440.82,-0.133311,9525.34,-1266.07,-9162.65,-2603.45,-143.19,-4261.93
204,1240.18,8213.95,9454.13,-0.135998,9542.24,-1293.73,-9162.98,-2663.46,-146.491,-4267.83
204.5,1242.17,8225.33,9467.5,-0.138675,9559.27,-1321.39,-9163.03,-2723.7,-149.803,-4273.75
205,1244.22,8236.71,9480.93,-0.141343,9576.43,-1349.06,-9162.78,-2784.15,-153.128,-4279.66
205.5,1246.31,8248.09,9494.4,-0.144001,9593.69,-1376.73,-9162.2,-2844.83,-156.465,-4285.57
206,1248.45,8259.44,9507.89,-0.146649,9611.05,-1404.4,-9161.28,-2905.72,-159.814,-4291.47
206.5,1250.63,8270.76,9521.39,-0.149286,9628.49,-1432.07,-9160.01,-2966.82,-163.175,-4297.35
207,1252.87,8282.03,9534.9,-0.151914,9645.99,-1459.73,-9158.36,-3028.13,-166.547,-4303.21
207.5,1255.16,8293.24,9548.39,-0.15453,9663.54,-1487.38,-9156.32,-3089.64,-169.93,-4309.03
208,1257.49,8304.36,9561.86,-0.157136,9681.13,-1515.01,-9153.87,-3151.35,-173.324,-4314.81
208.5,1259.88,8315.4,9575.28,-0.159731,9698.75,-1542.61,-9150.99,-3213.25,-176.729,-4320.55
209,1262.32,8326.33,9588.65,-0.162315,9716.36,-1570.2,-9147.67,-3275.35,-180.144,-4326.23
209.5,1264.81,8337.14,9601.95,-0.164887,9733.97,-1597.75,-9143.88,-3337.62,-183.569,-4331.84
210,1267.35,8347.81,9615.17,-0.167448,9751.56,-1625.26,-9139.61,-3400.07,-187.004,-4337.39
210.5,1269.95,8358.34,9628.28,-0.169997,9769.1,-1652.73,-9134.84,-3462.68,-190.448,-4342.85
211,1272.6,8368.69,9641.29,-0.172534,9786.59,-1680.16,-9129.54,-3525.46,-193.9,-4348.24
211.5,1275.3,8378.87,9654.17,-0.175059,9804.01,-1707.53,-9123.71,-3588.38,-197.361,-4353.52
212,1278.06,8388.85,9666.9,-0.177571,9821.34,-1734.84,-9117.32,-3651.45,-200.83,-4358.71
212.5,1280.87,8398.61,9679.48,-0.180071,9838.56,-1762.09,-9110.36,-3714.65,-204.306,-4363.78
213,1283.74,8408.15,9691.89,-0.182559,9855.67,-1789.26,-9102.8,-3777.98,-207.789,-4368.74
213.5,1286.66,8417.45,9704.11,-0.185033,9872.63,-1816.36,-9094.63,-3841.42,-211.278,-4373.57
214,1289.64,8426.48,9716.13,-0.187494,9889.44,-1843.37,-9085.83,-3904.97,-214.773,-4378.26
214.5,1292.68,8435.25,9727.93,-0.189942,9906.08,-1870.29,-9076.38,-3968.6,-218.273,-4382.81
215,1295.78,8443.71,9739.49,-0.192377,9922.54,-1897.11,-9066.26,-4032.32,-221.778,-4387.22
215.5,1298.93,8451.88,9750.81,-0.194797,9938.78,-1923.83,-9055.46,-4096.11,-225.286,-4391.46
216,1302.15,8459.71,9761.86,-0.197204,9954.8,-1950.43,-9043.94,-4159.95,-228.797,-4395.53
216.5,1305.42,8467.21,9772.63,-0.199597,9970.58,-1976.91,-9031.71,-4223.83,-232.311,-4399.42
217,1308.76,8474.35,9783.11,-0.201975,9986.11,-2003.26,-9018.73,-4287.75,-235.826,-4403.13
217.5,1312.16,8481.12,9793.28,-0.20434,10001.4,-2029.48,-9005,-4351.68,-239.342,-4406.65
218,1315.62,8487.5,9803.12,-0.206689,10016.3,-2055.55,-8990.49,-4415.61,-242.858,-4409.97
218.5,1319.14,8493.47,9812.61,-0.209024,10030.9,-2081.47,-8975.18,-4479.52,-246.374,-4413.07
219,1322.73,8499.02,9821.75,-0.211343,10045.3,-2107.23,-8959.06,-4543.41,-249.887,-4415.95
219.5,1326.38,8504.13,9830.52,-0.213648,10059.2,-2132.82,-8942.11,-4607.24,-253.398,-4418.61
220,1330.1,8508.79,9838.89,-0.215937,10072.8,-2158.23,-8924.31,-4671.02,-256.906,-4421.03
220.5,1333.89,8512.97,9846.86,-0.21821,10086,-2183.45,-8905.65,-4734.71,-260.409,-4423.2
221,1337.74,8516.66,9854.4,-0.220468,10098.8,-2208.48,-8886.1,-4798.31,-263.907,-4425.12
221.5,1341.66,8519.85,9861.51,-0.22271,10111.2,-2233.3,-8865.67,-4861.79,-267.398,-4426.77
222,1345.65,8522.52,9868.16,-0.224936,10123.2,-2257.91,-8844.31,-4925.14,-270.883,-4428.16
222.5,1349.71,8524.64,9874.35,-0.227145,10134.7,-2282.3,-8822.03,-4988.33,-274.358,-4429.26
223,1353.84,8526.21,9880.05,-0.229338,10145.7,-2306.45,-8798.8,-5051.35,-277.824,-4430.08
223.5,1358.04,8527.2,9885.25,-0.231514,10156.2,-2330.36,-8774.62,-5114.17,-281.279,-4430.6
224,1362.32,8527.61,9889.93,-0.233674,10166.2,-2354.02,-8749.46,-5176.78,-284.723,-4430.81
224.5,1366.67,8527.41,9894.08,-0.235816,10175.7,-2377.41,-8723.3,-5239.16,-288.154,-4430.7
225,1371.09,8526.59,9897.68,-0.237941,10184.6,-2400.54,-8696.15,-5301.28,-291.57,-4430.27
225.5,1375.59,8525.12,9900.71,-0.240049,10193,-2423.38,-8667.98,-5363.12,-294.971,-4429.51
226,1380.17,8523,9903.17,-0.242139,10200.8,-2445.94,-8638.78,-5424.65,-298.356,-4428.41
226.5,1384.82,8520.21,9905.03,-0.244212,10207.9,-2468.19,-8608.53,-5485.87,-301.723,-4426.96
227,1389.56,8516.73,9906.29,-0.246266,10214.5,-2490.13,-8577.23,-5546.74,-305.07,-4425.15
227.5,1394.37,8512.54,9906.91,-0.248303,10220.4,-2511.75,-8544.87,-5607.23,-308.398,-4422.98
228,1399.26,8507.64,9906.9,-0.250321,10225.6,-2533.03,-8511.42,-5667.33,-311.703,-4420.43
228.5,1404.24,8501.99,9906.23,-0.252321,10230.2,-2553.98,-8476.89,-5727.01,-314.986,-4417.49
229,1409.31,8495.59,9904.89,-0.254302,10234,-2574.57,-8441.25,-5786.25,-318.244,-4414.17
229.5,1414.45,8488.42,9902.87,-0.256264,10237.2,-2594.8,-8404.5,-5845.01,-321.476,-4410.44
230,1419.69,8480.46,9900.15,-0.258208,10239.6,-2614.66,-8366.64,-5903.28,-324.68,-4406.31
230.5,1425.01,8471.7,9896.71,-0.260132,10241.3,-2634.14,-8327.65,-5961.03,-327.856,-4401.76
231,1430.42,8462.13,9892.54,-0.262037,10242.2,-2653.22,-8287.52,-6018.22,-331.002,-4396.78
231.5,1435.92,8451.72,9887.63,-0.263923,10242.3,-2671.9,-8246.24,-6074.85,-334.117,-4391.37
232,1441.51,8440.46,9881.97,-0.265789,10241.6,-2690.16,-8203.82,-6130.87,-337.198,-4385.52
232.5,1447.19,8428.34,9875.53,-0.267635,10240.1,-2708,-8160.24,-6186.26,-340.244,-4379.23
233,1452.97,8415.33,9868.31,-0.269461,10237.7,-2725.41,-8115.5,-6240.99,-343.254,-4372.47
233.5,1458.85,8401.44,9860.29,-0.271267,10234.5,-2742.37,-8069.59,-6295.03,-346.227,-4365.25
234,1464.82,8386.63,9851.45,-0.273053,10230.5,-2758.87,-8022.51,-6348.37,-349.16,-4357.56
234.5,1470.89,8370.91,9841.79,-0.274818,10225.5,-2774.92,-7974.26,-6400.96,-352.053,-4349.39
235,1477.06,8354.24,9831.3,-0.276563,10219.6,-2790.48,-7924.83,-6452.77,-354.903,-4340.73
235.5,1483.33,8336.62,9819.95,-0.278287,10212.9,-2805.56,-7874.22,-6503.79,-357.709,-4331.57
236,1489.71,8318.03,9807.74,-0.27999,10205.1,-2820.15,-7822.43,-6553.98,-360.469,-4321.91
236.5,1496.19,8298.46,9794.66,-0.281672,10196.5,-2834.23,-7769.46,-6603.31,-363.182,-4311.75
237,1502.78,8277.9,9780.68,-0.283333,10186.8,-2847.8,-7715.31,-6651.75,-365.846,-4301.06
237.5,1509.48,8256.33,9765.81,-0.284972,10176.2,-2860.85,-7659.98,-6699.27,-368.46,-4289.85
238,1516.29,8233.74,9750.02,-0.28659,10164.6,-2873.36,-7603.47,-6745.84,-371.021,-4278.11
238.5,1523.21,8210.11,9733.32,-0.288186,10152,-2885.33,-7545.79,-6791.44,-373.529,-4265.84
239,1530.24,8185.43,9715.67,-0.28976,10138.3,-2896.74,-7486.94,-6836.02,-375.981,-4253.02
239.5,1537.39,8159.69,9697.09,-0.291313,10123.6,-2907.6,-7426.92,-6879.57,-378.377,-4239.64
240,1544.66,8132.88,9677.54,-0.292843,10107.9,-2917.89,-7365.74,-6922.05,-380.713,-4225.71
240.5,1552.05,8104.99,9657.04,-0.294351,10091,-2927.6,-7303.4,-6963.44,-382.989,-4211.22
241,1559.56,8075.99,9635.55,-0.295836,10073.1,-2936.72,-7239.92,-7003.69,-385.203,-4196.15
241.5,1567.19,8045.89,9613.08,-0.297299,10054.1,-2945.25,-7175.3,-7042.79,-387.353,-4180.51
242,1574.95,8014.66,9589.61,-0.29874,10034,-2953.18,-7109.55,-7080.69,-389.438,-4164.29
242.5,1582.84,7982.3,9565.14,-0.300157,10012.8,-2960.49,-7042.68,-7117.38,-391.456,-4147.47
243,1590.86,7948.8,9539.66,-0.301552,9990.46,-2967.19,-6974.7,-7152.82,-393.405,-4130.07
243.5,1599.01,7914.14,9513.15,-0.302923,9966.96,-2973.26,-6905.62,-7186.99,-395.284,-4112.06
244,1607.3,7878.32,9485.62,-0.304271,9942.31,-2978.7,-6835.45,-7219.84,-397.091,-4093.45
244.5,1615.72,7841.32,9457.04,-0.305596,9916.49,-2983.49,-6764.22,-7251.36,-398.825,-4074.22
245,1624.28,7803.14,9427.42,-0.306898,9889.5,-2987.64,-6691.92,-7281.51,-400.483,-4054.38
245.5,1632.99,7763.76,9396.75,-0.308175,9861.33,-2991.14,-6618.59,-7310.27,-402.065,-4033.92
246,1641.84,7723.17,9365.01,-0.309429,9831.95,-2993.98,-6544.23,-7337.6,-403.568,-4012.83
246.5,1650.83,7681.38,9332.21,-0.31066,9801.38,-2996.15,-6468.86,-7363.48,-404.992,-3991.12
247,1659.98,7638.36,9298.34,-0.311866,9769.59,-2997.65,-6392.5,-7387.89,-406.334,-3968.76
247.5,1669.28,7594.1,9263.38,-0.313048,9736.59,-2998.48,-6315.17,-7410.78,-407.593,-3945.77
248,1678.73,7548.61,9227.34,-0.314206,9702.35,-2998.62,-6236.9,-7432.14,-408.768,-3922.13
248.5,1688.34,7501.87,9190.22,-0.315339,9666.88,-2998.08,-6157.69,-7451.94,-409.857,-3897.85
249,1698.12,7453.88,9152,-0.316449,9630.17,-2996.84,-6077.58,-7470.15,-410.858,-3872.91
249.5,1708.05,7404.62,9112.68,-0.317533,9592.2,-2994.92,-5996.58,-7486.75,-411.771,-3847.32
250,1718.16,7354.1,9072.25,-0.318593,9552.99,-2992.29,-5914.73,-7501.7,-412.594,-3821.07
250.5,1728.43,7302.29,9030.72,-0.319628,9512.51,-2988.96,-5832.04,-7515,-413.325,-3794.15
251,1738.88,7249.21,8988.08,-0.320639,9470.77,-2984.93,-5748.54,-7526.6,-413.963,-3766.57
251.5,1749.5,7194.83,8944.33,-0.321624,9427.76,-2980.19,-5664.26,-7536.49,-414.507,-3738.32
252,1760.3,7139.17,8899.47,-0.322585,9383.47,-2974.74,-5579.23,-7544.65,-414.956,-3709.39
252.5,1771.28,7082.2,8853.48,-0.32352,9337.91,-2968.57,-5493.47,-7551.05,-415.308,-3679.79
253,1782.46,7023.92,8806.38,-0.32443,9291.07,-2961.7,-5407.02,-7555.67,-415.562,-3649.52
253.5,1793.82,6964.34,8758.16,-0.325314,9242.95,-2954.11,-5319.91,-7558.48,-415.717,-3618.56
254,1805.37,6903.45,8708.82,-0.326173,9193.54,-2945.8,-5232.16,-7559.48,-415.771,-3586.92
254.5,1817.12,6841.23,8658.35,-0.327007,9142.85,-2936.78,-5143.81,-7558.63,-415.725,-3554.59
255,1829.07,6777.7,8606.77,-0.327815,9090.88,-2927.04,-5054.9,-7555.93,-415.576,-3521.58
255.5,1841.23,6712.83,8554.06,-0.328597,9037.61,-2916.58,-4965.45,-7551.34,-415.324,-3487.88
256,1853.6,6646.65,8500.24,-0.329354,8983.07,-2905.41,-4875.5,-7544.87,-414.968,-3453.49
256.5,1866.17,6579.13,8445.3,-0.330085,8927.24,-2893.53,-4785.09,-7536.48,-414.506,-3418.41
257,1878.97,6510.27,8389.24,-0.33079,8870.13,-2880.93,-4694.26,-7526.16,-413.939,-3382.63
257.5,1891.99,6440.09,8332.07,-0.331469,8811.74,-2867.62,-4603.04,-7513.9,-413.265,-3346.16
258,1905.23,6368.57,8273.79,-0.332121,8752.07,-2853.6,-4511.47,-7499.69,-412.483,-3309
258.5,1918.7,6295.71,8214.41,-0.332748,8691.13,-2838.88,-4419.58,-7483.52,-411.593,-3271.15
259,1932.41,6221.51,8153.91,-0.333348,8628.92,-2823.46,-4327.43,-7465.36,-410.595,-3232.59
259.5,1946.35,6145.97,8092.32,-0.333923,8565.44,-2807.34,-4235.04,-7445.22,-409.487,-3193.34
260,1960.54,6069.09,8029.64,-0.334471,8500.71,-2790.52,-4142.46,-7423.08,-408.269,-3153.4
260.5,1974.98,5990.88,7965.86,-0.334992,8434.72,-2773.01,-4049.73,-7398.93,-406.941,-3112.76
261,1989.67,5911.33,7901,-0.335487,8367.49,-2754.82,-3956.9,-7372.78,-405.503,-3071.43
261.5,2004.62,5830.44,7835.06,-0.335956,8299.01,-2735.95,-3864,-7344.6,-403.953,-3029.4
262,2019.84,5748.21,7768.05,-0.336398,8229.31,-2716.41,-3771.08,-7314.4,-402.292,-2986.68
262.5,2035.33,5664.65,7699.98,-0.336814,8158.38,-2696.19,-3678.18,-7282.18,-400.52,-2943.26
263,2051.09,5579.76,7630.85,-0.337203,8086.24,-2675.32,-3585.35,-7247.93,-398.636,-2899.15
263.5,2067.13,5493.55,7560.67,-0.337565,8012.89,-2653.79,-3492.63,-7211.66,-396.641,-2854.36
264,2083.46,5406,7489.46,-0.337901,7938.35,-2631.62,-3400.07,-7173.35,-394.534,-2808.87
264.5,2100.08,5317.13,7417.21,-0.33821,7862.63,-2608.81,-3307.71,-7133.02,-392.316,-2762.69
265,2117,5226.94,7343.94,-0.338492,7785.73,-2585.37,-3215.6,-7090.67,-389.987,-2715.83
265.5,2134.23,5135.44,7269.67,-0.338747,7707.68,-2561.31,-3123.78,-7046.3,-387.546,-2668.29
266,2151.76,5042.62,7194.39,-0.338976,7628.48,-2536.63,-3032.31,-6999.92,-384.995,-2620.06
266.5,2169.62,4948.5,7118.12,-0.339178,7548.15,-2511.36,-2941.22,-6951.53,-382.334,-2571.16
267,2187.8,4853.08,7040.88,-0.339352,7466.7,-2485.49,-2850.58,-6901.15,-379.563,-2521.58
267.5,2206.31,4756.36,6962.68,-0.3395,7384.16,-2459.04,-2760.41,-6848.79,-376.683,-2471.33
268,2225.17,4658.35,6883.52,-0.339622,7300.52,-2432.02,-2670.77,-6794.45,-373.695,-2420.4
268.5,2244.37,4559.06,6803.43,-0.339716,7215.81,-2404.45,-2581.72,-6738.15,-370.598,-2368.81
269,2263.92,4458.49,6722.41,-0.339783,7130.06,-2376.32,-2493.28,-6679.91,-367.395,-2316.56
269.5,2283.83,4356.65,6640.48,-0.339823,7043.26,-2347.66,-2405.52,-6619.74,-364.086,-2263.64
270,2304.12,4253.55,6557.66,-0.339837,6955.45,-2318.48,-2318.48,-6557.66,-360.672,-2210.07
270.5,2324.78,4149.19,6473.97,-0.339823,6866.65,-2288.79,-2232.21,-6493.69,-357.153,-2155.85
271,2345.82,4043.59,6389.41,-0.339783,6776.86,-2258.61,-2146.76,-6427.85,-353.532,-2100.98
271.5,2367.27,3936.74,6304.01,-0.339716,6686.12,-2227.94,-2062.16,-6360.17,-349.809,-2045.47
272,2389.11,3828.67,6217.78,-0.339622,6594.45,-2196.81,-1978.47,-6290.66,-345.986,-1989.31
272.5,2411.37,3719.37,6130.74,-0.3395,6501.86,-2165.22,-1895.74,-6219.35,-342.064,-1932.53
273,2434.05,3608.87,6042.92,-0.339352,6408.38,-2133.2,-1814.01,-6146.28,-338.045,-1875.11
273.5,2457.16,3497.16,5954.32,-0.339178,6314.04,-2100.75,-1733.33,-6071.46,-333.93,-1817.07
274,2480.71,3384.27,5864.97,-0.338976,6218.85,-2067.9,-1653.74,-5994.93,-329.721,-1758.41
274.5,2504.71,3270.19,5774.89,-0.338747,6122.85,-2034.66,-1575.29,-5916.73,-325.42,-1699.14
275,2529.17,3154.94,5684.11,-0.338492,6026.05,-2001.04,-1498.02,-5836.88,-321.029,-1639.26
275.5,2554.1,3038.54,5592.64,-0.33821,5928.49,-1967.06,-1421.98,-5755.43,-316.548,-1578.77
276,2579.52,2920.99,5500.5,-0.337901,5830.19,-1932.75,-1347.2,-5672.4,-311.982,-1517.7
276.5,2605.43,2802.3,5407.73,-0.337565,5731.17,-1898.11,-1273.74,-5587.84,-307.331,-1456.03
277,2631.84,2682.5,5314.34,-0.337203,5631.48,-1863.17,-1201.63,-5501.79,-302.598,-1393.78
277.5,2658.77,2561.58,5220.35,-0.336814,5531.13,-1827.94,-1130.91,-5414.29,-297.786,-1330.96
278,2686.23,2439.58,5125.8,-0.336398,5430.17,-1792.44,-1061.62,-5325.38,-292.896,-1267.56
278.5,2714.23,2316.48,5030.71,-0.335956,5328.6,-1756.69,-993.809,-5235.11,-287.931,-1203.61
279,2742.78,2192.33,4935.11,-0.335487,5226.48,-1720.71,-927.506,-5143.53,-282.894,-1139.1
279.5,2771.9,2067.11,4839.01,-0.334992,5123.83,-1684.52,-862.751,-5050.68,-277.787,-1074.04
280,2801.6,1940.86,4742.46,-0.334471,5020.69,-1648.14,-799.578,-4956.61,-272.614,-1008.44
280.5,2831.9,1813.59,4645.48,-0.333923,4917.08,-1611.58,-738.023,-4861.38,-267.376,-942.309
281,2862.8,1685.3,4548.1,-0.333348,4813.05,-1574.87,-678.12,-4765.04,-262.077,-875.655
281.5,2894.32,1556.02,4450.35,-0.332748,4708.62,-1538.03,-619.899,-4667.64,-256.72,-808.484
282,2926.49,1425.77,4352.26,-0.332121,4603.84,-1501.08,-563.392,-4569.24,-251.308,-740.806
282.5,2959.3,1294.55,4253.86,-0.331469,4498.74,-1464.03,-508.628,-4469.9,-245.844,-672.628
283,2992.79,1162.39,4155.18,-0.33079,4393.36,-1426.92,-455.636,-4369.67,-240.332,-603.959
283.5,3026.96,1029.3,4056.27,-0.330085,4287.74,-1389.76,-404.441,-4268.62,-234.774,-534.809
284,3061.84,895.305,3957.14,-0.329354,4181.91,-1352.56,-355.068,-4166.81,-229.175,-465.186
284.5,3097.43,760.415,3857.85,-0.328597,4075.92,-1315.37,-307.541,-4064.31,-223.537,-395.099
285,3133.76,624.649,3758.41,-0.327815,3969.81,-1278.18,-261.88,-3961.17,-217.864,-324.558
285.5,3170.85,488.028,3658.88,-0.327007,3863.62,-1241.03,-218.105,-3857.46,-212.16,-253.571
286,3208.71,350.569,3559.28,-0.326173,3757.39,-1203.94,-176.235,-3753.25,-206.429,-182.15
286.5,3247.37,212.291,3459.66,-0.325314,3651.16,-1166.94,-136.284,-3648.62,-200.674,-110.303
287,3286.84,73.2127,3360.05,-0.32443,3544.99,-1130.03,-98.2674,-3543.62,-194.899,-38.0401
287.5,3327.14,-66.6452,3260.5,-0.32352,3438.9,-1093.25,-62.1963,-3438.34,-189.109,34.6278
288,3368.31,-207.264,3161.04,-0.322585,3332.96,-1056.61,-28.0806,-3332.84,-183.306,107.691
288.5,3410.34,-348.622,3061.72,-0.321624,3227.2,-1020.14,4.07193,-3227.2,-177.496,181.138
289,3453.28,-490.701,2962.58,-0.320639,3121.68,-983.868,34.256,-3121.49,-171.682,254.96
289.5,3497.14,-633.479,2863.66,-0.319628,3016.44,-947.806,62.4684,-3015.79,-165.868,329.145
290,3541.95,-776.935,2765.01,-0.318593,2911.53,-911.981,88.7083,-2910.18,-160.06,403.683
290.5,3587.72,-921.048,2666.68,-0.317533,2807,-876.414,112.977,-2804.73,-154.26,478.562
291,3634.5,-1065.8,2568.7,-0.316449,2702.91,-841.128,135.28,-2699.52,-148.474,553.771
291.5,3682.29,-1211.16,2471.13,-0.315339,2599.3,-806.145,155.622,-2594.64,-142.705,629.299
292,3731.14,-1357.11,2374.02,-0.314206,2496.23,-771.489,174.013,-2490.16,-136.959,705.134
292.5,3781.06,-1503.64,2277.42,-0.313048,2393.76,-737.181,190.464,-2386.17,-131.239,781.265
293,3832.08,-1650.71,2181.37,-0.311866,2291.93,-703.244,204.991,-2282.74,-125.551,857.68
293.5,3884.24,-1798.3,2085.93,-0.31066,2190.8,-669.699,217.61,-2179.97,-119.898,934.368
294,3937.56,-1946.4,1991.16,-0.309429,2090.44,-636.571,228.341,-2077.93,-114.286,1011.32
294.5,3992.07,-2094.97,1897.1,-0.308175,1990.89,-603.879,237.208,-1976.71,-108.719,1088.51
295,4047.81,-2244,1803.81,-0.306898,1892.23,-571.647,244.237,-1876.4,-103.202,1165.94
295.5,4104.81,-2393.45,1711.36,-0.305596,1794.5,-539.896,249.455,-1777.08,-97.7391,1243.6
296,4163.1,-2543.32,1619.78,-0.304271,1697.77,-508.648,252.896,-1678.83,-92.3355,1321.47
296.5,4222.72,-2693.56,1529.16,-0.302923,1602.1,-477.925,254.594,-1581.74,-86.9958,1399.53
297,4283.7,-2844.16,1439.53,-0.301552,1507.56,-447.748,254.588,-1485.91,-81.7249,1477.78
297.5,4346.08,-2995.1,1350.98,-0.300157,1414.21,-418.139,252.918,-1391.41,-76.5274,1556.2
298,4409.89,-3146.34,1263.55,-0.29874,1322.11,-389.118,249.631,-1298.33,-71.4081,1634.79
298.5,4475.19,-3297.87,1177.32,-0.297299,1231.34,-360.707,244.773,-1206.76,-66.372,1713.52
299,4542,-3449.65,1092.35,-0.295836,1141.96,-332.926,238.397,-1116.79,-61.4237,1792.38
299.5,4610.37,-3601.67,1008.7,-0.294351,1054.03,-305.795,230.558,-1028.51,-56.568,1871.37
300,4680.34,-3753.89,926.45,-0.292843,967.645,-279.335,221.314,-941.996,-51.8098,1950.46
300.5,4751.95,-3906.29,845.663,-0.291313,882.859,-253.566,210.727,-857.342,-47.1538,2029.64
301,4825.26,-4058.85,766.412,-0.28976,799.751,-228.507,198.863,-774.633,-42.6048,2108.91
301.5,4900.3,-4211.53,688.769,-0.288186,718.395,-204.178,185.791,-693.955,-38.1675,2188.24
302,4977.13,-4364.32,612.81,-0.28659,638.868,-180.597,171.585,-615.394,-33.8467,2267.63
302.5,5055.8,-4517.18,538.611,-0.284972,561.246,-157.783,156.322,-539.037,-29.647,2347.06
303,5136.35,-4670.1,466.248,-0.283333,485.609,-135.755,140.083,-464.966,-25.5731,2426.51
303.5,5218.83,-4823.03,395.801,-0.281672,412.039,-114.531,122.951,-393.267,-21.6297,2505.97
304,5303.32,-4975.96,327.352,-0.27999,340.616,-94.1279,105.017,-324.023,-17.8212,2585.43
304.5,5389.85,-5128.86,260.983,-0.278287,271.425,-74.5628,86.373,-257.316,-14.1524,2664.87
305,5478.48,-5281.71,196.778,-0.276563,204.551,-55.8528,67.1153,-193.227,-10.6275,2744.29
305.5,5569.28,-5434.46,134.824,-0.274818,140.081,-38.0139,47.345,-131.837,-7.25104,2823.66
306,5662.31,-5587.1,75.2093,-0.273053,78.1028,-21.0622,27.1673,-73.2256,-4.02741,2902.97
306.5,5757.63,-5739.61,18.0236,-0.271267,18.7077,-5.01277,6.6913,-17.4701,-0.960856,2982.2
307,5855.3,-5891.94,-36.6409,-0.269461,-38.0126,10.1194,-13.9693,35.3528,1.9444,3061.36
307.5,5955.39,-6044.08,-88.6904,-0.267635,-91.9644,24.3201,-34.6969,85.168,4.68424,3140.4
308,6057.97,-6196,-138.029,-0.265789,-143.052,37.5755,-55.3692,131.902,7.25461,3219.34
308.5,6163.1,-6347.66,-184.558,-0.263923,-191.178,49.8725,-75.8597,175.483,9.65158,3298.14
