alpha_deg,P_gas_N,F_in_N,F_sum_N,beta_rad,K_N,N_N,Z_N,T_N,M_Nm,a_p_mps2
309,6270.87,-6499.05,-228.179,-0.262037,-236.243,61.1985,-96.0375,215.842,11.8713,3376.8
309.5,6381.34,-6650.13,-268.788,-0.260132,-278.146,71.5415,-115.767,252.91,13.91,3455.3
310,6494.6,-6800.88,-306.282,-0.258208,-316.784,80.8902,-134.909,286.621,15.7642,3533.62
310.5,6610.71,-6951.26,-340.554,-0.256264,-352.051,89.2339,-153.318,316.912,17.4302,3611.76
311,6729.76,-7101.26,-371.496,-0.254302,-383.841,96.5628,-170.847,343.723,18.9047,3689.7
311.5,6851.84,-7250.84,-398.996,-0.252321,-412.044,102.867,-187.34,366.993,20.1846,3767.42
312,6977.03,-7399.97,-422.942,-0.250321,-436.548,108.139,-202.64,386.667,21.2667,3844.9
312.5,7105.41,-7548.63,-443.218,-0.248303,-457.241,112.371,-216.585,402.692,22.148,3922.14
313,7237.08,-7696.79,-459.706,-0.246266,-474.008,115.556,-229.007,415.017,22.8259,3999.12
313.5,7372.13,-7844.42,-472.287,-0.244212,-486.729,117.687,-239.734,423.595,23.2977,4075.83
314,7510.65,-7991.49,-480.838,-0.242139,-495.287,118.76,-248.589,428.383,23.5611,4152.25
314.5,7652.74,-8137.97,-485.234,-0.240049,-499.558,118.77,-255.392,429.34,23.6137,4228.36
315,7798.5,-8283.85,-485.348,-0.237941,-499.419,117.714,-259.956,426.429,23.4536,4304.15
315.5,7948.03,-8429.08,-481.051,-0.235816,-494.743,115.59,-262.092,419.618,23.079,4379.61
316,8101.43,-8573.65,-472.211,-0.233674,-485.403,112.396,-261.603,408.876,22.4882,4454.73
316.5,8258.82,-8717.51,-458.694,-0.231514,-471.267,108.133,-258.291,394.181,21.68,4529.48
317,8420.3,-8860.66,-440.364,-0.229338,-452.204,102.801,-251.952,375.511,20.6531,4603.85
317.5,8585.97,-9003.05,-417.081,-0.227145,-428.077,96.4016,-242.377,352.851,19.4068,4677.84
318,8755.96,-9144.67,-388.706,-0.224936,-398.751,88.9389,-229.353,326.19,17.9404,4751.42
318.5,8930.39,-9285.48,-355.095,-0.22271,-364.087,80.4171,-212.664,295.522,16.2537,4824.58
319,9109.35,-9425.46,-316.103,-0.220468,-323.944,70.8421,-192.089,260.847,14.3466,4897.31
319.5,9292.99,-9564.57,-271.583,-0.21821,-278.179,60.221,-167.403,222.171,12.2194,4969.6
320,9481.42,-9702.8,-221.385,-0.215937,-226.649,48.5623,-138.376,179.505,9.87275,5041.42
320.5,9674.76,-9840.12,-165.359,-0.213648,-169.207,35.8762,-104.775,132.865,7.30755,5112.76
321,9873.14,-9976.49,-103.353,-0.211343,-105.705,22.1741,-66.3659,82.2748,4.52511,5183.62
321.5,10076.7,-10111.9,-35.212,-0.209024,-35.9955,7.46924,-22.9075,27.7655,1.5271,5253.98
322,10285.5,-10246.3,39.2193,-0.206689,40.0722,-8.22364,25.8423,-30.6261,-1.68444,5323.81
322.5,10499.8,-10379.7,120.098,-0.20434,122.649,-24.888,80.1289,-92.8558,-5.10707,5393.12
323,10719.6,-10512,207.58,-0.201975,211.887,-42.5057,140.2,-158.871,-8.73793,5461.89
323.5,10945.1,-10643.3,301.825,-0.199597,307.939,-61.0564,206.307,-228.613,-12.5737,5530.09
324,11176.5,-10773.5,402.992,-0.197204,410.957,-80.5182,278.7,-302.013,-16.6107,5597.73
324.5,11413.8,-10902.5,511.239,-0.194797,521.094,-100.867,357.634,-378.995,-20.8447,5664.78
325,11657.2,-11030.4,626.724,-0.192377,638.503,-122.077,443.362,-459.473,-25.271,5731.23
325.5,11906.8,-11157.2,749.605,-0.189942,763.334,-144.119,536.14,-543.353,-29.8844,5797.07
326,12162.7,-11282.7,880.04,-0.187494,895.738,-166.964,636.221,-630.531,-34.6792,5862.29
326.5,12425.2,-11407,1018.18,-0.185033,1035.87,-190.577,743.862,-720.893,-39.6491,5926.88
327,12694.2,-11530,1164.19,-0.182559,1183.86,-214.926,859.313,-814.314,-44.7873,5990.81
327.5,12970,-11651.8,1318.2,-0.180071,1339.87,-239.97,982.826,-910.66,-50.0863,6054.08
328,13252.6,-11772.3,1480.38,-0.177571,1504.03,-265.672,1114.65,-1009.78,-55.5382,6116.67
328.5,13542.3,-11891.4,1650.86,-0.175059,1676.48,-291.987,1255.03,-1111.53,-61.1342,6178.58
329,13839,-12009.2,1829.78,-0.172534,1857.36,-318.87,1404.2,-1215.73,-66.8652,6239.79
329.5,14142.9,-12125.6,2017.28,-0.169997,2046.78,-346.273,1562.4,-1322.2,-72.7212,6300.28
330,14454.1,-12240.7,2213.47,-0.167448,2244.87,-374.145,1729.85,-1430.76,-78.6915,6360.05
330.5,14772.8,-12354.3,2418.49,-0.164887,2451.74,-402.432,1906.78,-1541.18,-84.7649,6419.09
331,15098.9,-12466.5,2632.44,-0.162315,2667.5,-431.077,2093.39,-1653.26,-90.9294,6477.38
331.5,15432.6,-12577.2,2855.43,-0.159731,2892.24,-460.02,2289.89,-1766.76,-97.1721,6534.9
332,15774,-12686.4,3087.54,-0.157136,3126.05,-489.197,2496.47,-1881.45,-103.48,6591.66
332.5,16123,-12794.2,3328.86,-0.15453,3369,-518.544,2713.29,-1997.05,-109.838,6647.63
333,16479.8,-12900.4,3579.45,-0.151914,3621.15,-547.989,2940.53,-2113.3,-116.231,6702.81
333.5,16844.4,-13005,3839.36,-0.149286,3882.54,-577.461,3178.31,-2229.9,-122.645,6757.18
334,17216.7,-13108.1,4108.64,-0.146649,4153.22,-606.883,3426.78,-2346.57,-129.061,6810.74
334.5,17596.9,-13209.6,4387.3,-0.144001,4433.18,-636.178,3686.03,-2462.98,-135.464,6863.47
335,17984.8,-13309.4,4675.33,-0.141343,4722.43,-665.261,3956.14,-2578.81,-141.835,6915.36
335.5,18380.4,-13407.7,4972.73,-0.138675,5020.93,-694.049,4237.17,-2693.71,-148.154,6966.41
336,18783.7,-13504.3,5279.44,-0.135998,5328.64,-722.451,4529.16,-2807.33,-154.403,7016.59
336.5,19194.6,-13599.2,5595.4,-0.133311,5645.49,-750.378,4832.11,-2919.3,-160.562,7065.91
337,19612.9,-13692.4,5920.51,-0.130615,5971.38,-777.734,5145.98,-3029.24,-166.608,7114.35
337.5,20038.6,-13783.9,6254.65,-0.12791,6306.17,-804.422,5470.71,-3136.74,-172.521,7161.9
338,20471.4,-13873.7,6597.67,-0.125196,6649.72,-830.343,5806.2,-3241.41,-178.278,7208.55
338.5,20911.1,-13961.7,6949.38,-0.122473,7001.83,-855.393,6152.33,-3342.83,-183.856,7254.29
339,21357.6,-14048,7309.56,-0.119742,7362.28,-879.469,6508.89,-3440.57,-189.231,7299.11
339.5,21810.5,-14132.5,7677.96,-0.117003,7730.81,-902.463,6875.68,-3534.19,-194.38,7343.01
340,22269.5,-14215.2,8054.27,-0.114255,8107.13,-924.267,7252.42,-3623.25,-199.279,7385.98
340.5,22734.2,-14296.1,8438.17,-0.1115,8490.9,-944.773,7638.8,-3707.3,-203.902,7428
341,23204.4,-14375.1,8829.27,-0.108737,8881.73,-963.869,8034.44,-3785.89,-208.224,7469.07
341.5,23679.5,-14452.3,9227.16,-0.105966,9279.21,-981.445,8438.92,-3858.55,-212.22,7509.18
342,24159,-14527.6,9631.36,-0.103189,9682.86,-997.39,8851.75,-3924.83,-215.865,7548.31
342.5,24642.4,-14601.1,10041.4,-0.100404,10092.2,-1011.59,9272.42,-3984.27,-219.135,7586.47
343,25129.2,-14672.6,10456.6,-0.0976122,10506.6,-1023.94,9700.31,-4036.41,-222.003,7623.65
343.5,25618.7,-14742.3,10876.4,-0.0948138,10925.5,-1034.34,10134.8,-4080.81,-224.445,7659.84
344,26110.2,-14810,11300.2,-0.0920089,11348.2,-1042.66,10575.1,-4117.03,-226.437,7695.02
344.5,26603,-14875.8,11727.2,-0.0891977,11774,-1048.83,11020.4,-4144.65,-227.956,7729.2
345,27096.3,-14939.6,12156.7,-0.0863804,12202.2,-1052.72,11470,-4163.24,-228.978,7762.36
345.5,27589.3,-15001.4,12587.8,-0.0835572,12631.9,-1054.26,11922.9,-4172.42,-229.483,7794.5
346,28081.1,-15061.3,13019.7,-0.0807283,13062.3,-1053.35,12378.2,-4171.82,-229.45,7825.62
346.5,28570.7,-15119.2,13451.4,-0.0778939,13492.4,-1049.91,12834.7,-4161.08,-228.859,7855.7
347,29057.2,-15175.1,13882,-0.0750541,13921.2,-1043.86,13291.4,-4139.89,-227.694,7884.74
347.5,29539.5,-15229,14310.5,-0.0722093,14347.9,-1035.15,13747.2,-4107.96,-225.938,7912.74
348,30016.5,-15280.9,14735.7,-0.0693595,14771.2,-1023.7,14200.8,-4065.05,-223.578,7939.68
348.5,30487.3,-15330.7,15156.6,-0.066505,15190.2,-1009.48,14651,-4010.94,-220.602,7965.57
349,30950.5,-15378.5,15572,-0.063646,15603.6,-992.435,15096.5,-3945.48,-217.001,7990.4
349.5,31405,-15424.2,15980.8,-0.0607826,16010.3,-972.551,15535.9,-3868.53,-212.769,8014.16
350,31849.6,-15467.9,16381.7,-0.0579151,16409.2,-949.811,15967.9,-3780.04,-207.902,8036.84
350.5,32283,-15509.4,16773.6,-0.0550437,16799,-924.213,16391,-3679.98,-202.399,8058.45
351,32704.1,-15548.9,17155.1,-0.0521685,17178.5,-895.771,16803.8,-3568.4,-196.262,8078.98
351.5,33111.5,-15586.4,17525.1,-0.0492898,17546.5,-864.51,17204.9,-3445.4,-189.497,8098.42
352,33504,-15621.7,17882.3,-0.0464077,17901.6,-830.474,17592.7,-3311.13,-182.112,8116.77
352.5,33880.4,-15654.9,18225.5,-0.0435225,18242.7,-793.718,17965.9,-3165.83,-174.121,8134.03
353,34239.3,-15686,18553.3,-0.0406343,18568.6,-754.316,18323.1,-3009.77,-165.537,8150.19
353.5,34579.6,-15715,18864.7,-0.0377434,18878.1,-712.354,18662.7,-2843.31,-156.382,8165.25
354,34900.2,-15741.9,19158.3,-0.0348499,19170,-667.936,18983.6,-2666.87,-146.678,8179.21
354.5,35199.8,-15766.6,19433.2,-0.031954,19443.1,-621.18,19284.2,-2480.91,-136.45,8192.07
355,35477.4,-15789.2,19688.2,-0.029056,19696.5,-572.221,19563.4,-2285.98,-125.729,8203.81
355.5,35731.9,-15809.7,19922.2,-0.026156,19929,-521.205,19819.9,-2082.68,-114.547,8214.44
356,35962.4,-15828,20134.4,-0.0232543,20139.9,-468.295,20052.7,-1871.66,-102.941,8223.96
356.5,36168,-15844.2,20323.8,-0.0203509,20328,-413.666,20260.7,-1653.63,-90.9498,8232.37
357,36347.9,-15858.2,20489.7,-0.0174462,20492.8,-357.503,20442.9,-1429.36,-78.6148,8239.65
357.5,36501.3,-15870.1,20631.3,-0.0145403,20633.4,-300.006,20598.5,-1199.64,-65.9804,8245.82
358,36627.7,-15879.8,20748,-0.0116334,20749.4,-241.381,20726.9,-965.327,-53.093,8250.87
358.5,36726.6,-15887.3,20839.3,-0.00872576,20840,-181.843,20827.3,-727.289,-40.0009,8254.8
359,36797.5,-15892.7,20904.8,-0.0058175,20905.1,-121.615,20899.4,-486.435,-26.7539,8257.6
359.5,36840.1,-15896,20944.2,-0.00290885,20944.3,-60.9236,20942.8,-243.691,-13.403,8259.29
360,73708.8,-15897.1,57811.7,0,57811.7,0,57811.7,0,0,8259.85
360.5,73708.8,-15896,57812.8,0.00290885,57813,168.169,57809.1,672.668,36.9968,8259.29
361,73708.8,-15892.7,57816,0.0058175,57817,336.349,57801.4,1345.33,73.993,8257.6
361.5,73708.8,-15887.3,57821.4,0.00872576,57823.6,504.549,57788.4,2017.96,110.988,8254.8
362,73708.8,-15879.8,57829,0.0116334,57832.9,672.78,57770.3,2690.57,147.982,8250.87
362.5,73708.8,-15870.1,57838.7,0.0145403,57844.8,841.052,57747,3363.14,184.973,8245.82
363,73708.8,-15858.2,57850.6,0.0174462,57859.4,1009.38,57718.5,4035.66,221.961,8239.65
363.5,73708.8,-15844.2,57864.6,0.0203509,57876.6,1177.76,57684.8,4708.11,258.946,8232.37
364,73708.8,-15828,57880.8,0.0232543,57896.4,1346.22,57645.9,5380.5,295.927,8223.96
364.5,73708.8,-15809.7,57899.1,0.026156,57918.9,1514.76,57601.8,6052.8,332.904,8214.44
365,73708.8,-15789.2,57919.6,0.029056,57944,1683.38,57552.5,6725,369.875,8203.81
365.5,73708.8,-15766.6,57942.2,0.031954,57971.8,1852.12,57497.9,7397.1,406.841,8192.07
366,73708.8,-15741.9,57966.9,0.0348499,58002.1,2020.96,57438.1,8069.08,443.799,8179.21
366.5,73708.8,-15715,57993.8,0.0377434,58035.1,2189.92,57373.1,8740.93,480.751,8165.25
367,73708.8,-15686,58022.8,0.0406343,58070.7,2359.01,57302.8,9412.63,517.694,8150.19
367.5,73708.8,-15654.9,58053.9,0.0435225,58108.9,2528.24,57227.2,10084.2,554.629,8134.03
368,73708.8,-15621.7,58087.1,0.0464077,58149.7,2697.62,57146.4,10755.5,591.554,8116.77
368.5,73708.8,-15586.4,58122.4,0.0492898,58193.1,2867.16,57060.2,11426.7,628.469,8098.42
369,73708.8,-15548.9,58159.8,0.0521685,58239.1,3036.87,56968.7,12097.7,665.372,8078.98
369.5,73708.8,-15509.4,58199.3,0.0550437,58287.6,3206.74,56871.9,12768.4,702.263,8058.45
370,73708.8,-15467.9,58240.9,0.0579151,58338.7,3376.8,56769.7,13438.9,739.141,8036.84
370.5,73708.8,-15424.2,58284.6,0.0607826,58392.4,3547.06,56662.2,14109.2,776.005,8014.16
371,73708.8,-15378.5,58330.3,0.063646,58448.7,3717.51,56549.3,14779.2,812.854,7990.4
371.5,73708.8,-15330.7,58378.1,0.066505,58507.4,3888.17,56431,15448.8,849.686,7965.57
372,73708.8,-15280.9,58427.9,0.0693595,58568.7,4059.04,56307.2,16118.2,886.5,7939.68
372.5,73708.8,-15229,58479.8,0.0722093,58632.6,4230.14,56178,16787.2,923.296,7912.74
373,73708.8,-15175.1,58533.7,0.0750541,58698.9,4401.46,56043.3,17455.9,960.072,7884.74
373.5,73708.8,-15119.2,58589.6,0.0778939,58767.7,4573.02,55903.2,18124.1,996.827,7855.7
374,73708.8,-15061.3,58647.4,0.0807283,58839.1,4744.82,55757.5,18792,1033.56,7825.62
374.5,73708.8,-15001.4,58707.3,0.0835572,58912.9,4916.87,55606.3,19459.4,1070.27,7794.5
375,73708.8,-14939.6,58769.2,0.0863804,58989.1,5089.17,55449.5,20126.3,1106.95,7762.36
375.5,73708.8,-14875.8,58833,0.0891977,59067.8,5261.73,55287.2,20792.8,1143.6,7729.2
376,73708.8,-14810,58898.8,0.0920089,59149,5434.56,55119.2,21458.7,1180.23,7695.02
376.5,73708.8,-14742.3,58966.5,0.0948138,59232.6,5607.65,54945.6,22124.1,1216.83,7659.84
377,73708.8,-14672.6,59036.2,0.0976122,59318.5,5781.02,54766.4,22788.9,1253.39,7623.65
377.5,73708.8,-14601.1,59107.7,0.100404,59406.9,5954.67,54581.4,23453.1,1289.92,7586.47
378,73178,-14527.6,58650.4,0.103189,58964.1,6073.63,53903,23900.3,1314.52,7548.31
378.5,71892.5,-14452.3,57440.2,0.105966,57764.2,6109.61,52533.3,24019.9,1321.1,7509.18
379,70615.8,-14375.1,56240.7,0.108737,56574.9,6139.66,51177.8,24115.4,1326.34,7469.07
379.5,69349.5,-14296.1,55053.4,0.1115,55397.4,6164.01,49838,24187.7,1330.32,7428
380,68094.6,-14215.2,53879.4,0.114255,54233,6182.93,48515.4,24237.9,1333.08,7385.98
380.5,66852.3,-14132.5,52719.8,0.117003,53082.7,6196.65,47211.1,24267.1,1334.69,7343.01
381,65623.6,-14048,51575.6,0.119742,51947.6,6205.45,45926.1,24276.3,1335.2,7299.11
381.5,64409.4,-13961.7,50447.7,0.122473,50828.4,6209.55,44661.6,24266.6,1334.66,7254.29
382,63210.5,-13873.7,49336.8,0.125196,49726,6209.22,43418.2,24239,1333.14,7208.55
382.5,62027.6,-13783.9,48243.7,0.12791,48641,6204.7,42196.9,24194.4,1330.69,7161.9
383,60861.3,-13692.4,47168.9,0.130615,47574.1,6196.23,40998.1,24134,1327.37,7114.35
383.5,59712.2,-13599.2,46113.1,0.133311,46525.9,6184.05,39822.6,24058.7,1323.23,7065.91
384,58580.8,-13504.3,45076.6,0.135998,45496.7,6168.39,38670.6,23969.4,1318.32,7016.59
384.5,57467.5,-13407.7,44059.8,0.138675,44486.9,6149.47,37542.6,23867.1,1312.69,6966.41
385,56372.6,-13309.4,43063.1,0.141343,43496.9,6127.53,36438.8,23752.7,1306.4,6915.36
385.5,55296.3,-13209.6,42086.7,0.144001,42526.9,6102.76,35359.5,23627.1,1299.49,6863.47
386,54238.9,-13108.1,41130.8,0.146649,41577.1,6075.4,34304.9,23491.1,1292.01,6810.74
386.5,53200.5,-13005,40195.5,0.149286,40647.6,6045.63,33274.8,23345.6,1284.01,6757.18
387,52181.3,-12900.4,39281,0.151914,39738.6,6013.65,32269.5,23191.4,1275.53,6702.81
387.5,51181.3,-12794.2,38387.2,0.15453,38850.1,5979.66,31288.7,23029.2,1266.61,6647.63
388,50200.5,-12686.4,37514.1,0.157136,37982.1,5943.83,30332.5,22859.9,1257.29,6591.66
388.5,49238.9,-12577.2,36661.7,0.159731,37134.5,5906.34,29400.7,22684.1,1247.62,6534.9
389,48296.5,-12466.5,35830,0.162315,36307.2,5867.37,28493.1,22502.4,1237.63,6477.38
389.5,47373.1,-12354.3,35018.8,0.164887,35500.3,5827.06,27609.4,22315.7,1227.36,6419.09
390,46468.6,-12240.7,34227.9,0.167448,34713.5,5785.58,26749.5,22124.4,1216.84,6360.05
390.5,45582.9,-12125.6,33457.3,0.169997,33946.6,5743.07,25912.9,21929.3,1206.11,6300.28
391,44715.9,-12009.2,32706.6,0.172534,33199.6,5699.68,25099.5,21730.7,1195.19,6239.79
391.5,43867.2,-11891.4,31975.8,0.175059,32472.1,5655.54,24308.8,21529.4,1184.12,6178.58
392,43036.8,-11772.3,31264.5,0.177571,31764,5610.78,23540.5,21325.9,1172.92,6116.67
392.5,42224.3,-11651.8,30572.5,0.180071,31075,5565.52,22794.2,21120.5,1161.63,6054.08
393,41429.6,-11530,29899.5,0.182559,30404.8,5519.88,22069.5,20913.8,1150.26,5990.81
393.5,40652.3,-11407,29245.4,0.185033,29753.2,5473.97,21366,20706.3,1138.84,5926.88
394,39892.3,-11282.7,28609.6,0.187494,29120,5427.89,20683.2,20498.2,1127.4,5862.29
394.5,39149.2,-11157.2,27992.1,0.189942,28504.7,5381.75,20020.7,20290.1,1115.96,5797.07
395,38422.8,-11030.4,27392.4,0.192377,27907.2,5335.63,19378.1,20082.3,1104.53,5731.23
395.5,37712.7,-10902.5,26810.2,0.194797,27327,5289.63,18754.9,19875.1,1093.13,5664.78
396,37018.7,-10773.5,26245.2,0.197204,26764,5243.82,18150.6,19668.9,1081.79,5597.73
396.5,36340.5,-10643.3,25697.2,0.199597,26217.7,5198.3,17564.8,19464,1070.52,5530.09
397,35677.8,-10512,25165.7,0.201975,25687.9,5153.12,16997,19260.6,1059.33,5461.89
397.5,35030.2,-10379.7,24650.5,0.20434,25174.2,5108.36,16446.8,19059,1048.24,5393.12
398,34397.4,-10246.3,24151.1,0.206689,24676.3,5064.09,15913.6,18859.5,1037.27,5323.81
398.5,33779.3,-10111.9,23667.4,0.209024,24194,5020.37,15397,18662.3,1026.42,5253.98
399,33175.3,-9976.49,23198.8,0.211343,23726.8,4977.24,14896.6,18467.5,1015.71,5183.62
399.5,32585.3,-9840.12,22745.2,0.213648,23274.4,4934.77,14411.9,18275.5,1005.15,5112.76
400,32009,-9702.8,22306.2,0.215937,22836.5,4893.01,13942.4,18086.4,994.752,5041.42
400.5,31445.9,-9564.57,21881.4,0.21821,22412.9,4852,13487.6,17900.3,984.517,4969.6
401,30896,-9425.46,21470.5,0.220468,22003.1,4811.77,13047.2,17717.4,974.458,4897.31
401.5,30358.7,-9285.48,21073.2,0.22271,21606.9,4772.38,12620.6,17537.9,964.582,4824.58
402,29833.9,-9144.67,20689.3,0.224936,21223.9,4733.86,12207.5,17361.8,954.897,4751.42
402.5,29321.3,-9003.05,20318.2,0.227145,20853.9,4696.23,11807.5,17189.2,945.408,4677.84
403,28820.5,-8860.66,19959.9,0.229338,20496.5,4659.54,11419.9,17020.4,936.121,4603.85
403.5,28331.4,-8717.51,19613.9,0.231514,20151.5,4623.79,11044.6,16855.3,927.04,4529.48
404,27853.6,-8573.65,19279.9,0.233674,19818.5,4589.03,10681,16694,918.171,4454.73
404.5,27386.8,-8429.08,18957.7,0.235816,19497.3,4555.28,10328.7,16536.7,909.517,4379.61
405,26930.8,-8283.85,18646.9,0.237941,19187.5,4522.54,9987.44,16383.3,901.08,4304.15
405.5,26485.3,-8137.97,18347.3,0.240049,18888.9,4490.84,9656.7,16233.9,892.864,4228.36
406,26050.1,-7991.49,18058.6,0.242139,18601.2,4460.2,9336.14,16088.6,884.871,4152.25
406.5,25624.9,-7844.42,17780.4,0.244212,18324.2,4430.62,9025.39,15947.3,877.103,4075.83
407,25209.4,-7696.79,17512.6,0.246266,18057.4,4402.13,8724.08,15810.2,869.56,3999.12
407.5,24803.5,-7548.63,17254.9,0.248303,17800.8,4374.72,8431.86,15677.2,862.244,3922.14
408,24406.9,-7399.97,17006.9,0.250321,17554,4348.4,8148.37,15548.3,855.154,3844.9
408.5,24019.3,-7250.84,16768.5,0.252321,17316.8,4323.18,7873.28,15423.5,848.292,3767.42
409,23640.6,-7101.26,16539.4,0.254302,17089,4299.07,7606.25,15302.9,841.657,3689.7
409.5,23270.5,-6951.26,16319.2,0.256264,16870.2,4276.06,7346.96,15186.3,835.248,3611.76
410,22908.8,-6800.88,16107.9,0.258208,16660.2,4254.16,7095.1,15073.9,829.065,3533.62
410.5,22555.3,-6650.13,15905.1,0.260132,16458.9,4233.36,6850.35,14965.5,823.105,3455.3
411,22209.7,-6499.05,15710.7,0.262037,16265.9,4213.66,6612.41,14861.2,817.368,3376.8
411.5,21872,-6347.66,15524.3,0.263923,16081.1,4195.07,6381,14760.9,811.851,3298.14
412,21541.8,-6196,15345.8,0.265789,15904.2,4177.57,6155.83,14664.6,806.553,3219.34
412.5,21219,-6044.08,15174.9,0.267635,15735.1,4161.16,5936.63,14572.2,801.472,3140.4
413,20903.4,-5891.94,15011.5,0.269461,15573.4,4145.83,5723.12,14483.7,796.604,3061.36
413.5,20594.8,-5739.61,14855.2,0.271267,15419.1,4131.58,5515.04,14399,791.948,2982.2
414,20293.1,-5587.1,14706,0.273053,15271.8,4118.39,5312.15,14318.2,787.499,2902.97
414.5,19998.1,-5434.46,14563.7,0.274818,15131.5,4106.25,5114.19,14241,783.256,2823.66
415,19709.6,-5281.71,14427.9,0.276563,14997.8,4095.16,4920.94,14167.5,779.214,2744.29
415.5,19427.4,-5128.86,14298.6,0.278287,14870.7,4085.1,4732.15,14097.6,775.37,2664.87
416,19151.4,-4975.96,14175.5,0.27999,14749.8,4076.06,4547.61,14031.3,771.721,2585.43
416.5,18881.5,-4823.03,14058.4,0.281672,14635.2,4068.02,4367.1,13968.4,768.263,2505.97
417,18617.4,-4670.1,13947.3,0.283333,14526.5,4060.97,4190.42,13908.9,764.992,2426.51
417.5,18359,-4517.18,13841.9,0.284972,14423.6,4054.9,4017.35,13852.8,761.904,2347.06
418,18106.3,-4364.32,13742,0.28659,14326.3,4049.79,3847.71,13799.9,758.994,2267.63
418.5,17859,-4211.53,13647.4,0.288186,14234.4,4045.62,3681.3,13750.2,756.26,2188.24
419,17617,-4058.85,13558.1,0.28976,14147.9,4042.37,3517.95,13703.5,753.695,2108.91
419.5,17380.1,-3906.29,13473.9,0.291313,14066.5,4040.04,3357.48,13659.9,751.297,2029.64
420,17148.4,-3753.89,13394.5,0.292843,13990.1,4038.59,3199.72,13619.3,749.059,1950.46
420.5,16921.5,-3601.67,13319.9,0.294351,13918.5,4038.01,3044.51,13581.4,746.979,1871.37
421,16699.5,-3449.65,13249.9,0.295836,13851.6,4038.29,2891.69,13546.4,745.051,1792.38
421.5,16482.2,-3297.87,13184.3,0.297299,13789.2,4039.4,2741.11,13514,743.271,1713.52
422,16269.4,-3146.34,13123,0.29874,13731.2,4041.31,2592.62,13484.2,741.633,1634.79
422.5,16061.1,-2995.1,13066,0.300157,13677.5,4044.02,2446.1,13457,740.133,1556.2
423,15857.1,-2844.16,13012.9,0.301552,13627.9,4047.5,2301.39,13432.1,738.767,1477.78
423.5,15657.4,-2693.56,12963.8,0.302923,13582.2,4051.73,2158.39,13409.6,737.529,1399.53
424,15461.8,-2543.32,12918.5,0.304271,13540.4,4056.69,2016.95,13389.4,736.415,1321.47
424.5,15270.2,-2393.45,12876.8,0.305596,13502.4,4062.35,1876.98,13371.3,735.42,1243.6
425,15082.6,-2244,12838.6,0.306898,13467.9,4068.69,1738.35,13355.3,734.539,1165.94
425.5,14898.9,-2094.97,12803.9,0.308175,13436.9,4075.69,1600.97,13341.2,733.767,1088.51
426,14718.9,-1946.4,12772.5,0.309429,13409.3,4083.34,1464.72,13329.1,733.099,1011.32
426.5,14542.5,-1798.3,12744.2,0.31066,13384.9,4091.59,1329.51,13318.7,732.53,934.368
427,14369.7,-1650.71,12719,0.311866,13363.7,4100.44,1195.25,13310.1,732.056,857.68
427.5,14200.5,-1503.64,12696.8,0.313048,13345.4,4109.85,1061.86,13303.1,731.671,781.265
428,14034.6,-1357.11,12677.5,0.314206,13330.1,4119.82,929.241,13297.7,731.372,705.134
428.5,13872,-1211.16,12660.9,0.315339,13317.6,4130.3,797.33,13293.7,731.152,629.299
429,13712.7,-1065.8,12647,0.316449,13307.7,4141.28,666.047,13291,731.008,553.771
429.5,13556.6,-921.048,12635.6,0.317533,13300.5,4152.73,535.323,13289.7,730.934,478.562
430,13403.6,-776.935,12626.6,0.318593,13295.7,4164.63,405.094,13289.6,730.926,403.683
430.5,13253.6,-633.479,12620.1,0.319628,13293.4,4176.96,275.297,13290.5,730.979,329.145
431,13106.5,-490.701,12615.8,0.320639,13293.3,4189.69,145.875,13292.5,731.089,254.96
431.5,12962.3,-348.622,12613.7,0.321624,13295.5,4202.8,16.7756,13295.5,731.25,181.138
432,12821,-207.264,12613.7,0.322585,13299.7,4216.27,-112.052,13299.3,731.459,107.691
432.5,12682.4,-66.6452,12615.7,0.32352,13306,4230.06,-240.654,13303.8,731.711,34.6278
433,12546.5,73.2127,12619.7,0.32443,13314.2,4244.16,-369.072,13309.1,732.002,-38.0401
433.5,12413.2,212.291,12625.5,0.325314,13324.3,4258.54,-497.347,13315,732.327,-110.303
434,12282.5,350.569,12633,0.326173,13336.2,4273.18,-625.513,13321.5,732.682,-182.15
434.5,12154.2,488.028,12642.3,0.327007,13349.7,4288.06,-753.603,13328.4,733.062,-253.571
435,12028.5,624.649,12653.1,0.327815,13364.8,4303.14,-881.647,13335.7,733.464,-324.558
435.5,11905.1,760.415,12665.5,0.328597,13381.5,4318.42,-1009.67,13343.3,733.883,-395.099
436,11784.1,895.305,12679.4,0.329354,13399.6,4333.85,-1137.7,13351.2,734.316,-465.186
436.5,11665.3,1029.3,12694.6,0.330085,13419.1,4349.43,-1265.75,13359.2,734.758,-534.809
437,11548.8,1162.39,12711.2,0.33079,13439.9,4365.13,-1393.85,13367.4,735.206,-603.959
437.5,11434.5,1294.55,12729.1,0.331469,13461.9,4380.92,-1522,13375.6,735.655,-672.628
438,11322.4,1425.77,12748.1,0.332121,13485,4396.79,-1650.22,13383.7,736.103,-740.806
438.5,11212.3,1556.02,12768.3,0.332748,13509.3,4412.7,-1778.52,13391.7,736.544,-808.484
439,11104.2,1685.3,12789.5,0.333348,13534.6,4428.64,-1906.91,13399.6,736.977,-875.655
