V,P
0.000427747,1.42106e+06
0.000430514,1.40992e+06
0.000433281,1.39894e+06
0.000436048,1.38812e+06
0.000438816,1.37745e+06
0.000441583,1.36693e+06
0.00044435,1.35655e+06
0.000447117,1.34631e+06
0.000449884,1.33622e+06
0.000452652,1.32626e+06
0.000455419,1.31643e+06
0.000458186,1.30674e+06
0.000460953,1.29717e+06
0.00046372,1.28774e+06
0.000466488,1.27842e+06
0.000469255,1.26923e+06
0.000472022,1.26016e+06
0.000474789,1.25121e+06
0.000477556,1.24237e+06
0.000480324,1.23364e+06
0.000483091,1.22502e+06
0.000485858,1.21652e+06
0.000488625,1.20812e+06
0.000491392,1.19982e+06
0.00049416,1.19163e+06
0.000496927,1.18354e+06
0.000499694,1.17555e+06
0.000502461,1.16766e+06
0.000505228,1.15986e+06
0.000507996,1.15215e+06
0.000510763,1.14454e+06
0.00051353,1.13702e+06
0.000516297,1.12959e+06
0.000519064,1.12225e+06
0.000521832,1.11499e+06
0.000524599,1.10782e+06
0.000527366,1.10074e+06
0.000530133,1.09373e+06
0.0005329,1.0868e+06
0.000535668,1.07996e+06
0.000538435,1.07319e+06
0.000541202,1.0665e+06
0.000543969,1.05989e+06
0.000546736,1.05334e+06
0.000549504,1.04688e+06
0.000552271,1.04048e+06
0.000555038,1.03416e+06
0.000557805,1.0279e+06
0.000560572,1.02171e+06
0.00056334,1.01559e+06
0.000566107,1.00954e+06
0.000568874,1.00355e+06
0.000571641,997629
0.000574408,991769
0.000577176,985971
0.000579943,980234
0.00058271,974558
0.000585477,968941
0.000588244,963384
0.000591012,957883
0.000593779,952440
0.000596546,947053
0.000599313,941721
0.00060208,936443
0.000604848,931219
0.000607615,926047
0.000610382,920928
0.000613149,915860
0.000615916,910842
0.000618684,905875
0.000621451,900956
0.000624218,896086
0.000626985,891263
0.000629752,886487
0.00063252,881758
0.000635287,877075
0.000638054,872436
0.000640821,867842
0.000643588,863292
0.000646356,858785
0.000649123,854321
0.00065189,849899
0.000654657,845518
0.000657424,841178
0.000660192,836878
0.000662959,832619
0.000665726,828398
0.000668493,824217
0.00067126,820073
0.000674028,815968
0.000676795,811899
0.000679562,807868
0.000682329,803872
0.000685096,799913
0.000687864,795989
0.000690631,792099
0.000693398,788245
0.000696165,784424
0.000698932,780636
0.0007017,776882
0.000704467,773161
0.000707234,769472
0.000710001,765815
0.000712768,762189
0.000715536,758594
0.000718303,755031
0.00072107,751497
0.000723837,747994
0.000726604,744520
0.000729372,741075
0.000732139,737659
0.000734906,734272
0.000737673,730913
0.00074044,727582
0.000743208,724278
0.000745975,721002
0.000748742,717752
0.000751509,714529
0.000754276,711332
0.000757044,708161
0.000759811,705016
0.000762578,701896
0.000765345,698801
0.000768112,695731
0.00077088,692686
0.000773647,689664
0.000776414,686666
0.000779181,683692
0.000781948,680742
0.000784716,677814
0.000787483,674910
0.00079025,672027
0.000793017,669168
0.000795784,666330
0.000798552,663514
0.000801319,660720
0.000804086,657947
0.000806853,655195
0.00080962,652464
0.000812388,649753
0.000815155,647063
0.000817922,644394
0.000820689,641744
0.000823456,639114
0.000826224,636503
0.000828991,633912
0.000831758,631340
0.000834525,628787
0.000837292,626253
0.00084006,623737
0.000842827,621239
0.000845594,618760
0.000848361,616299
0.000851128,613855
0.000853896,611429
0.000856663,609020
0.00085943,606629
0.000862197,604254
0.000864964,601897
0.000867732,599556
0.000870499,597231
0.000873266,594923
0.000876033,592631
0.0008788,590356
0.000881568,588096
0.000884335,585851
0.000887102,583622
0.000889869,581409
0.000892636,579211
0.000895404,577028
0.000898171,574860
0.000900938,572706
0.000903705,570568
0.000906472,568443
0.00090924,566333
0.000912007,564238
0.000914774,562156
0.000917541,560088
0.000920308,558034
0.000923076,555994
0.000925843,553967
0.00092861,551954
0.000931377,549954
0.000934144,547967
0.000936912,545993
0.000939679,544032
0.000942446,542084
0.000945213,540149
0.00094798,538226
0.000950748,536315
0.000953515,534417
0.000956282,532531
0.000959049,530657
0.000961816,528795
0.000964584,526945
0.000967351,525106
0.000970118,523280
0.000972885,521464
0.000975652,519660
0.00097842,517868
0.000981187,516087
0.000983954,514317
0.000986721,512557
0.000989488,510809
0.000992256,509072
0.000995023,507345
0.00099779,505629
0.00100056,503923
0.00100332,502228
0.00100609,500544
0.00100886,498869
0.00101163,497205
0.00101439,495551
0.00101716,493906
0.00101993,492272
0.00102269,490647
0.00102546,489033
0.00102823,487427
0.001031,485832
0.00103376,484246
0.00103653,482669
0.0010393,481102
0.00104207,479543
0.00104483,477994
0.0010476,476454
0.00105037,474924
0.00105313,473402
0.0010559,471888
0.00105867,470384
0.00106144,468888
0.0010642,467401
0.00106697,465923
0.00106974,464453
0.0010725,462991
0.00107527,461538
0.00107804,460093
0.00108081,458656
0.00108357,457228
0.00108634,455807
0.00108911,454395
0.00109187,452990
0.00109464,451594
0.00109741,450205
0.00110018,448824
0.00110294,447450
0.00110571,446084
0.00110848,444726
0.00111125,443375
0.00111401,442032
0.00111678,440696
0.00111955,439368
0.00112231,438046
0.00112508,436732
0.00112785,435425
0.00113062,434126
0.00113338,432833
0.00113615,431547
0.00113892,430268
0.00114168,428996
0.00114445,427731
0.00114722,426473
0.00114999,425221
0.00115275,423976
0.00115552,422738
0.00115829,421506
0.00116105,420281
0.00116382,419062
0.00116659,417849
