ok,mode,message,Fp,M_pd,R,lambda,omega,tau,n_cyl,gamma_deg,m_root_reduce,m_rotating,axis_p,web_p,axis_n,web_n,c_lanch,c_lanch_note,S_prot1,S1_label,S_prot2,S2_label
1,"2 цилиндра, 4Т, γ=180° (неполноопорный, моментная схема)","",0.0132732,1.92462,0.055,0.333333,335.103,4,2,180,473.411,570.071,0.188,0.273,0.085,0.17,0.273,"c_lanch = web_n + depth_web + length_root_neck",0.0164791,"от момента 1-го порядка",0.00137326,"от момента 2-го порядка"
