alpha_deg,Z_plus_Pc_N,T_N,Pc_prime_N
375.5,52616.2,17165.3,6974.52
376,52480.5,17716.2,6974.52
376.5,52340.3,18266.7,6974.52
377,52195.4,18816.9,6974.52
377.5,52045.9,19366.7,6974.52
378,51891.7,19916.1,6974.52
378.5,51732.9,20465,6974.52
379,51569.4,21013.4,6974.52
379.5,50485.7,21117.1,6974.52
380,49267.9,21129.4,6974.52
380.5,48068.5,21122.9,6974.52
381,46888.7,21098.4,6974.52
381.5,45729.1,21057.1,6974.52
382,44590.6,20999.8,6974.52
382.5,43473.8,20927.6,6974.52
383,42379.3,20841.4,6974.52
383.5,41307.5,20742.2,6974.52
384,40258.8,20630.8,6974.52
384.5,39233.4,20508.1,6974.52
385,38231.7,20375,6974.52
385.5,37253.6,20232.3,6974.52
386,36299.3,20080.9,6974.52
386.5,35368.9,19921.5,6974.52
387,34462.1,19754.8,6974.52
387.5,33579,19581.6,6974.52
388,32719.5,19402.5,6974.52
388.5,31883.2,19218.2,6974.52
389,31070,19029.5,6974.52
389.5,30279.7,18836.7,6974.52
390,29511.9,18640.6,6974.52
390.5,28766.3,18441.6,6974.52
391,28042.6,18240.4,6974.52
391.5,27340.4,18037.3,6974.52
392,26659.3,17832.9,6974.52
392.5,25999,17627.5,6974.52
393,25358.9,17421.7,6974.52
393.5,24738.8,17215.7,6974.52
394,24138.1,17010,6974.52
394.5,23556.4,16804.9,6974.52
395,22993.2,16600.8,6974.52
395.5,22448.2,16397.9,6974.52
396,21920.8,16196.5,6974.52
396.5,21410.6,15996.9,6974.52
397,20917.1,15799.4,6974.52
397.5,20439.9,15604.1,6974.52
398,19978.5,15411.2,6974.52
398.5,19532.4,15221.1,6974.52
399,19101.3,15033.7,6974.52
399.5,18684.6,14849.4,6974.52
400,18281.9,14668.3,6974.52
400.5,17892.8,14490.4,6974.52
401,17516.9,14316,6974.52
401.5,17153.6,14145.1,6974.52
402,16802.7,13977.8,6974.52
402.5,16463.7,13814.2,6974.52
403,16136.1,13654.5,6974.52
403.5,15819.6,13498.6,6974.52
404,15513.8,13346.6,6974.52
404.5,15218.3,13198.6,6974.52
405,14932.8,13054.6,6974.52
405.5,14656.8,12914.6,6974.52
406,14390,12778.7,6974.52
406.5,14132,12646.9,6974.52
407,13882.6,12519.2,6974.52
407.5,13641.4,12395.5,6974.52
408,13408,12276,6974.52
408.5,13182.1,12160.5,6974.52
409,12963.5,12049.1,6974.52
409.5,12751.8,11941.7,6974.52
410,12546.7,11838.4,6974.52
410.5,12348,11739,6974.52
411,12155.3,11643.6,6974.52
411.5,11968.4,11552.1,6974.52
412,11787,11464.4,6974.52
412.5,11610.9,11380.6,6974.52
413,11439.9,11300.6,6974.52
413.5,11273.6,11224.3,6974.52
414,11111.8,11151.6,6974.52
414.5,10954.5,11082.5,6974.52
415,10801.2,11017,6974.52
415.5,10651.8,10955,6974.52
416,10506.1,10896.4,6974.52
416.5,10363.9,10841.1,6974.52
417,10225,10789.1,6974.52
417.5,10089.2,10740.2,6974.52
418,9956.39,10694.6,6974.52
418.5,9826.33,10651.9,6974.52
419,9698.88,10612.3,6974.52
419.5,9573.87,10575.5,6974.52
420,9451.16,10541.5,6974.52
420.5,9330.59,10510.3,6974.52
421,9212.02,10481.8,6974.52
421.5,9095.32,10455.8,6974.52
422,8980.35,10432.3,6974.52
422.5,8866.99,10411.2,6974.52
423,8755.12,10392.5,6974.52
423.5,8644.62,10376,6974.52
424,8535.39,10361.7,6974.52
424.5,8427.31,10349.4,6974.52
425,8320.29,10339.2,6974.52
425.5,8214.23,10330.8,6974.52
426,8109.05,10324.3,6974.52
426.5,8004.64,10319.6,6974.52
427,7900.94,10316.5,6974.52
427.5,7797.86,10314.9,6974.52
428,7695.33,10314.9,6974.52
428.5,7593.27,10316.3,6974.52
429,7491.63,10319.1,6974.52
429.5,7390.34,10323.1,6974.52
430,7289.35,10328.2,6974.52
430.5,7188.59,10334.5,6974.52
431,7088.01,10341.8,6974.52
431.5,6987.58,10350.1,6974.52
432,6887.24,10359.2,6974.52
432.5,6786.95,10369.1,6974.52
433,6686.68,10379.7,6974.52
433.5,6586.39,10391,6974.52
434,6486.05,10402.9,6974.52
434.5,6385.63,10415.2,6974.52
435,6285.11,10428,6974.52
435.5,6184.45,10441.2,6974.52
436,6083.65,10454.6,6974.52
436.5,5982.68,10468.3,6974.52
437,5881.52,10482.1,6974.52
437.5,5780.17,10496.1,6974.52
438,5678.62,10510.1,6974.52
438.5,5576.85,10524,6974.52
439,5474.85,10537.9,6974.52
439.5,5372.63,10551.7,6974.52
440,5270.19,10565.2,6974.52
440.5,5167.51,10578.5,6974.52
441,5064.61,10591.5,6974.52
441.5,4961.49,10604.1,6974.52
442,4858.14,10616.3,6974.52
442.5,4754.58,10628.1,6974.52
443,4650.82,10639.3,6974.52
443.5,4546.87,10650,6974.52
444,4442.73,10660.1,6974.52
444.5,4338.42,10669.5,6974.52
445,4233.96,10678.3,6974.52
445.5,4129.35,10686.3,6974.52
446,4024.62,10693.6,6974.52
446.5,3919.78,10700.1,6974.52
447,3814.84,10705.7,6974.52
447.5,3709.84,10710.4,6974.52
448,3604.78,10714.2,6974.52
448.5,3499.7,10717.1,6974.52
449,3394.6,10719.1,6974.52
449.5,3289.52,10720,6974.52
450,3184.47,10719.9,6974.52
450.5,3079.49,10718.7,6974.52
451,2974.59,10716.5,6974.52
451.5,2869.8,10713.1,6974.52
452,2765.14,10708.7,6974.52
452.5,2660.65,10703.1,6974.52
453,2556.34,10696.3,6974.52
453.5,2452.24,10688.3,6974.52
454,2348.38,10679.2,6974.52
454.5,2244.78,10668.8,6974.52
455,2141.48,10657.3,6974.52
455.5,2038.5,10644.5,6974.52
456,1935.86,10630.4,6974.52
456.5,1833.6,10615.1,6974.52
457,1731.73,10598.5,6974.52
457.5,1630.3,10580.7,6974.52
458,1529.31,10561.6,6974.52
458.5,1428.81,10541.2,6974.52
459,1328.82,10519.5,6974.52
459.5,1229.36,10496.5,6974.52
460,1130.46,10472.3,6974.52
460.5,1032.15,10446.7,6974.52
461,934.45,10419.9,6974.52
461.5,837.388,10391.8,6974.52
462,740.988,10362.4,6974.52
462.5,645.276,10331.7,6974.52
463,550.275,10299.8,6974.52
463.5,456.01,10266.6,6974.52
464,362.503,10232.1,6974.52
464.5,269.778,10196.4,6974.52
465,177.857,10159.5,6974.52
465.5,86.7626,10121.3,6974.52
466,-3.48481,10081.9,6974.52
466.5,-92.864,10041.3,6974.52
467,-181.355,9999.48,6974.52
467.5,-268.937,9956.49,6974.52
468,-355.593,9912.33,6974.52
468.5,-441.302,9867.01,6974.52
469,-526.048,9820.55,6974.52
469.5,-609.814,9772.96,6974.52
470,-692.582,9724.26,6974.52
470.5,-774.337,9674.47,6974.52
471,-855.064,9623.6,6974.52
471.5,-934.749,9571.67,6974.52
472,-1013.38,9518.71,6974.52
472.5,-1090.93,9464.71,6974.52
473,-1167.41,9409.72,6974.52
473.5,-1242.79,9353.74,6974.52
474,-1317.07,9296.8,6974.52
474.5,-1390.23,9238.91,6974.52
475,-1462.27,9180.1,6974.52
475.5,-1533.17,9120.39,6974.52
476,-1602.93,9059.8,6974.52
476.5,-1671.54,8998.35,6974.52
477,-1739,8936.05,6974.52
477.5,-1805.3,8872.95,6974.52
478,-1870.42,8809.04,6974.52
478.5,-1934.38,8744.37,6974.52
479,-1997.16,8678.94,6974.52
479.5,-2058.76,8612.79,6974.52
480,-2119.17,8545.93,6974.52
480.5,-2178.41,8478.38,6974.52
481,-2236.46,8410.18,6974.52
481.5,-2293.32,8341.34,6974.52
482,-2349,8271.88,6974.52
482.5,-2403.5,8201.83,6974.52
483,-2456.81,8131.21,6974.52
483.5,-2508.94,8060.05,6974.52
484,-2559.9,7988.36,6974.52
484.5,-2609.68,7916.16,6974.52
485,-2658.29,7843.49,6974.52
485.5,-2705.73,7770.36,6974.52
486,-2752.01,7696.79,6974.52
486.5,-2797.14,7622.81,6974.52
487,-2841.12,7548.43,6974.52
487.5,-2883.96,7473.68,6974.52
488,-2925.66,7398.59,6974.52
488.5,-2966.24,7323.16,6974.52
489,-3005.7,7247.43,6974.52
489.5,-3044.05,7171.41,6974.52
490,-3081.3,7095.12,6974.52
490.5,-3117.46,7018.58,6974.52
491,-3152.54,6941.82,6974.52
491.5,-3186.55,6864.85,6974.52
492,-3219.5,6787.69,6974.52
492.5,-3251.41,6710.36,6974.52
493,-3282.29,6632.88,6974.52
493.5,-3312.14,6555.27,6974.52
494,-3340.99,6477.54,6974.52
494.5,-3368.84,6399.72,6974.52
495,-3395.71,6321.81,6974.52
495.5,-3421.61,6243.85,6974.52
496,-3446.56,6165.83,6974.52
496.5,-3470.57,6087.78,6974.52
497,-3493.65,6009.72,6974.52
497.5,-3515.83,5931.66,6974.52
498,-3537.11,5853.62,6974.52
498.5,-3557.51,5775.6,6974.52
499,-3577.05,5697.63,6974.52
499.5,-3595.75,5619.71,6974.52
500,-3613.61,5541.87,6974.52
500.5,-3630.66,5464.11,6974.52
501,-3646.91,5386.45,6974.52
501.5,-3662.38,5308.89,6974.52
502,-3677.09,5231.45,6974.52
502.5,-3691.05,5154.15,6974.52
503,-3704.28,5076.99,6974.52
503.5,-3716.8,4999.98,6974.52
504,-3728.62,4923.13,6974.52
504.5,-3739.76,4846.45,6974.52
505,-3750.25,4769.96,6974.52
505.5,-3760.09,4693.66,6974.52
506,-3769.3,4617.55,6974.52
506.5,-3777.91,4541.65,6974.52
507,-3785.93,4465.96,6974.52
507.5,-3793.37,4390.49,6974.52
508,-3800.25,4315.25,6974.52
508.5,-3806.6,4240.25,6974.52
509,-3812.43,4165.48,6974.52
509.5,-3817.76,4090.96,6974.52
510,-3822.6,4016.68,6974.52
510.5,-3826.97,3942.66,6974.52
511,-3830.89,3868.9,6974.52
511.5,-3834.37,3795.4,6974.52
512,-3837.44,3722.17,6974.52
512.5,-3840.1,3649.2,6974.52
513,-3842.39,3576.51,6974.52
513.5,-3844.3,3504.09,6974.52
514,-3845.87,3431.94,6974.52
514.5,-3847.1,3360.07,6974.52
515,-3848.01,3288.48,6974.52
515.5,-3848.62,3217.16,6974.52
516,-3848.95,3146.13,6974.52
516.5,-3849,3075.37,6974.52
517,-3848.8,3004.89,6974.52
517.5,-3848.35,2934.69,6974.52
518,-3847.69,2864.77,6974.52
518.5,-3846.81,2795.12,6974.52
519,-3845.74,2725.75,6974.52
519.5,-3844.48,2656.65,6974.52
520,-3843.06,2587.82,6974.52
520.5,-3841.48,2519.26,6974.52
521,-3839.76,2450.96,6974.52
521.5,-3837.92,2382.92,6974.52
522,-3835.96,2315.14,6974.52
522.5,-3833.9,2247.62,6974.52
523,-3831.76,2180.35,6974.52
523.5,-3829.53,2113.32,6974.52
524,-3827.24,2046.54,6974.52
524.5,-3824.9,1979.99,6974.52
525,-3822.52,1913.68,6974.52
525.5,-3820.11,1847.59,6974.52
526,-3817.67,1781.72,6974.52
526.5,-3815.23,1716.07,6974.52
527,-3812.79,1650.63,6974.52
527.5,-3810.35,1585.4,6974.52
528,-3807.94,1520.36,6974.52
528.5,-3805.55,1455.52,6974.52
529,-3803.2,1390.86,6974.52
529.5,-3800.9,1326.38,6974.52
530,-3798.65,1262.07,6974.52
530.5,-3796.46,1197.92,6974.52
531,-3794.33,1133.94,6974.52
531.5,-3792.29,1070.1,6974.52
532,-3790.32,1006.4,6974.52
532.5,-3788.44,942.839,6974.52
533,-3786.66,879.403,6974.52
533.5,-3784.98,816.086,6974.52
534,-3783.4,752.88,6974.52
534.5,-3781.92,689.776,6974.52
535,-3780.57,626.767,6974.52
535.5,-3779.32,563.843,6974.52
536,-3778.2,500.997,6974.52
536.5,-3777.21,438.221,6974.52
537,-3776.34,375.505,6974.52
537.5,-3775.6,312.841,6974.52
538,-3774.99,250.22,6974.52
538.5,-3774.52,187.635,6974.52
539,-3774.18,125.075,6974.52
539.5,-3773.97,62.5333,6974.52
540,-1425.51,1.02871e-12,6974.52
540.5,-1425.55,-48.8704,6974.52
541,-1425.67,-97.7473,6974.52
541.5,-1425.87,-146.637,6974.52
542,-1426.16,-195.546,6974.52
542.5,-1426.52,-244.48,6974.52
543,-1426.96,-293.446,6974.52
543.5,-1427.48,-342.45,6974.52
544,-1428.06,-391.498,6974.52
544.5,-1428.72,-440.597,6974.52
545,-1429.45,-489.752,6974.52
545.5,-1430.23,-538.97,6974.52
546,-1431.08,-588.256,6974.52
546.5,-1431.98,-637.616,6974.52
547,-1432.94,-687.057,6974.52
547.5,-1433.94,-736.583,6974.52
548,-1434.98,-786.201,6974.52
548.5,-1436.05,-835.915,6974.52
549,-1437.16,-885.731,6974.52
549.5,-1438.28,-935.654,6974.52
550,-1439.43,-985.689,6974.52
550.5,-1440.58,-1035.84,6974.52
551,-1441.73,-1086.11,6974.52
551.5,-1442.88,-1136.51,6974.52
552,-1444.01,-1187.04,6974.52
552.5,-1445.12,-1237.71,6974.52
553,-1446.2,-1288.51,6974.52
553.5,-1447.24,-1339.45,6974.52
554,-1448.23,-1390.54,6974.52
554.5,-1449.16,-1441.78,6974.52
555,-1450.02,-1493.17,6974.52
555.5,-1450.8,-1544.72,6974.52
556,-1451.5,-1596.42,6974.52
556.5,-1452.09,-1648.28,6974.52
557,-1452.57,-1700.31,6974.52
557.5,-1452.93,-1752.49,6974.52
558,-1453.15,-1804.85,6974.52
558.5,-1453.22,-1857.37,6974.52
559,-1453.14,-1910.05,6974.52
559.5,-1452.89,-1962.91,6974.52
560,-1452.45,-2015.93,6974.52
560.5,-1451.82,-2069.12,6974.52
561,-1450.97,-2122.48,6974.52
561.5,-1449.91,-2176.01,6974.52
562,-1448.6,-2229.7,6974.52
562.5,-1447.05,-2283.56,6974.52
563,-1445.23,-2337.59,6974.52
563.5,-1443.13,-2391.77,6974.52
564,-1440.74,-2446.12,6974.52
564.5,-1438.04,-2500.62,6974.52
565,-1435.01,-2555.28,6974.52
565.5,-1431.65,-2610.08,6974.52
566,-1427.94,-2665.04,6974.52
566.5,-1423.86,-2720.13,6974.52
567,-1419.39,-2775.37,6974.52
567.5,-1414.53,-2830.74,6974.52
568,-1409.25,-2886.23,6974.52
568.5,-1403.54,-2941.85,6974.52
569,-1397.39,-2997.58,6974.52
569.5,-1390.77,-3053.43,6974.52
570,-1383.68,-3109.37,6974.52
570.5,-1376.09,-3165.41,6974.52
571,-1367.99,-3221.54,6974.52
571.5,-1359.37,-3277.74,6974.52
572,-1350.2,-3334.02,6974.52
572.5,-1340.48,-3390.35,6974.52
573,-1330.18,-3446.74,6974.52
573.5,-1319.29,-3503.17,6974.52
574,-1307.8,-3559.63,6974.52
574.5,-1295.68,-3616.1,6974.52
575,-1282.92,-3672.59,6974.52
575.5,-1269.51,-3729.07,6974.52
576,-1255.43,-3785.54,6974.52
576.5,-1240.67,-3841.97,6974.52
577,-1225.2,-3898.37,6974.52
577.5,-1209.02,-3954.7,6974.52
578,-1192.1,-4010.97,6974.52
578.5,-1174.44,-4067.15,6974.52
579,-1156.01,-4123.23,6974.52
579.5,-1136.81,-4179.2,6974.52
580,-1116.81,-4235.03,6974.52
580.5,-1096.01,-4290.72,6974.52
581,-1074.38,-4346.24,6974.52
581.5,-1051.92,-4401.57,6974.52
582,-1028.62,-4456.71,6974.52
582.5,-1004.45,-4511.63,6974.52
583,-979.404,-4566.31,6974.52
583.5,-953.472,-4620.73,6974.52
584,-926.64,-4674.87,6974.52
584.5,-898.895,-4728.72,6974.52
585,-870.226,-4782.25,6974.52
585.5,-840.621,-4835.44,6974.52
586,-810.07,-4888.27,6974.52
586.5,-778.56,-4940.72,6974.52
587,-746.083,-4992.77,6974.52
587.5,-712.629,-5044.39,6974.52
588,-678.187,-5095.56,6974.52
588.5,-642.75,-5146.25,6974.52
589,-606.309,-5196.45,6974.52
589.5,-568.856,-5246.13,6974.52
590,-530.384,-5295.26,6974.52
590.5,-490.886,-5343.82,6974.52
591,-450.355,-5391.79,6974.52
591.5,-408.787,-5439.14,6974.52
592,-366.175,-5485.84,6974.52
592.5,-322.516,-5531.86,6974.52
593,-277.806,-5577.19,6974.52
593.5,-232.04,-5621.79,6974.52
594,-185.218,-5665.64,6974.52
594.5,-137.337,-5708.7,6974.52
595,-88.3945,-5750.96,6974.52
595.5,-38.3915,-5792.38,6974.52
596,12.6724,-5832.94,6974.52
596.5,64.7963,-5872.61,6974.52
597,117.979,-5911.36,6974.52
597.5,172.217,-5949.16,6974.52
598,227.508,-5985.99,6974.52
598.5,283.849,-6021.81,6974.52
599,341.234,-6056.59,6974.52
599.5,399.657,-6090.31,6974.52
600,459.114,-6122.94,6974.52
600.5,519.596,-6154.45,6974.52
601,581.097,-6184.81,6974.52
601.5,643.606,-6213.99,6974.52
602,707.114,-6241.97,6974.52
602.5,771.612,-6268.7,6974.52
603,837.088,-6294.17,6974.52
603.5,903.529,-6318.35,6974.52
604,970.922,-6341.2,6974.52
604.5,1039.25,-6362.71,6974.52
605,1108.51,-6382.83,6974.52
605.5,1178.67,-6401.54,6974.52
606,1249.73,-6418.82,6974.52
606.5,1321.66,-6434.63,6974.52
607,1394.44,-6448.96,6974.52
607.5,1468.07,-6461.76,6974.52
608,1542.5,-6473.01,6974.52
608.5,1617.73,-6482.7,6974.52
609,1693.74,-6490.78,6974.52
609.5,1770.49,-6497.24,6974.52
610,1847.97,-6502.05,6974.52
610.5,1926.15,-6505.19,6974.52
611,2005.01,-6506.62,6974.52
611.5,2084.51,-6506.33,6974.52
612,2164.63,-6504.29,6974.52
612.5,2245.35,-6500.47,6974.52
613,2326.63,-6494.87,6974.52
613.5,2408.45,-6487.44,6974.52
614,2490.76,-6478.18,6974.52
614.5,2573.55,-6467.06,6974.52
615,2656.77,-6454.06,6974.52
615.5,2740.39,-6439.17,6974.52
616,2824.39,-6422.35,6974.52
616.5,2908.72,-6403.6,6974.52
617,2993.34,-6382.9,6974.52
617.5,3078.23,-6360.23,6974.52
618,3163.34,-6335.57,6974.52
618.5,3248.63,-6308.91,6974.52
619,3334.07,-6280.25,6974.52
619.5,3419.61,-6249.55,6974.52
620,3505.22,-6216.81,6974.52
620.5,3590.85,-6182.03,6974.52
621,3676.46,-6145.19,6974.52
621.5,3762.01,-6106.27,6974.52
622,3847.45,-6065.28,6974.52
622.5,3932.75,-6022.2,6974.52
623,4017.85,-5977.03,6974.52
623.5,4102.71,-5929.77,6974.52
624,4187.29,-5880.4,6974.52
624.5,4271.54,-5828.93,6974.52
625,4355.41,-5775.36,6974.52
625.5,4438.86,-5719.68,6974.52
626,4521.83,-5661.89,6974.52
626.5,4604.29,-5602,6974.52
627,4686.17,-5540.01,6974.52
627.5,4767.44,-5475.93,6974.52
628,4848.04,-5409.75,6974.52
628.5,4927.93,-5341.49,6974.52
629,5007.06,-5271.15,6974.52
629.5,5085.36,-5198.75,6974.52
630,5162.81,-5124.29,6974.52
630.5,5239.34,-5047.78,6974.52
631,5314.91,-4969.24,6974.52
631.5,5389.46,-4888.69,6974.52
632,5462.94,-4806.13,6974.52
632.5,5535.31,-4721.59,6974.52
633,5606.52,-4635.08,6974.52
633.5,5676.51,-4546.62,6974.52
634,5745.23,-4456.24,6974.52
634.5,5812.64,-4363.96,6974.52
635,5878.68,-4269.8,6974.52
635.5,5943.31,-4173.78,6974.52
636,6006.48,-4075.94,6974.52
636.5,6068.13,-3976.3,6974.52
637,6128.22,-3874.89,6974.52
637.5,6186.7,-3771.74,6974.52
638,6243.52,-3666.88,6974.52
638.5,6298.64,-3560.35,6974.52
639,6352,-3452.18,6974.52
639.5,6403.57,-3342.4,6974.52
640,6453.3,-3231.06,6974.52
640.5,6501.13,-3118.2,6974.52
641,6547.04,-3003.84,6974.52
641.5,6590.96,-2888.04,6974.52
642,6632.87,-2770.84,6974.52
642.5,6672.71,-2652.28,6974.52
643,6710.46,-2532.4,6974.52
643.5,6746.06,-2411.26,6974.52
644,6779.47,-2288.89,6974.52
644.5,6810.67,-2165.36,6974.52
645,6839.6,-2040.7,6974.52
645.5,6866.24,-1914.97,6974.52
646,6890.55,-1788.22,6974.52
646.5,6912.49,-1660.51,6974.52
647,6932.04,-1531.88,6974.52
647.5,6949.15,-1402.4,6974.52
648,6963.8,-1272.12,6974.52
648.5,6975.96,-1141.09,6974.52
649,6985.59,-1009.38,6974.52
649.5,6992.68,-877.051,6974.52
650,6997.2,-744.153,6974.52
650.5,6999.12,-610.752,6974.52
651,6998.42,-476.909,6974.52
651.5,6995.07,-342.686,6974.52
652,6989.06,-208.148,6974.52
652.5,6980.37,-73.3576,6974.52
653,6968.98,61.6195,6974.52
653.5,6954.88,196.718,6974.52
654,6938.05,331.872,6974.52
654.5,6918.47,467.015,6974.52
655,6896.15,602.08,6974.52
655.5,6871.06,736.998,6974.52
656,6843.2,871.703,6974.52
656.5,6812.57,1006.13,6974.52
657,6779.16,1140.2,6974.52
657.5,6742.97,1273.85,6974.52
658,6703.99,1407.01,6974.52
658.5,6662.23,1539.61,6974.52
659,6617.69,1671.58,6974.52
659.5,6570.37,1802.86,6974.52
660,6520.29,1933.36,6974.52
660.5,6467.44,2063.03,6974.52
661,6411.84,2191.79,6974.52
661.5,6353.5,2319.56,6974.52
662,6292.44,2446.29,6974.52
662.5,6228.66,2571.91,6974.52
663,6162.18,2696.33,6974.52
663.5,6093.02,2819.5,6974.52
664,6021.21,2941.34,6974.52
664.5,5946.77,3061.79,6974.52
665,5869.71,3180.77,6974.52
665.5,5790.06,3298.23,6974.52
666,5707.86,3414.09,6974.52
666.5,5623.13,3528.29,6974.52
667,5535.9,3640.75,6974.52
667.5,5446.21,3751.43,6974.52
668,5354.08,3860.24,6974.52
668.5,5259.56,3967.13,6974.52
669,5162.69,4072.04,6974.52
669.5,5063.49,4174.9,6974.52
670,4962.02,4275.64,6974.52
670.5,4858.32,4374.22,6974.52
671,4752.43,4470.57,6974.52
671.5,4644.39,4564.64,6974.52
672,4534.26,4656.36,6974.52
672.5,4422.08,4745.68,6974.52
673,4307.91,4832.54,6974.52
673.5,4191.8,4916.9,6974.52
674,4073.79,4998.69,6974.52
674.5,3953.95,5077.87,6974.52
675,3832.34,5154.39,6974.52
675.5,3709,5228.2,6974.52
676,3584.01,5299.25,6974.52
676.5,3457.41,5367.49,6974.52
677,3329.28,5432.89,6974.52
677.5,3199.67,5495.4,6974.52
678,3068.65,5554.97,6974.52
678.5,2936.29,5611.58,6974.52
679,2802.65,5665.18,6974.52
679.5,2667.8,5715.73,6974.52
680,2531.8,5763.21,6974.52
680.5,2394.74,5807.57,6974.52
681,2256.67,5848.79,6974.52
681.5,2117.67,5886.83,6974.52
682,1977.81,5921.68,6974.52
682.5,1837.17,5953.3,6974.52
683,1695.82,5981.68,6974.52
683.5,1553.84,6006.78,6974.52
684,1411.29,6028.59,6974.52
684.5,1268.26,6047.09,6974.52
685,1124.82,6062.27,6974.52
685.5,981.051,6074.11,6974.52
686,837.029,6082.59,6974.52
686.5,692.832,6087.72,6974.52
687,548.539,6089.47,6974.52
687.5,404.229,6087.84,6974.52
688,259.979,6082.84,6974.52
688.5,115.871,6074.45,6974.52
689,-28.018,6062.68,6974.52
689.5,-171.607,6047.52,6974.52
690,-314.817,6028.99,6974.52
690.5,-457.569,6007.08,6974.52
691,-599.782,5981.81,6974.52
691.5,-741.377,5953.18,6974.52
692,-882.275,5921.21,6974.52
692.5,-1022.4,5885.92,6974.52
693,-1161.66,5847.3,6974.52
693.5,-1300,5805.39,6974.52
694,-1437.32,5760.21,6974.52
694.5,-1573.55,5711.77,6974.52
695,-1708.62,5660.11,6974.52
695.5,-1842.44,5605.23,6974.52
696,-1974.94,5547.19,6974.52
696.5,-2106.05,5485.99,6974.52
697,-2235.68,5421.69,6974.52
697.5,-2363.77,5354.3,6974.52
698,-2490.25,5283.86,6974.52
698.5,-2615.03,5210.42,6974.52
699,-2738.05,5134.01,6974.52
699.5,-2859.23,5054.67,6974.52
700,-2978.51,4972.45,6974.52
700.5,-3095.82,4887.39,6974.52
701,-3211.09,4799.53,6974.52
701.5,-3324.25,4708.93,6974.52
702,-3435.24,4615.63,6974.52
702.5,-3543.99,4519.7,6974.52
703,-3650.44,4421.17,6974.52
703.5,-3754.52,4320.1,6974.52
704,-3856.19,4216.56,6974.52
704.5,-3955.37,4110.59,6974.52
705,-4052.01,4002.26,6974.52
705.5,-4146.05,3891.64,6974.52
706,-4237.44,3778.77,6974.52
706.5,-4326.13,3663.73,6974.52
707,-4412.06,3546.58,6974.52
707.5,-4495.18,3427.39,6974.52
708,-4575.44,3306.23,6974.52
708.5,-4652.8,3183.15,6974.52
709,-4727.21,3058.25,6974.52
709.5,-4798.63,2931.57,6974.52
710,-4867.01,2803.21,6974.52
710.5,-4932.32,2673.23,6974.52
711,-4994.52,2541.7,6974.52
711.5,-5053.56,2408.71,6974.52
712,-5109.42,2274.32,6974.52
712.5,-5162.06,2138.62,6974.52
713,-5211.45,2001.68,6974.52
713.5,-5257.56,1863.59,6974.52
714,-5300.37,1724.41,6974.52
714.5,-5339.85,1584.24,6974.52
715,-5375.97,1443.15,6974.52
715.5,-5408.72,1301.23,6974.52
716,-5438.07,1158.55,6974.52
716.5,-5464.01,1015.21,6974.52
717,-5486.52,871.272,6974.52
717.5,-5505.6,726.832,6974.52
718,-5521.22,581.972,6974.52
718.5,-5533.37,436.774,6974.52
719,-5542.06,291.323,6974.52
719.5,-5547.28,145.704,6974.52
720,-5549.02,-0,6974.52
